,variant_and_allele,p_value,trait,gene,location,maf
76,rs17687067-<b>C</b>,3e-12,schizophrenia,ZDHHC2,8:17178692,0.189255557470274
816,rs1150754-<b>C</b>,3e-12,schizophrenia,TNXB,6:32082981,0.8781870085781821
540,rs72934570-<b>?</b>,3e-12,schizophrenia,LINC01416,18:55865958,-1.0
540,rs72934570-<b>?</b>,3e-12,schizophrenia,LINC01415,18:55865958,-1.0
2041,rs215011-<b>?</b>,3e-12,schizophrenia,CMAHP,6:25384133,-1.0
2041,rs215011-<b>?</b>,3e-12,schizophrenia,CARMIL1,6:25384133,-1.0
270,rs8043009-<b>?</b>,3e-12,schizophrenia,CHRNA3,15:78615812,-1.0
2139,rs34796896-<b>?</b>,3e-12,schizophrenia,FXR1,3:180905467,-1.0
2551,rs6449529-<b>?</b>,3e-12,schizophrenia,UNKNOWN,Mapping not available,-1.0
370,rs28681284-<b>?</b>,3e-12,schizophrenia,CHRNA3,15:78616223,-1.0
2111,rs61637848-<b>?</b>,3e-12,schizophrenia,KLC1,14:103629694,-1.0
6,rs3735025-<b>T</b>,4e-12,schizophrenia,DGKI,7:137390098,0.6638171312032631
819,rs111312615-<b>T</b>,4e-12,schizophrenia,HLA-A,6:29955302,-1.0
819,rs111312615-<b>T</b>,4e-12,schizophrenia,HLA-W,6:29955302,-1.0
689,rs11682175-<b>T</b>,4e-12,schizophrenia,ACTG1P22,2:57760458,0.557809732450825
818,rs114377514-<b>C</b>,4e-12,schizophrenia,HLA-DOB,6:32793729,-1.0
818,rs114377514-<b>C</b>,4e-12,schizophrenia,HLA-DQB2,6:32793729,-1.0
271,rs11682175-<b>?</b>,4e-12,schizophrenia,ACTG1P22,2:57760458,-1.0
272,rs55661361-<b>?</b>,4e-12,schizophrenia,NRGN,11:124744061,-1.0
2116,rs36043959-<b>?</b>,4e-12,schizophrenia,SGCZ,8:110459785,-1.0
1320,rs9461856-<b>A</b>,4e-12,schizophrenia,SYNGAP1,6:33427422,0.46315486470926887
2140,rs7432375-<b>?</b>,4e-12,schizophrenia,STAG1,3:136569563,-1.0
498,rs7605813-<b>?</b>,5e-12,schizophrenia,HSPE1-MOB4,2:197510605,-1.0
498,rs7605813-<b>?</b>,5e-12,schizophrenia,HSPD1,2:197510605,-1.0
1858,rs1006737-<b>A</b>,5e-12,schizophrenia,CACNA1C,12:2236129,0.3195679498724298
369,rs35225048-<b>?</b>,5e-12,schizophrenia,UNKNOWN,15:61564064,-1.0
73,rs950169-<b>C</b>,5e-12,schizophrenia,ADAMTSL3,15:84037709,0.7378681906533983
946,rs38752-<b>T</b>,5e-12,schizophrenia,IMMP2L,7:111438856,0.6494045470949116
2142,rs1451488-<b>?</b>,5e-12,schizophrenia,RNU7-147P,2:199125384,-1.0
478,rs172531-<b>?</b>,5e-12,schizophrenia,RERE,1:8435530,-1.0
80,rs715170-<b>C</b>,5e-12,schizophrenia,LINC01539,18:56128283,0.7518151173343706
80,rs715170-<b>C</b>,5e-12,schizophrenia,LINC01905,18:56128283,0.7518151173343706
821,rs114508985-<b>G</b>,5e-12,schizophrenia,HLA-DMB,6:32932241,-1.0
821,rs114508985-<b>G</b>,5e-12,schizophrenia,HLA-Z,6:32932241,-1.0
91,rs11685299-<b>C</b>,5e-12,schizophrenia,CUL3,2:224526579,0.7321303433777155
273,rs778371-<b>?</b>,5e-12,schizophrenia,SNORC,2:232878399,-1.0
1953,rs2103655-<b>?</b>,5e-12,schizophrenia,PPP1R16B,20:38797315,-1.0
1953,rs2103655-<b>?</b>,5e-12,schizophrenia,ACTR5,20:38797315,-1.0
504,rs17164-<b>?</b>,5e-12,schizophrenia,GIGYF2,2:232728789,-1.0
2485,rs1700006-<b>?</b>,5e-12,schizophrenia,UNKNOWN,Mapping not available,-1.0
348,rs61937595-<b>?</b>,6e-12,schizophrenia,R3HDM2,12:57289173,-1.0
490,rs4132385-<b>?</b>,6e-12,schizophrenia,ZSWIM6,5:61319052,-1.0
490,rs4132385-<b>?</b>,6e-12,schizophrenia,LINC02057,5:61319052,-1.0
2537,rs4380187-<b>?</b>,6e-12,schizophrenia,UNKNOWN,Mapping not available,-1.0
378,rs3814881-<b>?</b>,7e-12,schizophrenia,TAOK2,16:29989580,-1.0
2120,rs4648845-<b>?</b>,7e-12,schizophrenia,PLCH2,1:2455662,-1.0
640,rs3814883-<b>T</b>,7e-12,schizophrenia,TAOK2,16:29983601,0.44543650793650796
67,rs61882743-<b>G</b>,7e-12,schizophrenia,AMBRA1,11:46527204,0.2625198517734251
1883,rs1635-<b>?</b>,7e-12,schizophrenia,NKAPL,6:28259826,-1.0
2144,rs2905432-<b>?</b>,7e-12,schizophrenia,MAU2,19:19373486,-1.0
2144,rs2905432-<b>?</b>,7e-12,schizophrenia,GATAD2A,19:19373486,-1.0
2121,rs11783093-<b>?</b>,8e-12,schizophrenia,GULOP,8:27567832,-1.0
691,rs4380187-<b>A</b>,8e-12,schizophrenia,UNKNOWN,Mapping not available,0.5506331390747535
692,rs4685-<b>T</b>,8e-12,schizophrenia,SF3B1,2:197393071,0.3185062647428239
2052,rs169738-<b>?</b>,8e-12,schizophrenia,GGNBP1,6:33569769,-1.0
2147,rs111294930-<b>?</b>,9e-12,schizophrenia,LINC01470,5:152797561,-1.0
427,rs2057884-<b>?</b>,1e-11,schizophrenia,SRPK2,7:105289803,-1.0
992,rs6434928-<b>G</b>,1e-11,schizophrenia,RNU6-1029P,2:197439853,0.3332958633093525
992,rs6434928-<b>G</b>,1e-11,schizophrenia,SF3B1,2:197439853,0.3332958633093525
557,rs6633421-<b>?</b>,1e-11,schizophrenia,CNKSR2,X:21551802,-1.0
1074,rs6065094-<b>G</b>,1e-11,schizophrenia,UNKNOWN,Mapping not available,0.6843464493355482
654,rs2514218-<b>T</b>,1e-11,schizophrenia,DRD2,11:113522272,0.3516696419922226
1884,rs11038167-<b>?</b>,1e-11,schizophrenia,TSPAN18,11:44821583,-1.0
1259,rs17194490-<b>T</b>,1e-11,schizophrenia,CNTN4,3:2506102,0.141418673047206
2123,rs62334820-<b>?</b>,1e-11,schizophrenia,GPM6A,4:175934070,-1.0
2150,rs2970610-<b>?</b>,1e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
2149,rs56807175-<b>?</b>,1e-11,schizophrenia,UNKNOWN,2:145678655,-1.0
2211,rs3617-<b>?</b>,1e-11,schizophrenia,ITIH3,3:52799789,-1.0
2084,rs760648-<b>?</b>,1e-11,schizophrenia,TCF20,22:42175022,-1.0
424,rs13230421-<b>?</b>,2e-11,schizophrenia,GRM3,7:86790810,-1.0
424,rs13230421-<b>?</b>,2e-11,schizophrenia,GRM3-AS1,7:86790810,-1.0
2025,rs17194490-<b>?</b>,2e-11,schizophrenia,CNTN4,3:2506102,-1.0
277,rs2565164-<b>?</b>,2e-11,schizophrenia,COQ10B,2:197472796,-1.0
275,rs7427564-<b>?</b>,2e-11,schizophrenia,STAG1,3:136555593,-1.0
1909,rs1625579-<b>T</b>,2e-11,schizophrenia,MIR137HG,1:98037378,0.8099558607160373
747,rs7597593-<b>T</b>,2e-11,schizophrenia,ZNF804A,2:184668853,0.4034581724460221
2359,rs57016637-<b>G</b>,2e-11,schizophrenia,PES1,22:30596938,5.305039787798409e-05
706,rs9398171-<b>C</b>,2e-11,schizophrenia,FOXO3,6:108662324,0.4361329026303646
2087,rs10946817-<b>?</b>,2e-11,schizophrenia,BTN3A2,6:26363828,-1.0
2087,rs10946817-<b>?</b>,2e-11,schizophrenia,H3C9P,6:26363828,-1.0
1658,rs3788567-<b>T</b>,2e-11,schizophrenia,CACNA1I,22:39610030,0.31762381825878366
2539,rs4685-<b>?</b>,2e-11,schizophrenia,SF3B1,2:197393071,-1.0
280,rs926231-<b>?</b>,2e-11,schizophrenia,CACNA1I,22:39610981,-1.0
1951,rs72936314-<b>?</b>,2e-11,schizophrenia,LINC01416,18:55913446,-1.0
2152,rs35774874-<b>?</b>,2e-11,schizophrenia,SNX19,11:130941461,-1.0
2152,rs35774874-<b>?</b>,2e-11,schizophrenia,RN7SL167P,11:130941461,-1.0
2151,rs16867576-<b>?</b>,2e-11,schizophrenia,MEF2C-AS1,5:89450514,-1.0
1774,rs2535627-<b>T</b>,2e-11,schizophrenia,ITIH3,3:52811089,0.5250278368255896
1774,rs2535627-<b>T</b>,2e-11,schizophrenia,ITIH4,3:52811089,0.5250278368255896
105,rs302321-<b>C</b>,2e-11,schizophrenia,TMTC1,12:29775455,0.6760390566476377
2544,rs66610175-<b>?</b>,2e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
824,rs7907645-<b>T</b>,2e-11,schizophrenia,TRIM8,10:102664043,0.8893726620469737
824,rs7907645-<b>T</b>,2e-11,schizophrenia,ARL3,10:102664043,0.8893726620469737
1816,rs17693963-<b>?</b>,3e-11,schizophrenia,GPR89P,6:27742386,-1.0
1816,rs17693963-<b>?</b>,3e-11,schizophrenia,RSL24D1P1,6:27742386,-1.0
825,rs5995756-<b>T</b>,3e-11,schizophrenia,UNKNOWN,Mapping not available,0.44366876984848697
543,rs1792709-<b>?</b>,3e-11,schizophrenia,LINC01905,18:56101744,-1.0
543,rs1792709-<b>?</b>,3e-11,schizophrenia,LINC01539,18:56101744,-1.0
2128,rs1473594-<b>?</b>,3e-11,schizophrenia,UNKNOWN,8:59783967,-1.0
1040,rs2514218-<b>C</b>,3e-11,schizophrenia,DRD2,11:113522272,0.6483303580077774
1999,rs210155-<b>?</b>,3e-11,schizophrenia,GGNBP1,6:33549254,-1.0
1032,rs36068923-<b>G</b>,3e-11,schizophrenia,SINHCAFP3,8:110473532,0.20989941768131287
508,rs3732386-<b>?</b>,3e-11,schizophrenia,TRANK1,3:36830502,-1.0
503,rs11685299-<b>?</b>,3e-11,schizophrenia,CUL3,2:224526579,-1.0
18,rs3732386-<b>T</b>,3e-11,schizophrenia,TRANK1,3:36830502,0.36435348631950576
281,rs11693094-<b>?</b>,3e-11,schizophrenia,ZNF804A,2:184736693,-1.0
1247,rs13096210-<b>C</b>,4e-11,schizophrenia,FXR1,3:180881530,0.9306967386700551
696,rs17194476-<b>T</b>,4e-11,schizophrenia,CNTN4,3:2496232,0.14475654550460318
2467,rs592927-<b>A</b>,4e-11,schizophrenia,RALGPS1,9:126910947,0.29441678143871175
2467,rs592927-<b>A</b>,4e-11,schizophrenia,ZBTB34,9:126910947,0.29441678143871175
88,rs9292918-<b>G</b>,4e-11,schizophrenia,HCN1,5:45300933,0.201507772864158
476,rs55642704-<b>?</b>,4e-11,schizophrenia,SLC66A2,18:79928124,-1.0
511,rs374528934-<b>?</b>,4e-11,schizophrenia,HYAL2,3:50312945,-1.0
511,rs374528934-<b>?</b>,4e-11,schizophrenia,HYAL1,3:50312945,-1.0
727,rs6670165-<b>T</b>,4e-11,schizophrenia,BRINP2,1:177310985,0.17638962413975648
727,rs6670165-<b>T</b>,4e-11,schizophrenia,LINC01645,1:177310985,0.17638962413975648
2155,rs7508148-<b>?</b>,4e-11,schizophrenia,SCAF1,19:49648885,-1.0
1515,rs7951870-<b>C</b>,4e-11,schizophrenia,UNKNOWN,Mapping not available,0.15402994584262503
1455,rs62402013-<b>G</b>,4e-11,schizophrenia,GUSBP2,6:26947221,0.4757749021968101
2070,rs8055219-<b>?</b>,4.9999999999999995e-11,schizophrenia,MIR4719,16:13659527,-1.0
2520,rs4309187-<b>?</b>,4.9999999999999995e-11,schizophrenia,TMPRSS5,11:113541721,-1.0
2520,rs4309187-<b>?</b>,4.9999999999999995e-11,schizophrenia,DRD2,11:113541721,-1.0
84,rs172531-<b>G</b>,4.9999999999999995e-11,schizophrenia,RERE,1:8435530,0.3010351000077827
2531,rs2319280-<b>?</b>,4.9999999999999995e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
282,rs66486766-<b>?</b>,4.9999999999999995e-11,schizophrenia,EFL1P1,15:84137308,-1.0
282,rs66486766-<b>?</b>,4.9999999999999995e-11,schizophrenia,DNM1P41,15:84137308,-1.0
2130,rs12705761-<b>?</b>,4.9999999999999995e-11,schizophrenia,IMMP2L,7:111336208,-1.0
639,rs7499750-<b>A</b>,4.9999999999999995e-11,schizophrenia,UNKNOWN,16:13655408,0.2883826879271071
2488,rs8039305-<b>?</b>,4.9999999999999995e-11,schizophrenia,FURIN,15:90879313,-1.0
24,rs35607894-<b>A</b>,4.9999999999999995e-11,schizophrenia,RGS6,14:71941921,0.10292321116928446
1064,rs12691307-<b>A</b>,4.9999999999999995e-11,schizophrenia,TMEM219,16:29928556,0.4800423504499735
1064,rs12691307-<b>A</b>,4.9999999999999995e-11,schizophrenia,KCTD13,16:29928556,0.4800423504499735
395,rs6995307-<b>?</b>,4.9999999999999995e-11,schizophrenia,UNKNOWN,8:110494336,-1.0
593,rs4949526-<b>T</b>,6e-11,schizophrenia,LINC01648,1:29959372,0.31768822393822393
1588,rs11874716-<b>T</b>,6e-11,schizophrenia,LINC01929,18:55083457,0.6621227197346601
487,rs57346805-<b>?</b>,6e-11,schizophrenia,NEK1,4:169382833,-1.0
2549,rs13135092-<b>?</b>,6e-11,schizophrenia,SLC39A8,4:102276925,-1.0
2157,rs16902086-<b>?</b>,6e-11,schizophrenia,HCN1,5:45285650,-1.0
435,rs12031518-<b>?</b>,6e-11,schizophrenia,PTBP2,1:96708350,-1.0
435,rs12031518-<b>?</b>,6e-11,schizophrenia,RN7SKP270,1:96708350,-1.0
1966,rs281768-<b>?</b>,6e-11,schizophrenia,MAIP1,2:199960517,-1.0
674,rs9922678-<b>A</b>,6e-11,schizophrenia,GRIN2A,16:9852462,0.17909332447691798
930,rs2103655-<b>A</b>,6e-11,schizophrenia,PPP1R16B,20:38797315,0.6863009231031011
930,rs2103655-<b>A</b>,6e-11,schizophrenia,ACTR5,20:38797315,0.6863009231031011
1936,rs12826178-<b>?</b>,6e-11,schizophrenia,NXPH4,12:57228588,-1.0
1936,rs12826178-<b>?</b>,6e-11,schizophrenia,SHMT2,12:57228588,-1.0
826,rs17514846-<b>C</b>,6e-11,schizophrenia,FURIN,15:90873320,0.5486653010794642
679,rs10890030-<b>T</b>,6e-11,schizophrenia,RN7SKP19,1:73290100,0.4627316040232928
679,rs10890030-<b>T</b>,6e-11,schizophrenia,LINC01360,1:73290100,0.4627316040232928
2529,rs10890032-<b>?</b>,6e-11,schizophrenia,LINC01360,1:73323641,-1.0
53,rs7438-<b>A</b>,6.999999999999999e-11,schizophrenia,CLCN3,4:169721095,0.5303335097935415
2159,rs3735025-<b>?</b>,6.999999999999999e-11,schizophrenia,DGKI,7:137390098,-1.0
75,rs11708578-<b>G</b>,6.999999999999999e-11,schizophrenia,CNTN4,3:2474210,0.20495049504950494
2078,rs4812322-<b>?</b>,6.999999999999999e-11,schizophrenia,PPP1R16B,20:38854787,-1.0
2559,rs6922815-<b>?</b>,6.999999999999999e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
1102,rs7432375-<b>G</b>,6.999999999999999e-11,schizophrenia,STAG1,3:136569563,0.5996687715492194
1753,rs10890032-<b>T</b>,6.999999999999999e-11,schizophrenia,LINC01360,1:73323641,0.3456187591158981
284,rs17691888-<b>?</b>,6.999999999999999e-11,schizophrenia,CACNB2,10:18445599,-1.0
2498,rs5995756-<b>?</b>,6.999999999999999e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
1579,rs12704290-<b>G</b>,6.999999999999999e-11,schizophrenia,GRM3-AS1,7:86798310,0.8879830598200106
1579,rs12704290-<b>G</b>,6.999999999999999e-11,schizophrenia,GRM3,7:86798310,0.8879830598200106
2132,rs7789569-<b>?</b>,6.999999999999999e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
1684,rs4642619-<b>A</b>,8e-11,schizophrenia,UNKNOWN,8:110475239,0.0675416605220469
489,rs8188203-<b>?</b>,8e-11,schizophrenia,UNKNOWN,5:50161448,-1.0
627,rs12704290-<b>A</b>,8e-11,schizophrenia,GRM3-AS1,7:86798310,0.11201694017998941
627,rs12704290-<b>A</b>,8e-11,schizophrenia,GRM3,7:86798310,0.11201694017998941
1649,rs35998080-<b>T</b>,8e-11,schizophrenia,LINC02797,1:72812932,0.4152991000529381
286,rs2535627-<b>?</b>,8e-11,schizophrenia,ITIH3,3:52811089,-1.0
286,rs2535627-<b>?</b>,8e-11,schizophrenia,ITIH4,3:52811089,-1.0
2134,rs1319017-<b>?</b>,8e-11,schizophrenia,DDX10P2,9:82121388,-1.0
285,rs4642619-<b>?</b>,8e-11,schizophrenia,UNKNOWN,8:110475239,-1.0
2543,rs73102769-<b>?</b>,9e-11,schizophrenia,UNKNOWN,Mapping not available,-1.0
2076,rs144158419-<b>?</b>,9e-11,schizophrenia,LINC01416,18:55887502,-1.0
655,rs55661361-<b>A</b>,9e-11,schizophrenia,NRGN,11:124744061,0.29541132699462586
900,rs2163548-<b>G</b>,9e-11,schizophrenia,SPATS2L,2:200362139,0.0647937836222355
924,rs17598729-<b>C</b>,9e-11,schizophrenia,TCF4,18:55584331,0.15040693938744915
493,rs7733403-<b>?</b>,9e-11,schizophrenia,PCDHA1,5:140774630,-1.0
493,rs7733403-<b>?</b>,9e-11,schizophrenia,VTRNA1-3,5:140774630,-1.0
444,rs13376709-<b>?</b>,9e-11,schizophrenia,AKT3,1:243527189,-1.0
827,rs12902973-<b>G</b>,9e-11,schizophrenia,UBE2Q2P1,15:84562751,0.7676548438327158
1127,rs1051061-<b>?</b>,1e-10,schizophrenia,VRK2,2:58089679,-1.0
376,rs41356645-<b>?</b>,1e-10,schizophrenia,GRIN2A,16:9852062,-1.0
828,rs28758902-<b>T</b>,1e-10,schizophrenia,LINC01415,18:55740956,0.4155108523028057
828,rs28758902-<b>T</b>,1e-10,schizophrenia,TCF4,18:55740956,0.4155108523028057
641,rs4801131-<b>T</b>,1e-10,schizophrenia,LINC01929,18:55085469,0.39352204681546
542,rs11663602-<b>?</b>,1e-10,schizophrenia,KCNG2,18:79818191,-1.0
542,rs11663602-<b>?</b>,1e-10,schizophrenia,CTDP1,18:79818191,-1.0
2398,rs143363269-<b>T</b>,1e-10,schizophrenia,MOG,6:29660317,-1.0
657,rs4936216-<b>T</b>,1e-10,schizophrenia,IGSF9B,11:133983113,0.19608258337744838
657,rs4936216-<b>T</b>,1e-10,schizophrenia,LINC02730,11:133983113,0.19608258337744838
798,rs2767713-<b>C</b>,1e-10,schizophrenia,DDX10P2,9:82184622,0.2727764602951673
377,rs7499362-<b>?</b>,1e-10,schizophrenia,UNKNOWN,16:13655059,-1.0
832,rs3617-<b>C</b>,1e-10,schizophrenia,ITIH3,3:52799789,0.5257426498247297
2162,rs704373-<b>?</b>,1e-10,schizophrenia,ATXN7,3:63881679,-1.0
831,rs760648-<b>A</b>,1e-10,schizophrenia,TCF20,22:42175022,0.4062258100187991
1848,rs16887244-<b>?</b>,1e-10,schizophrenia,LSM1,8:38173827,-1.0
1859,rs17691888-<b>G</b>,1e-10,schizophrenia,CACNB2,10:18445599,0.9221311475409836
2505,rs12532143-<b>?</b>,1e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
2522,rs10791097-<b>?</b>,1e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
1092,rs111294930-<b>A</b>,1e-10,schizophrenia,LINC01470,5:152797561,0.7604552673372155
2010,rs140505938-<b>?</b>,1e-10,schizophrenia,OTUD7B,1:150059494,-1.0
2010,rs140505938-<b>?</b>,1e-10,schizophrenia,VPS45,1:150059494,-1.0
766,rs77502336-<b>C</b>,1e-10,schizophrenia,GRAMD1B,11:123523928,0.2893619337979094
1473,rs7405404-<b>T</b>,1e-10,schizophrenia,UNKNOWN,Mapping not available,0.2333971184151283
288,rs3798869-<b>?</b>,1e-10,schizophrenia,SNAP91,6:83618941,-1.0
531,rs58146172-<b>?</b>,1e-10,schizophrenia,SMG6,17:2210774,-1.0
1996,rs145501595-<b>?</b>,1e-10,schizophrenia,OR11A1,6:29445191,-1.0
793,rs16880831-<b>G</b>,2e-10,schizophrenia,STAU2,8:110549276,0.2191911044535346
90,rs5757730-<b>G</b>,2e-10,schizophrenia,CACNA1I,22:39571425,0.539227104287983
703,rs6449528-<b>A</b>,2e-10,schizophrenia,ZSWIM6,5:61346520,0.5488393830814768
1836,rs3131296-<b>G</b>,2e-10,schizophrenia,NOTCH4,6:32205216,-1.0
74,rs999494-<b>C</b>,2e-10,schizophrenia,EMX1,2:72930266,0.790539385999886
601,rs13164092-<b>G</b>,2e-10,schizophrenia,ETF1,5:138505171,0.48935944944415033
601,rs13164092-<b>G</b>,2e-10,schizophrenia,RPL7P19,5:138505171,0.48935944944415033
775,rs35978510-<b>C</b>,2e-10,schizophrenia,AKT3,1:243612815,0.5733494985120687
1693,rs4766428-<b>T</b>,2e-10,schizophrenia,ATP2A2,12:110285440,0.4106252775995657
86,rs3825845-<b>C</b>,2e-10,schizophrenia,CHRNA3,15:78617916,0.7583307136120717
1943,rs4906364-<b>?</b>,2e-10,schizophrenia,PPP1R13B,14:103748005,-1.0
2001,rs111611027-<b>?</b>,2e-10,schizophrenia,MAD1L1,7:2105994,-1.0
466,rs4479913-<b>?</b>,2e-10,schizophrenia,UNKNOWN,6:164654177,-1.0
462,rs4856763-<b>?</b>,2e-10,schizophrenia,UNKNOWN,3:162113887,-1.0
350,rs10861879-<b>?</b>,2e-10,schizophrenia,WSCD2,12:108215857,-1.0
2085,rs80256351-<b>?</b>,2e-10,schizophrenia,ACTG1P22,2:57844458,-1.0
2085,rs80256351-<b>?</b>,2e-10,schizophrenia,VRK2,2:57844458,-1.0
434,rs2801578-<b>?</b>,2e-10,schizophrenia,PDE4B,1:65866972,-1.0
1080,rs5937157-<b>G</b>,2e-10,schizophrenia,PJA1,X:69157283,0.2831657476483944
2163,rs2332700-<b>?</b>,2e-10,schizophrenia,RGS6,14:71950609,-1.0
2164,rs14403-<b>?</b>,2e-10,schizophrenia,AKT3,1:243500591,-1.0
2165,rs12009217-<b>?</b>,2e-10,schizophrenia,NLGN4X,X:6002841,-1.0
2166,rs42945-<b>?</b>,2e-10,schizophrenia,NDRG4,16:58511522,-1.0
2213,rs2053079-<b>?</b>,2e-10,schizophrenia,ZNF536,19:30496516,-1.0
2491,rs4788196-<b>?</b>,2e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
904,rs35324223-<b>G</b>,2e-10,schizophrenia,MDK,11:46381302,0.23958083353331733
1981,rs6868457-<b>?</b>,2e-10,schizophrenia,LINC02057,5:61254214,-1.0
903,rs7427564-<b>G</b>,2e-10,schizophrenia,STAG1,3:136555593,0.7338672416448483
528,rs2333321-<b>?</b>,2e-10,schizophrenia,GPM6A,4:175938841,-1.0
833,rs2414718-<b>A</b>,2e-10,schizophrenia,UNKNOWN,15:61570934,0.5632735700096776
527,rs13142920-<b>?</b>,2e-10,schizophrenia,GPM6A,4:175807463,-1.0
834,rs28437878-<b>C</b>,2e-10,schizophrenia,HYKK,15:78515530,0.7711699013336225
450,rs999494-<b>?</b>,3e-10,schizophrenia,EMX1,2:72930266,-1.0
290,rs59979824-<b>?</b>,3e-10,schizophrenia,UNKNOWN,2:192983614,-1.0
837,rs4271249-<b>T</b>,3e-10,schizophrenia,DPYD,1:97933063,0.5154437970243819
2489,rs7191999-<b>?</b>,3e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
1057,rs12903146-<b>A</b>,3e-10,schizophrenia,UNKNOWN,15:61562464,0.4798305982001059
442,rs11587347-<b>?</b>,3e-10,schizophrenia,UNKNOWN,1:239035659,-1.0
415,rs160593-<b>?</b>,3e-10,schizophrenia,LIN28B,6:105018457,-1.0
1788,rs1261117-<b>T</b>,3e-10,schizophrenia,TCF4,18:55282426,0.9423439501446439
1067,rs4523957-<b>T</b>,3e-10,schizophrenia,SRR,17:2305605,0.5930528433635126
1084,rs11210892-<b>A</b>,3e-10,schizophrenia,PTPRF,1:43634413,0.614248125246678
1084,rs11210892-<b>A</b>,3e-10,schizophrenia,KDM4A,1:43634413,0.614248125246678
1947,rs7185124-<b>?</b>,3e-10,schizophrenia,UNKNOWN,16:13656837,-1.0
175,rs78681500-<b>T</b>,3e-10,schizophrenia,SPATS2L,2:200322593,-1.0
486,rs7676765-<b>?</b>,3e-10,schizophrenia,SLC9B1,4:103016776,-1.0
2534,rs12474906-<b>?</b>,3e-10,schizophrenia,UNKNOWN,Mapping not available,-1.0
751,rs895526-<b>C</b>,3e-10,schizophrenia,SATB2,2:199297702,0.7892973156279003
559,rs7067170-<b>?</b>,3e-10,schizophrenia,PJA1,X:69162993,-1.0
629,rs10260040-<b>A</b>,3e-10,schizophrenia,IMMP2L,7:111281263,0.06037151702786378
2406,rs3145-<b>A</b>,4e-10,schizophrenia,SLTM,15:58919912,0.7234104046242774
2406,rs3145-<b>A</b>,4e-10,schizophrenia,RNF111,15:58919912,0.7234104046242774
2168,rs1191551-<b>?</b>,4e-10,schizophrenia,RNU11-5P,14:29531199,-1.0
2168,rs1191551-<b>?</b>,4e-10,schizophrenia,PRKD1,14:29531199,-1.0
2169,rs7499750-<b>?</b>,4e-10,schizophrenia,UNKNOWN,16:13655408,-1.0
1945,rs12902973-<b>?</b>,4e-10,schizophrenia,UBE2Q2P1,15:84562751,-1.0
1931,rs75059851-<b>?</b>,4e-10,schizophrenia,IGSF9B,11:133952674,-1.0
681,rs2319280-<b>A</b>,4e-10,schizophrenia,UNKNOWN,Mapping not available,0.13894251394251395
838,rs6918354-<b>T</b>,4e-10,schizophrenia,CARMIL1,6:25444386,0.7616297552188196
838,rs6918354-<b>T</b>,4e-10,schizophrenia,CMAHP,6:25444386,0.7616297552188196
1377,rs140505938-<b>C</b>,4e-10,schizophrenia,OTUD7B,1:150059494,0.86356416772554
1377,rs140505938-<b>C</b>,4e-10,schizophrenia,VPS45,1:150059494,0.86356416772554
1010,rs140505938-<b>T</b>,4e-10,schizophrenia,OTUD7B,1:150059494,0.13643583227445996
1010,rs140505938-<b>T</b>,4e-10,schizophrenia,VPS45,1:150059494,0.13643583227445996
1861,rs10789369-<b>A</b>,4e-10,schizophrenia,LINC01360,1:73359226,0.4376801418963861
2061,rs12668724-<b>?</b>,4e-10,schizophrenia,IMMP2L,7:111494001,-1.0
2034,rs62366215-<b>?</b>,4e-10,schizophrenia,LINC02057,5:61253693,-1.0
907,rs66492629-<b>A</b>,4e-10,schizophrenia,CNTN4,3:2496596,0.1433033350979354
1071,rs2905426-<b>G</b>,4e-10,schizophrenia,MAU2,19:19367213,0.37704182984278334
1071,rs2905426-<b>G</b>,4e-10,schizophrenia,GATAD2A,19:19367213,0.37704182984278334
2167,rs1339227-<b>?</b>,4e-10,schizophrenia,RIMS1,6:72445999,-1.0
392,rs148415900-<b>?</b>,4e-10,schizophrenia,MIR124-2HG,8:64405112,-1.0
453,rs2381760-<b>?</b>,4e-10,schizophrenia,UNKNOWN,2:145683104,-1.0
560,rs10204933-<b>G</b>,4e-10,schizophrenia,SPHKAP,2:228206898,0.16670195870831128
637,rs10883761-<b>A</b>,4e-10,schizophrenia,TRIM8,10:102660261,0.8997882477501323
637,rs10883761-<b>A</b>,4e-10,schizophrenia,ARL3,10:102660261,0.8997882477501323
644,rs6065094-<b>A</b>,4e-10,schizophrenia,UNKNOWN,Mapping not available,0.31565355066445183
407,rs2927176-<b>?</b>,4e-10,schizophrenia,LINC01470,5:153222354,-1.0
393,rs6994019-<b>?</b>,4e-10,schizophrenia,MMP16,8:88256314,-1.0
291,rs12691307-<b>?</b>,4e-10,schizophrenia,TMEM219,16:29928556,-1.0
291,rs12691307-<b>?</b>,4e-10,schizophrenia,KCTD13,16:29928556,-1.0
114,rs28735056-<b>G</b>,5e-10,schizophrenia,KCNG2,18:79862879,0.3583931048732253
363,rs2189806-<b>?</b>,5e-10,schizophrenia,PCNX1,14:70921681,-1.0
