"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11647445-<b>T</b>,"9 x 10-11",,NR,0.928,'-,[0.907-0.949],GRIN2A,"Bipolar disorder","bipolar disorder",'-,GCST011102,16:9833109
rs112114764-<b>T</b>,"3 x 10-8",,NR,0.937,'-,[0.916-0.959],HDAC5,"Bipolar disorder","bipolar disorder",'-,GCST011102,17:44123673
rs884303-<b>A</b>,"6 x 10-10",,NR,0.921,'-,[0.897-0.945],HLF,"Bipolar disorder","bipolar disorder",'-,GCST011102,17:55289939
rs11557713-<b>A</b>,"1 x 10-8",,NR,1.069,'-,[1.045-1.094],ZCCHC2,"Bipolar disorder","bipolar disorder",'-,GCST011102,18:62576643
rs111444407-<b>T</b>,"5 x 10-10",,NR,1.097,'-,[1.065-1.130],NCAN,"Bipolar disorder","bipolar disorder",'-,GCST011102,19:19247398
rs6130764-<b>T</b>,"6 x 10-9",,NR,1.067,'-,[1.044-1.091],"WFDC12, WFDC5","Bipolar disorder","bipolar disorder",'-,GCST011102,20:45121769
rs11887562-<b>A</b>,"2 x 10-8",,0.493,'-,"0.061676037 unit increase",[0.040-0.083],LINC01830,"Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,2:22400520
rs12136984-<b>T</b>,"5 x 10-9",,0.4662,'-,"0.063813604 unit decrease",[0.042-0.085],"RN7SKP19, LINC01360","Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,1:73260315
rs12563424-<b>T</b>,"1 x 10-8",,0.6421,'-,"0.06371661 unit decrease",[0.042-0.086],'-,"Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,"Mapping not available"
rs72692857-<b>T</b>,"4 x 10-10",,0.831,'-,"0.09163021 unit increase",[0.063-0.12],'-,"Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,"Mapping not available"
rs72769124-<b>A</b>,"2 x 10-8",,0.0964,'-,"0.10861333 unit increase",[0.071-0.147],'-,"Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,1:239046758
rs2339519-<b>A</b>,"2 x 10-9",,0.4732,'-,"0.06645702 unit increase",[0.045-0.088],LINC01830,"Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,2:22381268
rs12474906-<b>A</b>,"8 x 10-9",,0.7873,'-,"0.07945648 unit increase",[0.052-0.106],'-,"Bipolar disorder (MTAG)","bipolar disorder",'-,GCST012091,"Mapping not available"
rs472913-<b>C</b>,"2 x 10-7",,0.50,1.18,'-,[1.11-1.25],LINC01748,"Bipolar disorder","bipolar disorder",'-,GCST000387,1:60629886
rs6990255-<b>T</b>,"6 x 10-6",,0.95,1.33,'-,[1.18-1.51],"PPP1R3B, RPL10AP3","Bipolar disorder","bipolar disorder",'-,GCST000387,8:34269430
rs2905072-<b>A</b>,"6 x 10-6",,0.77,1.21,'-,[1.11-1.32],GFI1B,"Bipolar disorder","bipolar disorder",'-,GCST000387,9:132969648
rs1035050-<b>T</b>,"9 x 10-6",,0.40,1.17,'-,[1.09-1.25],"NGFR, LINC02075","Bipolar disorder","bipolar disorder",'-,GCST000387,17:49486650
rs7250872-<b>T</b>,"2 x 10-6",,0.69,1.21,'-,[1.12-1.31],ATP8B3,"Bipolar disorder","bipolar disorder",'-,GCST000387,19:1811604
rs6733011-<b>G</b>,"3 x 10-6",,0.46,1.17,'-,[1.10-1.25],CRACDL,"Bipolar disorder","bipolar disorder",'-,GCST000387,2:98849039
rs1042779-<b>A</b>,"2 x 10-7",,0.63,1.19,'-,[1.11-1.27],ITIH1,"Bipolar disorder","bipolar disorder",'-,GCST000387,3:52786995
rs7427021-<b>G</b>,"5 x 10-6",,0.56,1.16,'-,[1.09-1.24],'-,"Bipolar disorder","bipolar disorder",'-,GCST000387,3:164044176
rs17418283-<b>C</b>,"1 x 10-7",,0.28,1.21,'-,[1.13-1.30],MCTP1,"Bipolar disorder","bipolar disorder",'-,GCST000387,5:94818883
rs6494849-<b>A</b>,"7 x 10-6",,0.12,1.23,'-,[1.13-1.35],"RNU6-745P, TLE3","Bipolar disorder","bipolar disorder",'-,GCST000387,15:70188275
rs13409348-<b>G</b>,"3 x 10-6",,0.24,1.2,'-,[1.11-1.29],CTNNA2,"Bipolar disorder","bipolar disorder",'-,GCST000387,2:79312862
rs2537859-<b>T</b>,"4 x 10-6",,0.60,1.16,'-,[1.09-1.24],"KIT, LINC02260","Bipolar disorder","bipolar disorder",'-,GCST000387,4:54616651
rs2242663-<b>T</b>,"1 x 10-6",,0.25,1.2,'-,[1.11-1.29],CTSF,"Bipolar disorder","bipolar disorder",'-,GCST000387,11:66567837
rs4650608-<b>T</b>,"8 x 10-9",,NR,'-,'-,'-,'-,"Bipolar disorder","bipolar disorder",'-,GCST001358,1:78772330
rs2271893-<b>G</b>,"2 x 10-10",,NR,'-,'-,'-,LMAN2L,"Bipolar disorder","bipolar disorder",'-,GCST001358,2:96739703
rs7618915-<b>G</b>,"3 x 10-10",,NR,'-,'-,'-,TWF2,"Bipolar disorder","bipolar disorder",'-,GCST001358,3:52245578
rs9834970-<b>C</b>,"1 x 10-12",,NR,'-,'-,'-,"LINC02033, HSPD1P6","Bipolar disorder","bipolar disorder",'-,GCST001358,3:36814539
rs4948418-<b>T</b>,"4 x 10-10",,NR,'-,'-,'-,ANK3,"Bipolar disorder","bipolar disorder",'-,GCST001358,10:60425736
rs2314398-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,"CNNM4, LMAN2L","Bipolar disorder","bipolar disorder",'-,GCST006865,2:96747751
rs3821396-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,ZNF385D,"Bipolar disorder","bipolar disorder",'-,GCST006865,3:21664877
rs17082664-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,SYNE1,"Bipolar disorder","bipolar disorder",'-,GCST006865,6:152417619
rs7041940-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,GARNL3,"Bipolar disorder","bipolar disorder",'-,GCST006865,9:127347467
rs109944336-<b>?</b>,"9 x 10-9",,NR,'-,'-,'-,ANK3,"Bipolar disorder","bipolar disorder",'-,GCST006865,10:60420054
rs1938526-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,ANK3,"Bipolar disorder","bipolar disorder",'-,GCST006865,10:60540625
rs12290811-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,TENM4,"Bipolar disorder","bipolar disorder",'-,GCST006865,11:79372576
rs544368-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,SIAE,"Bipolar disorder","bipolar disorder",'-,GCST006865,11:124668099
rs1006737-<b>?</b>,"7 x 10-8",,NR,'-,'-,'-,CACNA1C,"Bipolar disorder","bipolar disorder",'-,GCST006865,12:2236129
rs12436436-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,LINC00596,"Bipolar disorder","bipolar disorder",'-,GCST006865,14:23912306
rs12899449-<b>?</b>,"4 x 10-7",,NR,'-,'-,'-,LINC02694,"Bipolar disorder","bipolar disorder",'-,GCST006865,15:38703290
rs722667-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,"SEPTIN7P14, PDE5A","Bipolar disorder","bipolar disorder",'-,GCST006865,4:119514966
rs216345-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,UBE2R2-AS1,"Bipolar disorder","bipolar disorder",'-,GCST006865,9:33799372
rs2278702-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,"LINC00927, ARNT2","Bipolar disorder","bipolar disorder",'-,GCST006865,15:80402580
rs1419103-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,LINC01307,"Bipolar disorder","bipolar disorder",'-,GCST006865,1:101475100
rs1601875-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,SUMF1,"Bipolar disorder","bipolar disorder",'-,GCST006865,3:3617156
rs307660-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,UBAP2,"Bipolar disorder","bipolar disorder",'-,GCST006865,9:33942932
rs7042161-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,SVEP1,"Bipolar disorder","bipolar disorder",'-,GCST006865,9:110434983
rs16966460-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,SPRED1,"Bipolar disorder","bipolar disorder",'-,GCST006865,15:38219782
rs703965-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,ZMIZ1,"Bipolar disorder","bipolar disorder",'-,GCST006865,10:79195310
rs7226677-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,"COLEC12, THOC1-DT","Bipolar disorder","bipolar disorder",'-,GCST006865,18:278796
rs17746001-<b>T</b>,"3 x 10-7",,NR,2.03,'-,[NR],'-,"Bipolar disorder","bipolar disorder",'-,GCST001569,4:179734472
rs17040430-<b>T</b>,"9 x 10-7",,NR,1.89,'-,[NR],"CMKLR1, LINC01498","Bipolar disorder","bipolar disorder",'-,GCST001569,12:108349043
rs271738-<b>A</b>,"5 x 10-6",,NR,1.32,'-,[NR],"LINC01354, TARBP1","Bipolar disorder","bipolar disorder",'-,GCST001569,1:234527144
rs289585-<b>?</b>,"5 x 10-6",,NR,1.45,'-,[NR],DLC1,"Bipolar disorder","bipolar disorder",'-,GCST001569,8:13403027
rs1039002-<b>?</b>,"2 x 10-8","(Latent Class 1)",NR,'-,'-,'-,PDE10A,"Bipolar disorder","bipolar disorder",'-,GCST001359,6:165741969
rs12563333-<b>?</b>,"6 x 10-8","(Latent Class 1)",NR,'-,'-,'-,"LINC02779, PRELID3BP1","Bipolar disorder","bipolar disorder",'-,GCST001359,1:220484892
rs2727943-<b>?</b>,"3 x 10-8","(Latent Class 2)",NR,'-,'-,'-,RPL21P17,"Bipolar disorder","bipolar disorder",'-,GCST001359,3:1856289
rs12290811-<b>A</b>,"4 x 10-6",,0.15,1.2,'-,[NR],TENM4,"Bipolar disorder","bipolar disorder",'-,GCST000220,11:79372576
rs10994336-<b>T</b>,"9 x 10-9",,0.05,1.45,'-,[NR],ANK3,"Bipolar disorder","bipolar disorder",'-,GCST000220,10:60420054
rs2314398-<b>?</b>,"3 x 10-6",,0.69,1.17,'-,[NR],"CNNM4, LMAN2L","Bipolar disorder","bipolar disorder",'-,GCST000220,2:96747751
rs11720452-<b>?</b>,"5 x 10-6",,0.58,1.15,'-,[NR],SGO1-AS1,"Bipolar disorder","bipolar disorder",'-,GCST000220,3:21207150
rs12899449-<b>?</b>,"4 x 10-7",,0.72,1.2,'-,[NR],LINC02694,"Bipolar disorder","bipolar disorder",'-,GCST000220,15:38703290
rs8015959-<b>T</b>,"5 x 10-6",,0.02,1.59,'-,[NR],NPAS3,"Bipolar disorder","bipolar disorder",'-,GCST000220,14:33011716
rs1601875-<b>?</b>,"7 x 10-6",,0.50,1.14,'-,[NR],SUMF1,"Bipolar disorder","bipolar disorder",'-,GCST000220,3:3617156
rs4130590-<b>?</b>,"3 x 10-6",,0.56,1.16,'-,[NR],GARNL3,"Bipolar disorder","bipolar disorder",'-,GCST000220,9:127345685
rs16966460-<b>G</b>,"4 x 10-6",,0.10,1.26,'-,[NR],SPRED1,"Bipolar disorder","bipolar disorder",'-,GCST000220,15:38219782
rs12436436-<b>C</b>,"5 x 10-6",,0.08,1.3,'-,[NR],LINC00596,"Bipolar disorder","bipolar disorder",'-,GCST000220,14:23912306
rs4380451-<b>?</b>,"4 x 10-6",,0.73,1.18,'-,[NR],CMTM8,"Bipolar disorder","bipolar disorder",'-,GCST000220,3:32288005
rs216345-<b>T</b>,"4 x 10-6",,0.37,1.15,'-,[NR],UBE2R2-AS1,"Bipolar disorder","bipolar disorder",'-,GCST000220,9:33799372
rs3821396-<b>A</b>,"5 x 10-6",,0.11,1.23,'-,[NR],ZNF385D,"Bipolar disorder","bipolar disorder",'-,GCST000220,3:21664877
rs1948368-<b>?</b>,"6 x 10-6",,0.51,1.15,'-,[NR],LINC01307,"Bipolar disorder","bipolar disorder",'-,GCST000220,1:101472921
rs544368-<b>T</b>,"6 x 10-6",,0.12,1.22,'-,[NR],SIAE,"Bipolar disorder","bipolar disorder",'-,GCST000220,11:124668099
rs2278702-<b>?</b>,"6 x 10-6",,0.83,1.21,'-,[NR],"LINC00927, ARNT2","Bipolar disorder","bipolar disorder",'-,GCST000220,15:80402580
rs7226677-<b>G</b>,"7 x 10-6",,0.12,1.24,'-,[NR],"COLEC12, THOC1-DT","Bipolar disorder","bipolar disorder",'-,GCST000220,18:278796
rs703965-<b>?</b>,"8 x 10-6",,0.54,1.15,'-,[NR],ZMIZ1,"Bipolar disorder","bipolar disorder",'-,GCST000220,10:79195310
rs1006737-<b>A</b>,"7 x 10-8",,0.32,1.18,'-,[NR],CACNA1C,"Bipolar disorder","bipolar disorder",'-,GCST000220,12:2236129
rs17082664-<b>G</b>,"4 x 10-6",,0.13,1.22,'-,[NR],SYNE1,"Bipolar disorder","bipolar disorder",'-,GCST000220,6:152417619
rs7042161-<b>?</b>,"6 x 10-6",,0.65,1.15,'-,[NR],SVEP1,"Bipolar disorder","bipolar disorder",'-,GCST000220,9:110434983
rs1012053-<b>A</b>,"2 x 10-8",,0.84,1.59,'-,[1.35-1.87],DGKH,"Bipolar disorder","bipolar disorder",'-,GCST000033,13:42079301
rs6458307-<b>?</b>,"4 x 10-6",,0.69,1.19,'-,[1.04-1.33],BICRAL,"Bipolar disorder","bipolar disorder",'-,GCST000044,6:42763377
rs683395-<b>G</b>,"5 x 10-6",,0.08,1.47,'-,[1.26-1.71],LAMP3,"Bipolar disorder","bipolar disorder",'-,GCST000044,3:183152030
rs2953145-<b>C</b>,"7 x 10-6",,0.23,1.84,'-,[1.31-2.58],RNPEPL1,"Bipolar disorder","bipolar disorder",'-,GCST000044,2:240576179
rs10134944-<b>T</b>,"7 x 10-6",,0.09,1.45,'-,[1.24-1.68],SLC35F4,"Bipolar disorder","bipolar disorder",'-,GCST000044,14:57652478
rs11622475-<b>C</b>,"8 x 10-6",,0.70,1.13,'-,[0.89-1.44],TDRD9,"Bipolar disorder","bipolar disorder",'-,GCST000044,14:104042739
rs3761218-<b>C</b>,"7 x 10-6",,0.64,1.03,'-,[1.15-1.23],CDC25B,"Bipolar disorder","bipolar disorder",'-,GCST000044,20:3795528
rs420259-<b>A</b>,"6 x 10-8",,0.72,2.08,'-,[1.60-2.71],PALB2,"Bipolar disorder","bipolar disorder",'-,GCST000044,16:23622705
rs1064395-<b>A</b>,"2 x 10-9",,0.16,1.17,'-,[NR],NCAN,"Bipolar disorder","bipolar disorder",'-,GCST000985,19:19250926
rs2111504-<b>T</b>,"2 x 10-6",(AA),0.23,1.74,'-,[NR],DPY19L3,"Bipolar disorder","bipolar disorder",'-,GCST000417,19:32426549
rs9378249-<b>?</b>,"1 x 10-8",(addtive),NR,'-,'-,'-,"DHFRP2, HLA-B","Bipolar disorder","bipolar disorder",'-,GCST000961,6:31359924
rs12938916-<b>?</b>,"5 x 10-7",(dominant),NR,'-,'-,'-,"RN7SKP94, CCDC182","Bipolar disorder","bipolar disorder",'-,GCST000961,17:57788926
rs420259-<b>?</b>,"9 x 10-9",(recessive),NR,'-,'-,'-,PALB2,"Bipolar disorder","bipolar disorder",'-,GCST000961,16:23622705
rs3761218-<b>?</b>,"1 x 10-6",(dominant),NR,'-,'-,'-,CDC25B,"Bipolar disorder","bipolar disorder",'-,GCST000961,20:3795528
rs2989476-<b>?</b>,"2 x 10-6",(dominant),NR,'-,'-,'-,LINC01748,"Bipolar disorder","bipolar disorder",'-,GCST000961,1:60593587
rs4027132-<b>?</b>,"3 x 10-6",(recessive),NR,'-,'-,'-,MIR3681HG,"Bipolar disorder","bipolar disorder",'-,GCST000961,2:11897366
rs7570682-<b>?</b>,"3 x 10-6",(addtive),NR,'-,'-,'-,"TCF23, AHCYP3","Bipolar disorder","bipolar disorder",'-,GCST000961,2:104366809
rs1375144-<b>?</b>,"2 x 10-6",(addtive),NR,'-,'-,'-,DPP10,"Bipolar disorder","bipolar disorder",'-,GCST000961,2:115483610
rs2953174-<b>?</b>,"6 x 10-6",(addtive),NR,'-,'-,'-,CAPN10-DT,"Bipolar disorder","bipolar disorder",'-,GCST000961,2:240582850
rs4627791-<b>?</b>,"2 x 10-6",(addtive),NR,'-,'-,'-,CMTM8,"Bipolar disorder","bipolar disorder",'-,GCST000961,3:32306332
rs514636-<b>?</b>,"7 x 10-7",(dominant),NR,'-,'-,'-,LAMP3,"Bipolar disorder","bipolar disorder",'-,GCST000961,3:183152648
rs6844851-<b>?</b>,"9 x 10-7",(dominant),NR,'-,'-,'-,'-,"Bipolar disorder","bipolar disorder",'-,GCST000961,4:179766847
rs2286492-<b>?</b>,"8 x 10-6",(recessive),NR,'-,'-,'-,FAM126A,"Bipolar disorder","bipolar disorder",'-,GCST000961,7:22945391
rs2609653-<b>?</b>,"7 x 10-6",(addtive),NR,'-,'-,'-,RPL10AP3,"Bipolar disorder","bipolar disorder",'-,GCST000961,8:34379474
rs4739466-<b>?</b>,"4 x 10-6",(recessive),NR,'-,'-,'-,SMARCE1P4,"Bipolar disorder","bipolar disorder",'-,GCST000961,8:37084024
rs914715-<b>?</b>,"1 x 10-6",(dominant),NR,'-,'-,'-,TLE4,"Bipolar disorder","bipolar disorder",'-,GCST000961,9:79695983
rs10982256-<b>?</b>,"9 x 10-6",(addtive),NR,'-,'-,'-,WHRN,"Bipolar disorder","bipolar disorder",'-,GCST000961,9:114498554
rs17600642-<b>?</b>,"5 x 10-6",(addtive),NR,'-,'-,'-,ADAMTS14,"Bipolar disorder","bipolar disorder",'-,GCST000961,10:70703238
rs1568889-<b>?</b>,"2 x 10-6",(recessive),NR,'-,'-,'-,"HSP90AA2P, KIF18A","Bipolar disorder","bipolar disorder",'-,GCST000961,11:27987916
rs10134944-<b>?</b>,"1 x 10-6",(dominant),NR,'-,'-,'-,SLC35F4,"Bipolar disorder","bipolar disorder",'-,GCST000961,14:57652478
rs6574988-<b>?</b>,"4 x 10-6",(dominant),NR,'-,'-,'-,LINC01146,"Bipolar disorder","bipolar disorder",'-,GCST000961,14:88093648
rs11622475-<b>?</b>,"2 x 10-6",(addtive),NR,'-,'-,'-,TDRD9,"Bipolar disorder","bipolar disorder",'-,GCST000961,14:104042739
rs1344484-<b>?</b>,"2 x 10-6",(addtive),NR,'-,'-,'-,PHBP21,"Bipolar disorder","bipolar disorder",'-,GCST000961,16:52878387
rs7247513-<b>?</b>,"2 x 10-6",(addtive),NR,'-,'-,'-,ZNF490,"Bipolar disorder","bipolar disorder",'-,GCST000961,19:12580371
rs2989476-<b>C</b>,"3 x 10-6",,NR,1.16,'-,[NR],LINC01748,"Bipolar disorder","bipolar disorder",'-,GCST001135,1:60593587
rs12618769-<b>T</b>,"1 x 10-6",,NR,1.25,'-,[NR],MGAT4A,"Bipolar disorder","bipolar disorder",'-,GCST001135,2:98623468
rs7747960-<b>A</b>,"9 x 10-6",,NR,1.23,'-,[NR],SYNE1,"Bipolar disorder","bipolar disorder",'-,GCST001135,6:152470339
rs4770394-<b>A</b>,"9 x 10-6",,NR,1.59,'-,[NR],HMGA1P6,"Bipolar disorder","bipolar disorder",'-,GCST001135,13:23118839
rs17197037-<b>A</b>,"2 x 10-6",,NR,1.17,'-,[NR],HNRNPC,"Bipolar disorder","bipolar disorder",'-,GCST001135,14:21257495
rs1038094-<b>G</b>,"9 x 10-6",,NR,1.27,'-,[NR],"INSYN1, CD276","Bipolar disorder","bipolar disorder",'-,GCST001135,15:73720096
rs8099939-<b>T</b>,"2 x 10-6",,0.39,1.95,'-,[1.43-2.67],GRIK5,"Bipolar disorder","bipolar disorder",'-,GCST001164,19:42016956
rs6122972-<b>A</b>,"3 x 10-6",,0.82,2.02,'-,[1.46-2.80],"PARD6B, BCAS4","Bipolar disorder","bipolar disorder",'-,GCST001164,20:50758705
rs2289700-<b>A</b>,"9 x 10-6",,0.07,2.13,'-,[1.53-2.95],CTSH,"Bipolar disorder","bipolar disorder",'-,GCST001164,15:78932341
rs2070615-<b>G</b>,"1 x 10-6",,NR,1.1,'-,[NR],CACNB3,"Bipolar disorder","bipolar disorder",'-,GCST001241,12:48824388
rs12576775-<b>G</b>,"4 x 10-8",,NR,1.14,'-,[NR],'-,"Bipolar disorder","bipolar disorder",'-,GCST001241,"Mapping not available"
rs3845817-<b>T</b>,"2 x 10-6",,NR,1.1,'-,[NR],"RPS15AP15, RN7SL635P","Bipolar disorder","bipolar disorder",'-,GCST001241,2:65531391
rs2176528-<b>C</b>,"4 x 10-6",,NR,1.12,'-,[NR],'-,"Bipolar disorder","bipolar disorder",'-,GCST001241,2:194007459
rs4660531-<b>T</b>,"3 x 10-6",,NR,1.1,'-,[NR],FOXO6,"Bipolar disorder","bipolar disorder",'-,GCST001241,1:41374150
rs2287921-<b>C</b>,"3 x 10-6",,NR,1.1,'-,[NR],RASIP1,"Bipolar disorder","bipolar disorder",'-,GCST001241,19:48725015
rs7827290-<b>G</b>,"9 x 10-6",,NR,1.1,'-,[NR],SLC45A4,"Bipolar disorder","bipolar disorder",'-,GCST001241,8:141290216
rs12730292-<b>C</b>,"5 x 10-6",,NR,1.1,'-,[NR],'-,"Bipolar disorder","bipolar disorder",'-,GCST001241,1:78789077
rs6746896-<b>A</b>,"2 x 10-6",,NR,1.1,'-,[NR],'-,"Bipolar disorder","bipolar disorder",'-,GCST001241,"Mapping not available"
rs10994397-<b>T</b>,"3 x 10-7",,NR,1.22,'-,[NR],ANK3,"Bipolar disorder","bipolar disorder",'-,GCST001241,10:60519366
rs4765913-<b>A</b>,"2 x 10-8",,NR,1.14,'-,[NR],CACNA1C,"Bipolar disorder","bipolar disorder",'-,GCST001241,12:2310730
rs10896135-<b>G</b>,"2 x 10-7",,NR,1.12,'-,[NR],C11orf80,"Bipolar disorder","bipolar disorder",'-,GCST001241,11:66783531
rs7578035-<b>G</b>,"3 x 10-6",,NR,1.09,'-,[NR],LINC02611,"Bipolar disorder","bipolar disorder",'-,GCST001241,2:98766429
rs9371601-<b>T</b>,"7 x 10-7",,NR,1.1,'-,[NR],SYNE1,"Bipolar disorder","bipolar disorder",'-,GCST001241,6:152469438
rs736408-<b>C</b>,"2 x 10-6",,NR,1.1,'-,[NR],ITIH3,"Bipolar disorder","bipolar disorder",'-,GCST001241,3:52801338
rs12912251-<b>G</b>,"3 x 10-6",,NR,1.1,'-,[NR],LINC02694,"Bipolar disorder","bipolar disorder",'-,GCST001241,15:38694167
rs4332037-<b>T</b>,"7 x 10-6",,NR,1.11,'-,[NR],MAD1L1,"Bipolar disorder","bipolar disorder",'-,GCST001241,7:1911173
rs6550435-<b>G</b>,"9 x 10-6",,NR,1.09,'-,[NR],"TRANK1, LINC02033","Bipolar disorder","bipolar disorder",'-,GCST001241,3:36822998
rs1171113-<b>C</b>,"1 x 10-7",,NR,1.23,'-,[NR],PRSS35,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,6:83516876
rs11710433-<b>?</b>,"1 x 10-6",,NR,1.23,'-,[NR],'-,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,3:5663365
rs9834970-<b>?</b>,"1 x 10-7",,NR,1.22,'-,[NR],"LINC02033, HSPD1P6","Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,3:36814539
rs2333194-<b>?</b>,"7 x 10-7",,NR,1.2,'-,[NR],NUMB,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,14:73300506
rs4450798-<b>T</b>,"2 x 10-6",,NR,1.26,'-,[NR],LINC00620,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,3:13695501
rs11773966-<b>A</b>,"2 x 10-6",,NR,2.17,'-,[NR],ATP6V1H,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,8:53642640
rs10865974-<b>?</b>,"2 x 10-6",,NR,1.19,'-,[NR],"PBRM1, GNL3","Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,3:52684264
rs3744728-<b>C</b>,"3 x 10-6",,NR,1.51,'-,[NR],"WSCD1, RNU6-1264P","Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,17:6190631
rs2860031-<b>?</b>,"3 x 10-6",,NR,1.22,'-,[NR],LINC01648,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,1:30052867
rs3934861-<b>?</b>,"4 x 10-6",,NR,1.25,'-,[NR],MYOM3,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,1:24105466
rs10255295-<b>G</b>,"5 x 10-6",,NR,1.31,'-,[NR],"RCC2P3, Y_RNA","Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,7:138174020
rs1775715-<b>G</b>,"5 x 10-6",,NR,1.18,'-,[NR],KIF5B,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,10:32020077
rs2962370-<b>G</b>,"5 x 10-6",,NR,1.19,'-,[NR],"BASP1-AS1, BASP1","Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,5:17215335
rs1680005-<b>A</b>,"7 x 10-6",,NR,1.18,'-,[NR],"PIM1, TMEM217","Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,6:37206969
rs12617721-<b>C</b>,"7 x 10-6",,NR,1.2,'-,[NR],INPP4A,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,2:98467429
rs1930961-<b>?</b>,"9 x 10-6",,NR,1.39,'-,[NR],CRYBB2P1,"Bipolar disorder with mood-incongruent psychosis","bipolar disorder",'-,GCST001715,22:25479298
rs17079247-<b>T</b>,"8 x 10-6","(IM vs. EM)",NR,1.75,'-,'-,LINC00375,"Bipolar disorder (mania)","bipolar disorder",'-,GCST001811,13:85091744
rs8040009-<b>C</b>,"6 x 10-6",,0.11,1.4,'-,[1.21-1.61],C15orf32,"Bipolar I disorder","bipolar disorder",'-,GCST000654,15:92501109
rs2709736-<b>G</b>,"5 x 10-7",,NR,1.44,'-,[1.25-1.66],"SP8, RPL23P8","Bipolar I disorder","bipolar disorder",'-,GCST000654,7:20822683
rs17099448-<b>?</b>,"3 x 10-6","(externalizing vs. non-externalizing)",'-,2.1584287,'-,[NR],"TPI1P1, ST6GALNAC3","Bipolar disorder","bipolar disorder",'-,GCST002809,1:76682734
rs17622252-<b>?</b>,"4 x 10-6","(externalizing vs. non-externalizing)",'-,1.658,'-,[NR],CDKAL1,"Bipolar disorder","bipolar disorder",'-,GCST002809,6:21331676
rs9359856-<b>?</b>,"5 x 10-6","(early-onset vs. non-externalizing)",'-,1.6417665,'-,[NR],"LYRM2, ANKRD6","Bipolar disorder","bipolar disorder",'-,GCST002809,6:89598266
rs4761053-<b>?</b>,"7 x 10-6","(early-onset vs. non-externalizing)",'-,1.525,'-,[NR],"LINC00508, LINC02441","Bipolar disorder","bipolar disorder",'-,GCST002809,12:128021656
rs2439202-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,'-,"Bipolar disorder","bipolar disorder",'-,GCST010646,2:193513924
rs9834970-<b>?</b>,"4 x 10-12",,'-,'-,'-,'-,"LINC02033, HSPD1P6","Bipolar disorder","bipolar disorder",'-,GCST010646,3:36814539
rs329319-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,JADE2,"Bipolar disorder","bipolar disorder",'-,GCST010646,5:134570919
rs72830427-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,"MXI1, SNRPGP12","Bipolar disorder","bipolar disorder",'-,GCST010646,10:110175792
rs10744560-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,"CACNA1C, CACNA1C-IT3","Bipolar disorder","bipolar disorder",'-,GCST010646,12:2277933
