"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs9503551-<b>A</b>,"4 x 10-6",(AA),'-,'-,"0.09 unit increase",[0.051-0.129],SLC22A23,"Nicotine dependence","nicotine dependence",'-,GCST004294,6:3340483
rs1760803-<b>A</b>,"4 x 10-6",(EA),'-,'-,"0.03 unit decrease",[0.01-0.05],"HAX1, RNU6-239P","Nicotine dependence","nicotine dependence",'-,GCST004294,1:154285418
rs56020557-<b>T</b>,"5 x 10-6",(EA),'-,'-,"0.05 unit increase",[0.03-0.07],GABBR1,"Nicotine dependence","nicotine dependence",'-,GCST004294,6:29596985
rs17198023-<b>A</b>,"5 x 10-6",(EA),'-,'-,"0.04 unit increase",[0.02-0.06],ADAMTSL1,"Nicotine dependence","nicotine dependence",'-,GCST004294,9:18194385
rs12680810-<b>A</b>,"1 x 10-6",,'-,'-,"0.03 unit increase",[0.01-0.05],'-,"Nicotine dependence","nicotine dependence",'-,GCST004294,8:77231908
rs12348139-<b>T</b>,"1 x 10-6",,'-,'-,"0.05 unit decrease",[0.03-0.07],GLIS3,"Nicotine dependence","nicotine dependence",'-,GCST004294,9:4232743
rs10759883-<b>T</b>,"1 x 10-6",,'-,'-,"0.02 unit decrease",[0.0004-0.0396],LINC00476,"Nicotine dependence","nicotine dependence",'-,GCST004294,9:95790481
rs62392942-<b>T</b>,"1 x 10-6",,'-,'-,"0.06 unit decrease",[0.04-0.08],"SUMO2P1, GABBR1","Nicotine dependence","nicotine dependence",'-,GCST004294,6:29634161
rs187632-<b>A</b>,"7 x 10-7",,0.4621,'-,"0.08813937 unit decrease",[0.05-0.12],'-,"Nicotine dependence","nicotine dependence",'-,GCST006302,5:5786589
rs374098-<b>T</b>,"7 x 10-6",,0.06049,'-,"0.1679786 unit increase",[0.09-0.24],"Metazoa_SRP, CDH10","Nicotine dependence","nicotine dependence",'-,GCST006302,5:24459734
rs78018149-<b>A</b>,"6 x 10-6",,0.053808,'-,"0.1796756 unit increase",[0.10-0.26],SLC25A48,"Nicotine dependence","nicotine dependence",'-,GCST006302,5:135785156
rs6461441-<b>C</b>,"9 x 10-7",,0.15607,'-,"0.1180899 unit decrease",[0.07-0.16],'-,"Nicotine dependence","nicotine dependence",'-,GCST006302,7:19526663
rs11779702-<b>G</b>,"8 x 10-6",,0.36742,'-,"0.0799917 unit decrease",[0.04-0.12],GFRA2,"Nicotine dependence","nicotine dependence",'-,GCST006302,8:21639886
rs5894994-<b>A</b>,"5 x 10-6",,0.34552,'-,"0.0818196 unit decrease",[0.05-0.12],CCDC26,"Nicotine dependence","nicotine dependence",'-,GCST006302,8:129445289
rs28714232-<b>T</b>,"8 x 10-6",,0.34728,'-,"0.08618749 unit increase",[0.05-0.12],DKFZP434A062,"Nicotine dependence","nicotine dependence",'-,GCST006302,9:136323035
rs61873668-<b>G</b>,"2 x 10-6",,0.16679,'-,"0.1112913 unit decrease",[0.07-0.16],CRTAC1,"Nicotine dependence","nicotine dependence",'-,GCST006302,10:98030641
rs144182682-<b>A</b>,"7 x 10-6",,0.49829,'-,"0.07826248 unit decrease",[0.04-0.11],"LINC02870, LINC01165","Nicotine dependence","nicotine dependence",'-,GCST006302,10:132474917
rs148586747-<b>A</b>,"7 x 10-7",,0.027409,'-,"0.2729256 unit decrease",[0.17-0.38],NELL1,"Nicotine dependence","nicotine dependence",'-,GCST006302,11:21450957
rs75012440-<b>A</b>,"5 x 10-6",,0.077808,'-,"0.1466377 unit increase",[0.08-0.21],KLF12,"Nicotine dependence","nicotine dependence",'-,GCST006302,13:74057103
rs188595723-<b>G</b>,"2 x 10-6",,0.01956,'-,"0.3098676 unit increase",[0.18-0.44],C14orf177,"Nicotine dependence","nicotine dependence",'-,GCST006302,14:98809200
rs72868658-<b>A</b>,"8 x 10-6",,0.10947,'-,"0.1237771 unit increase",[0.07-0.18],GNAL,"Nicotine dependence","nicotine dependence",'-,GCST006302,18:11838174
rs199563603-<b>T</b>,"5 x 10-6",,0.19379,'-,"0.1009577 unit increase",[0.06-0.14],AK2,"Nicotine dependence","nicotine dependence",'-,GCST006302,1:33075512
rs61109704-<b>C</b>,"4 x 10-6",,0.053041,'-,"0.1823332 unit decrease",[0.11-0.26],"CAMSAP2, DDX59-AS1","Nicotine dependence","nicotine dependence",'-,GCST006302,1:200703078
rs16892135-<b>G</b>,"3 x 10-6",,0.21778,'-,"0.0989546 unit increase",[0.06-0.14],CC2D2A,"Nicotine dependence","nicotine dependence",'-,GCST006302,4:15540574
rs61735963-<b>?</b>,"4 x 10-6",(AA),0.2268,1.319,'-,'-,DVL1,"Nicotine dependence","nicotine dependence",'-,GCST009957,1:1341803
rs2273500-<b>C</b>,"8 x 10-9",,0.15,'-,"0.058 unit increase",[NR],CHRNA4,"Nicotine dependence","nicotine dependence",'-,GCST003185,20:63355597
rs34684276-<b>A</b>,"4 x 10-17",,0.35,'-,"0.067 unit increase",[NR],HYKK,"Nicotine dependence","nicotine dependence",'-,GCST003185,15:78520813
rs55828312-<b>G</b>,"1 x 10-6",,0.22,'-,"0.034 unit decrease",[NR],CHRNB3,"Nicotine dependence","nicotine dependence",'-,GCST003185,8:42734459
rs910083-<b>C</b>,"4 x 10-8",,NR,'-,"0.032 unit increase",[0.021-0.043],DNMT3B,"Nicotine dependence","nicotine dependence",'-,GCST008496,20:32790884
rs6062901-<b>G</b>,"8 x 10-7",(EA),NR,'-,"0.043 unit increase",[0.026-0.06],CHRNA4,"Nicotine dependence","nicotine dependence",'-,GCST008496,20:63348909
rs6062901-<b>G</b>,"3 x 10-7",,NR,'-,"0.034 unit increase",[0.021-0.047],CHRNA4,"Nicotine dependence","nicotine dependence",'-,GCST008496,20:63348909
rs2273500-<b>C</b>,"2 x 10-6",(EA),NR,'-,"0.046 unit increase",[0.027-0.065],CHRNA4,"Nicotine dependence","nicotine dependence",'-,GCST008496,20:63355597
rs56116178-<b>G</b>,"5 x 10-7",(EA),NR,'-,"0.053 unit increase",[0.033-0.073],FAM163B,"Nicotine dependence","nicotine dependence",'-,GCST008496,9:133595102
rs56116178-<b>G</b>,"5 x 10-7",,NR,'-,"0.053 unit increase",[0.033-0.073],FAM163B,"Nicotine dependence","nicotine dependence",'-,GCST008496,9:133595102
rs1451240-<b>?</b>,"7 x 10-16",,NR,'-,'-,'-,CHRNB3,"Nicotine dependence","nicotine dependence",'-,GCST001490,8:42691568
rs2836823-<b>T</b>,"2 x 10-6",,0.40,1.46,'-,[1.23-1.73],LINC01700,"Nicotine dependence","nicotine dependence",'-,GCST000010,21:39008323
rs4142041-<b>G</b>,"6 x 10-6",,0.34,1.14,'-,[0.97-1.35],CTNNA3,"Nicotine dependence","nicotine dependence",'-,GCST000010,10:66881193
rs1051730-<b>T</b>,"6 x 10-20",,0.35,'-,"0.1 cigarettes per day increase",[0.08-0.12],CHRNA3,"Nicotine dependence","nicotine dependence",'-,GCST000171,15:78601997
rs144481999-<b>T</b>,"4 x 10-8",,NR,'-,"0.079 unit increase",[0.052-0.106],ARHGAP25,"Nicotine dependence","nicotine dependence",'-,GCST011754,2:68746800
rs2714674-<b>T</b>,"7 x 10-9",,NR,'-,"0.018 unit increase",[0.012-0.024],GNAI1,"Nicotine dependence","nicotine dependence",'-,GCST011754,7:79755934
rs4950-<b>A</b>,"2 x 10-9",,NR,'-,"0.022 unit increase",[0.015-0.029],CHRNB3,"Nicotine dependence","nicotine dependence",'-,GCST011754,8:42697490
rs56116178-<b>A</b>,"2 x 10-13",,NR,'-,"0.04 unit decrease",[0.029-0.051],FAM163B,"Nicotine dependence","nicotine dependence",'-,GCST011754,9:133595102
rs8034191-<b>T</b>,"1 x 10-70",,NR,'-,"0.06 unit decrease",[0.053-0.067],HYKK,"Nicotine dependence","nicotine dependence",'-,GCST011754,15:78513681
rs56113850-<b>T</b>,"4 x 10-16",,NR,'-,"0.031 unit decrease",[0.023-0.039],CYP2A6,"Nicotine dependence","nicotine dependence",'-,GCST011754,19:40847202
rs6011779-<b>T</b>,"4 x 10-16",,NR,'-,"0.031 unit decrease",[0.023-0.039],CHRNA4,"Nicotine dependence","nicotine dependence",'-,GCST011754,20:63352965
rs56372821-<b>G</b>,"9 x 10-12",,0.856,1.25,'-,[NR],GULOP,"Cannabis use disorder","cannabis dependence, substance abuse",'-,GCST008414,8:27578983
rs1372680-<b>A</b>,"3 x 10-6",,0.08583,1.482,'-,'-,"ADH1B, ADH7","Alcohol dependence","alcohol dependence",'-,GCST004756,4:99383388
rs1789924-<b>T</b>,"1 x 10-7",,0.387,1.314,'-,'-,"ADH7, ADH1B","Alcohol dependence","alcohol dependence",'-,GCST004756,4:99353129
rs1789891-<b>A</b>,"2 x 10-8",,0.1407,1.469,'-,'-,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST004756,4:99329262
rs1000579-<b>G</b>,"2 x 10-7",,0.3981,1.315,'-,'-,STX18-AS1,"Alcohol dependence","alcohol dependence",'-,GCST004756,4:4717767
rs6809441-<b>?</b>,"6 x 10-6",,0.6626,1.29,'-,'-,ULK4,"Alcohol dependence","alcohol dependence",'-,GCST004756,3:41453114
rs1437396-<b>T</b>,"2 x 10-6",(AA),0.112,1.56,'-,NR,"MTIF2, PRORSD1P","Alcohol dependence","alcohol dependence",'-,GCST004712,2:55278320
rs6810498-<b>A</b>,"2 x 10-6",(AA),0.265,1.44,'-,NR,LINC02357,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:26064749
rs10483282-<b>T</b>,"9 x 10-6",(AA),0.437,1.32,'-,NR,"RN7SKP205, BRD7P1","Alcohol dependence","alcohol dependence",'-,GCST004712,14:23784487
rs1229984-<b>C</b>,"1 x 10-31",(EA),0.971,6.5789475,'-,NR,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99318162
rs1437396-<b>T</b>,"6 x 10-6",(EA),0.235,1.25,'-,NR,"MTIF2, PRORSD1P","Alcohol dependence","alcohol dependence",'-,GCST004712,2:55278320
rs1437396-<b>T</b>,"1 x 10-10",,'-,'-,'-,'-,"MTIF2, PRORSD1P","Alcohol dependence","alcohol dependence",'-,GCST004712,2:55278320
rs59551326-<b>A</b>,"5 x 10-6",(AA),0.868,1.3495277,'-,NR,"RPL13AP7, LINC00158","Alcohol dependence","alcohol dependence",'-,GCST004712,21:25384656
rs4699741-<b>T</b>,"6 x 10-8",(EA),0.9437,1.5698587,'-,NR,"ADH7, ADH1B","Alcohol dependence","alcohol dependence",'-,GCST004712,4:99357540
rs2173201-<b>C</b>,"2 x 10-6",,0.773,1.2004802,'-,NR,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99329813
rs2066702-<b>G</b>,"4 x 10-11",(AA),0.813,1.3908206,'-,NR,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99307860
rs1789882-<b>G</b>,"2 x 10-9",(AA),0.769,1.303781,'-,NR,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99313896
rs1693457-<b>T</b>,"2 x 10-9",(AA),0.768,1.3020833,'-,NR,'-,"Alcohol dependence","alcohol dependence",'-,GCST004712,"Mapping not available"
rs904092-<b>G</b>,"5 x 10-9",(AA),0.763,1.3003901,'-,NR,"ADH1A, ADH1B","Alcohol dependence","alcohol dependence",'-,GCST004712,4:99293007
rs17028615-<b>A</b>,"6 x 10-8",(AA),0.792,1.3297873,'-,NR,ADH4,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99150767
rs2173201-<b>C</b>,"1 x 10-7",(AA),0.548,1.3297873,'-,NR,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99329813
rs1614972-<b>C</b>,"4 x 10-7",(AA),0.478,1.3297873,'-,NR,"ADH1B, ADH1C","Alcohol dependence","alcohol dependence",'-,GCST004712,4:99336998
rs12639833-<b>C</b>,"7 x 10-7",(AA),0.5409999999999999,1.3192612,'-,NR,"ADH1C, ADH1B","Alcohol dependence","alcohol dependence",'-,GCST004712,4:99346215
rs2241894-<b>T</b>,"8 x 10-7",(AA),0.542,1.3192612,'-,NR,"ADH1C, ADH1B","Alcohol dependence","alcohol dependence",'-,GCST004712,4:99344976
rs6822348-<b>T</b>,"3 x 10-6",(AA),0.17,1.34,'-,NR,ADH4,"Alcohol dependence","alcohol dependence",'-,GCST004712,4:99132743
rs2075633-<b>?</b>,"5 x 10-21",,NR,2.52,'-,[2.38-2.66],ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST008966,4:99317841
rs11066001-<b>?</b>,"7 x 10-12",,NR,4.76,'-,[4.47-5.05],BRAP,"Alcohol dependence","alcohol dependence",'-,GCST008966,12:111681367
rs3131513-<b>G</b>,"2 x 10-6",,0.401,'-,"0.353 unit decrease",[NR],"RUNX3, CLIC4","Alcohol dependence","alcohol dependence",'-,GCST002134,1:24866664
rs4440177-<b>A</b>,"6 x 10-6",,0.338,'-,"0.347 unit increase",[NR],MTHFD2P4,"Alcohol dependence","alcohol dependence",'-,GCST002134,4:162321901
rs804292-<b>G</b>,"2 x 10-6",,0.234,'-,"0.414 unit decrease",[NR],NEIL2,"Alcohol dependence","alcohol dependence",'-,GCST002134,8:11786406
rs1793257-<b>A</b>,"7 x 10-6",,0.037,'-,"0.83 unit increase",[NR],OPCML,"Alcohol dependence","alcohol dependence",'-,GCST002134,11:132714224
rs55768019-<b>G</b>,"8 x 10-7",,0.42,1.25,'-,[1.17-1.33],LINC02268,"Alcohol dependence","alcohol dependence",'-,GCST003121,4:174106365
rs2253612-<b>C</b>,"8 x 10-7",,0.09,1.4285715,'-,[1.29-1.57],"AOX3P, AOX3P-AOX2P","Alcohol dependence","alcohol dependence",'-,GCST003121,2:200703710
rs74745534-<b>T</b>,"1 x 10-6",,0.02,2.5,'-,[2.15-2.85],"RHAG, CYP2AC1P","Alcohol dependence","alcohol dependence",'-,GCST003121,6:49589080
rs181048070-<b>A</b>,"1 x 10-6",,0.02,2,'-,[1.73-2.27],LINC01793,"Alcohol dependence","alcohol dependence",'-,GCST003121,2:59316241
rs117557854-<b>A</b>,"2 x 10-6",,0.02,2.0833335,'-,[1.79-2.38],CNTN5,"Alcohol dependence","alcohol dependence",'-,GCST003121,11:100268439
rs75433892-<b>A</b>,"2 x 10-6",,0.01,3.7037036,'-,[3.17-4.23],GNAL,"Alcohol dependence","alcohol dependence",'-,GCST003121,18:11712923
rs2400954-<b>C</b>,"4 x 10-6",,0.37,1.2345679,'-,[1.16-1.31],PPFIA2,"Alcohol dependence","alcohol dependence",'-,GCST003121,12:81539202
rs79978308-<b>T</b>,"5 x 10-6",,0.03,1.7857143,'-,[1.55-2.02],B3GALT5,"Alcohol dependence","alcohol dependence",'-,GCST003121,21:39648618
rs7199896-<b>T</b>,"5 x 10-6",,0.06,1.5873016,'-,[1.41-1.76],GINS3,"Alcohol dependence","alcohol dependence",'-,GCST003121,16:58339080
rs10649162-<b>?</b>,"5 x 10-6",,NR,1.2658228,'-,[1.17-1.36],'-,"Alcohol dependence","alcohol dependence",'-,GCST003121,6:153299421
rs62191099-<b>A</b>,"5 x 10-6",,0.3,1.25,'-,[1.17-1.33],LINC01940,"Alcohol dependence","alcohol dependence",'-,GCST003121,2:238936057
rs12632235-<b>T</b>,"5 x 10-6",,0.01,2.173913,'-,[1.86-2.49],ABI3BP,"Alcohol dependence","alcohol dependence",'-,GCST003121,3:100817440
rs17620991-<b>C</b>,"6 x 10-6",,0.14,1.3333333,'-,[1.22-1.45],SUGCT,"Alcohol dependence","alcohol dependence",'-,GCST003121,7:40796922
rs57126985-<b>C</b>,"6 x 10-6",,0.03,1.754386,'-,[1.52-1.99],'-,"Alcohol dependence","alcohol dependence",'-,GCST003121,21:15217712
rs10741210-<b>G</b>,"9 x 10-6",,0.58,1.22,'-,[1.14-1.3],"LINC02646, GLRX3","Alcohol dependence","alcohol dependence",'-,GCST003121,10:130186048
rs11076221-<b>G</b>,"9 x 10-6",,0.94,1.57,'-,[1.37-1.77],C16orf97,"Alcohol dependence","alcohol dependence",'-,GCST003121,16:51927631
rs13340561-<b>G</b>,"9 x 10-6",,0.03,1.6949153,'-,[1.48-1.91],MSR1,"Alcohol dependence","alcohol dependence",'-,GCST003121,8:16201396
rs75562159-<b>A</b>,"9 x 10-6",,0.01,2.7027025,'-,[2.27-3.13],CAMTA1,"Alcohol dependence","alcohol dependence",'-,GCST003121,1:7444081
rs12388359-<b>T</b>,"4 x 10-6",,0.11,1.61,'-,[1.32-2.00],CLCN4,"Alcohol dependence","alcohol dependence",'-,GCST000432,X:10263651
rs7590720-<b>G</b>,"1 x 10-8",,0.29,1.35,'-,[1.22-1.49],"PECR, MREG","Alcohol dependence","alcohol dependence",'-,GCST000432,2:216033935
rs13160562-<b>G</b>,"7 x 10-6",,0.68,1.27,'-,[1.14-1.41],"ERAP1, CAST","Alcohol dependence","alcohol dependence",'-,GCST000432,5:96775667
rs1864982-<b>A</b>,"3 x 10-6",,0.13,1.36,'-,[1.20-1.55],PPP2R2B,"Alcohol dependence","alcohol dependence",'-,GCST000432,5:146941260
rs6902771-<b>C</b>,"8 x 10-6",,0.51,1.24,'-,[1.13-1.36],ESR1,"Alcohol dependence","alcohol dependence",'-,GCST000432,6:151836746
rs36563-<b>A</b>,"5 x 10-6",,0.15,1.33,'-,[1.18-1.50],"PCNX1, MAP3K9","Alcohol dependence","alcohol dependence",'-,GCST000432,14:70885931
rs195204-<b>T</b>,"9 x 10-6",,0.24,'-,"0.1 unit increase",[NR],"NGF-AS1, LINC01765","Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,1:115191470
rs2369955-<b>A</b>,"2 x 10-6",,0.16,'-,"0.136 unit decrease",[NR],TMEM108,"Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,3:132974744
rs1109501-<b>G</b>,"5 x 10-6",,0.24,'-,"0.1 unit increase",[NR],MUC7,"Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,4:70463773
rs10908907-<b>G</b>,"6 x 10-6",,0.25,'-,"0.099 unit increase",[NR],"GADD45G, UNQ6494","Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,9:89634669
rs9512637-<b>C</b>,"1 x 10-7",,0.32,'-,"0.105 unit decrease",[NR],"LINC01079, RNU6-70P","Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,13:27346474
rs1380131-<b>C</b>,"9 x 10-6",,0.07,'-,"0.147 unit increase",[NR],RPS3AP46,"Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,14:53606140
rs8040009-<b>T</b>,"3 x 10-7",,0.21,'-,"0.123 unit decrease",[NR],C15orf32,"Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,15:92501109
rs2827312-<b>G</b>,"8 x 10-6",,0.32,'-,"0.089 unit increase",[NR],RNU4-45P,"Alcoholism (heaviness of drinking)","alcohol dependence",'-,GCST001052,21:22259356
rs2154294-<b>G</b>,"3 x 10-6",,0.44,'-,"0.08 unit increase",[NR],'-,"Alcoholism (12-month weekly alcohol consumption)","alcohol dependence",'-,GCST001055,14:42186072
rs237238-<b>A</b>,"7 x 10-6",,0.07,'-,"0.156 unit increase",[NR],HIP1,"Alcoholism (12-month weekly alcohol consumption)","alcohol dependence",'-,GCST001055,7:75582098
rs6716455-<b>G</b>,"7 x 10-7",,0.13,'-,"0.123 unit increase",[NR],LINC01818,"Alcoholism (alcohol use disorder factor score)","alcohol dependence",'-,GCST001053,2:150269889
rs3930234-<b>C</b>,"8 x 10-6",,0.15,'-,"0.104 unit increase",[NR],"LINC02054, LINC01839","Alcoholism (alcohol use disorder factor score)","alcohol dependence",'-,GCST001053,3:184498342
rs2548145-<b>G</b>,"2 x 10-6",,0.47,'-,"0.081 unit decrease",[NR],KRT18P56,"Alcoholism (alcohol use disorder factor score)","alcohol dependence",'-,GCST001053,5:40134675
rs2140418-<b>C</b>,"4 x 10-6",,0.22,'-,"0.101 unit increase",[NR],ANKS1A,"Alcoholism (alcohol use disorder factor score)","alcohol dependence",'-,GCST001053,6:35007638
rs9556711-<b>G</b>,"2 x 10-6",,0.08,'-,"0.163 unit decrease",[NR],MBNL2,"Alcoholism (alcohol use disorder factor score)","alcohol dependence",'-,GCST001053,13:97364162
rs768048-<b>C</b>,"8 x 10-6",,0.12,'-,"0.11 unit increase",[NR],DCC,"Alcoholism (alcohol use disorder factor score)","alcohol dependence",'-,GCST001053,18:52759028
rs6716455-<b>G</b>,"9 x 10-6",,0.13,'-,"0.109 unit increase",[NR],LINC01818,"Alcoholism (alcohol dependence factor score)","alcohol dependence",'-,GCST001054,2:150269889
rs2140418-<b>C</b>,"4 x 10-6",,0.22,'-,"0.1 unit increase",[NR],ANKS1A,"Alcoholism (alcohol dependence factor score)","alcohol dependence",'-,GCST001054,6:35007638
rs10253361-<b>T</b>,"6 x 10-6",,0.38,'-,"0.076 unit decrease",[NR],'-,"Alcoholism (alcohol dependence factor score)","alcohol dependence",'-,GCST001054,7:121635175
rs9556711-<b>G</b>,"8 x 10-7",,0.08,'-,"0.167 unit decrease",[NR],MBNL2,"Alcoholism (alcohol dependence factor score)","alcohol dependence",'-,GCST001054,13:97364162
rs933769-<b>T</b>,"7 x 10-6",,0.19,'-,"0.097 unit decrease",[NR],LINC00924,"Alcoholism (alcohol dependence factor score)","alcohol dependence",'-,GCST001054,15:95509513
rs4293630-<b>A</b>,"7 x 10-6",,0.14,'-,"0.108 unit increase",[NR],"PSMA6P3, COL6A1","Alcoholism (alcohol dependence factor score)","alcohol dependence",'-,GCST001054,21:46025877
rs6777876-<b>G</b>,"4 x 10-7",(AA),0.086,'-,'-,'-,"RN7SL147P, MARK2P14","Alcohol dependence","alcohol dependence",'-,GCST000977,3:11915124
rs12020569-<b>C</b>,"5 x 10-6",(AA),0.103,'-,'-,'-,"RPS20P32, RPS21P8","Alcohol dependence","alcohol dependence",'-,GCST000977,13:27012736
rs3738443-<b>A</b>,"4 x 10-6",(AA),0.033,'-,'-,'-,"ZNF731P, ZNF124","Alcohol dependence","alcohol dependence",'-,GCST000977,1:247184887
rs4478858-<b>G</b>,"3 x 10-8",,NR,1.26,'-,'-,SERINC2,"Alcohol dependence","alcohol dependence",'-,GCST001874,1:31411078
rs6701037-<b>C</b>,"2 x 10-7",,0.46,'-,'-,'-,"KIAA0040, TNN","Alcohol dependence","alcohol dependence",'-,GCST001121,1:175150943
rs750338-<b>C</b>,"1 x 10-6",,0.22,'-,'-,'-,PKNOX2,"Alcohol dependence","alcohol dependence",'-,GCST001121,11:125302697
rs1344694-<b>?</b>,"5 x 10-6",,NR,1.27,'-,[1.15-1.41],"MREG, PECR","Alcohol dependence","alcohol dependence",'-,GCST001281,2:216028914
rs9825310-<b>?</b>,"8 x 10-6",,NR,1.25,'-,[1.14-1.38],"CMTM8, RPSAP11","Alcohol dependence","alcohol dependence",'-,GCST001281,3:32198627
rs1000579-<b>?</b>,"4 x 10-7",,NR,1.3,'-,[1.17-1.43],STX18-AS1,"Alcohol dependence","alcohol dependence",'-,GCST001281,4:4717767
rs4770403-<b>?</b>,"6 x 10-6",,NR,1.33,'-,[1.17-1.50],SGCG,"Alcohol dependence","alcohol dependence",'-,GCST001281,13:23180988
rs2810114-<b>?</b>,"4 x 10-6",,NR,1.29,'-,[1.16-1.44],PCNX1,"Alcohol dependence","alcohol dependence",'-,GCST001281,14:70928887
rs1789891-<b>?</b>,"1 x 10-8",,NR,1.46,'-,[1.28-1.67],ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST001281,4:99329262
rs8062326-<b>T</b>,"4 x 10-6",(BPALC),0.02,'-,'-,'-,"ITPRIPL2, SYT17","Alcohol dependence","alcohol dependence",'-,GCST001211,16:19144694
rs1318937-<b>?</b>,"3 x 10-6","(EA + AA)",NR,'-,'-,'-,"CAPN7, SH3BP5-AS1","Alcohol dependence","alcohol dependence",'-,GCST001254,3:15253857
rs9636231-<b>?</b>,"8 x 10-6","(EA + AA)",NR,'-,'-,'-,AHCYP4,"Alcohol dependence","alcohol dependence",'-,GCST001254,2:138914385
rs10893366-<b>?</b>,"8 x 10-6","(EA + AA)",NR,'-,'-,'-,PKNOX2,"Alcohol dependence","alcohol dependence",'-,GCST001254,11:125308507
rs237899-<b>?</b>,"2 x 10-6",,NR,1.69,'-,[1.36-2.10],"OXTR, CAV3","Depression and alcohol dependence","alcohol dependence",'-,GCST001313,3:8766829
rs5968205-<b>?</b>,"3 x 10-6",,NR,2.2,'-,[1.58-3.07],TERF1P4,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,X:83699482
rs3827730-<b>?</b>,"4 x 10-6",,NR,1.72,'-,[1.36-2.16],FAF1,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,1:50472176
rs8111589-<b>?</b>,"4 x 10-6",,NR,1.64,'-,[1.33-2.03],OPA3,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,19:45531300
rs5922838-<b>?</b>,"5 x 10-6",,NR,2.17,'-,[1.55-3.02],POMPP1,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,X:83616187
rs17750015-<b>?</b>,"8 x 10-6",,NR,1.68,'-,[1.34-2.11],WDR7,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,18:56730391
rs10090288-<b>?</b>,"8 x 10-6",,NR,2.55,'-,[1.69-3.84],MICU3,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,8:17072126
rs9805786-<b>?</b>,"7 x 10-6",,NR,1.65,'-,[1.33-2.05],SPATA13,"Depression and alcohol dependence","alcohol dependence",'-,GCST001313,13:24084217
rs1229984-<b>?</b>,"3 x 10-21",,NR,2.35,'-,[1.95-2.84],ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST001883,4:99318162
rs11933661-<b>?</b>,"4 x 10-6",,'-,'-,"0.538 unit decrease",'-,'-,"Alcohol dependence","alcohol dependence",'-,GCST002293,4:130091985
rs671-<b>?</b>,"5 x 10-8",,NR,'-,"0.88 unit increase",'-,ALDH2,"Alcohol dependence","alcohol dependence",'-,GCST002293,12:111803962
rs1229984-<b>?</b>,"5 x 10-9",,NR,'-,'-,'-,ADH1B,"Alcohol dependence","alcohol dependence",'-,GCST008284,4:99318162
rs34361428-<b>G</b>,"1 x 10-6","(model 1)",0.2,'-,"0.47 unit increase",[0.27-0.67],"ADH1B, ADH7","Alcohol dependence","alcohol dependence",'-,GCST011955,4:99391552
rs11950-<b>G</b>,"3 x 10-6","(model 1)",0.14,'-,"0.52 unit increase",[0.3-0.74],"TMEM14A, TRAM2-AS1","Alcohol dependence","alcohol dependence",'-,GCST011955,6:52668952
rs2294231-<b>T</b>,"6 x 10-6","(model 1)",0.58,'-,"0.33 unit decrease",[0.19-0.47],LINC02518,"Alcohol dependence","alcohol dependence",'-,GCST011955,6:113433202
rs11245976-<b>A</b>,"7 x 10-6","(model 1)",0.22,'-,"0.4 unit increase",[0.22-0.58],"MUC5AC, MUC2","Alcohol dependence","alcohol dependence",'-,GCST011955,11:1136660
rs1519302-<b>C</b>,"7 x 10-6","(model 2)",0.31,'-,"0.47 unit increase",[0.27-0.67],'-,"Alcohol dependence","alcohol dependence",'-,GCST011955,2:123207111
rs1442493-<b>G</b>,"7 x 10-6","(model 1)",0.85,'-,"0.42 unit decrease",[0.24-0.6],"ADH1B, ADH7","Alcohol dependence","alcohol dependence",'-,GCST011955,4:99400208
rs6693815-<b>T</b>,"9 x 10-6","(model 2)",0.24,'-,"0.53 unit increase",[0.43-0.63],"GSTM5, EPS8L3","Alcohol dependence","alcohol dependence",'-,GCST011955,1:109758638
