"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs116633139-<b>?</b>,"6 x 10-18",,'-,1.1627907,'-,[1.12-1.2],"MTCO3P1, HLA-DQB1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32700133
rs2007044-<b>?</b>,"6 x 10-14",,'-,1.0752687,'-,[1.05-1.1],CACNA1C,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,12:2235794
rs144660248-<b>?</b>,"6 x 10-13",,'-,1.1764705,'-,[1.12-1.23],HLA-DRB1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32583926
rs13218591-<b>T</b>,"6 x 10-13",,'-,1.08,'-,[1.06-1.10],BTN3A2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:26376604
rs114455101-<b>T</b>,"6 x 10-13",,'-,1.15,'-,[1.11-1.20],HLA-DRB9,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32465853
rs353547-<b>?</b>,"4 x 10-8",,'-,1.0526316,'-,[1.03-1.08],TWF2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,3:52234850
rs880446-<b>A</b>,"4 x 10-8",,'-,1.06,'-,[1.04-1.09],"PPDPF, EEF1A2","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,20:63501824
rs2115780-<b>A</b>,"4 x 10-8",,'-,1.06,'-,[1.04-1.08],RFT1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,3:53108964
rs114277634-<b>A</b>,"4 x 10-8",,'-,1.06,'-,[1.04-1.08],HCP5,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31474954
rs140849564-<b>A</b>,"4 x 10-8",,'-,1.07,'-,[1.05-1.10],HLA-DRB5,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32522830
rs76994193-<b>A</b>,"4 x 10-8",,'-,1.09,'-,[1.06-1.12],MEF2C-AS1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:89131520
rs114875775-<b>A</b>,"4 x 10-8",,'-,1.13,'-,[1.08-1.17],HLA-DRB5,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32521255
rs9348739-<b>?</b>,"5 x 10-17",,'-,1.1363636,'-,[1.1-1.16],GUSBP2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:26955320
rs116427960-<b>?</b>,"5 x 10-16",,'-,1.1363636,'-,[1.1-1.16],"LINC02571, HLA-B","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31351449
rs114963521-<b>?</b>,"5 x 10-15",,'-,1.1494253,'-,[1.11-1.19],HCG20,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30791080
rs140502984-<b>T</b>,"5 x 10-15",,'-,1.13,'-,[1.10-1.17],MICB-DT,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31481775
rs144911693-<b>?</b>,"5 x 10-14",,'-,1.0869565,'-,[1.06-1.11],"RPSAP2, LINC00533","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:28691630
rs145076523-<b>?</b>,"5 x 10-13",,'-,1.098901,'-,[1.06-1.12],"FKBPL, PRRT1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32147408
rs55661361-<b>?</b>,"5 x 10-13",,'-,1.0752687,'-,[1.05-1.1],NRGN,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,11:124744061
rs911186-<b>A</b>,"5 x 10-13",,'-,1.09,'-,[1.07-1.12],"MIR3143, RPL10P2","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:27182820
rs144304366-<b>T</b>,"5 x 10-13",,'-,1.11,'-,[1.08-1.15],"HLA-A, HLA-U","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:29936216
rs186229361-<b>T</b>,"5 x 10-12",,'-,1.15,'-,[1.11-1.20],HLA-DRB9,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32468178
rs114204022-<b>?</b>,"5 x 10-11",,'-,1.098901,'-,[1.06-1.12],"MICD, HCG9","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:29972902
rs115165987-<b>?</b>,"5 x 10-11",,'-,1.098901,'-,[1.06-1.12],"TSBP1-AS1, NOTCH4","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32239404
rs9636107-<b>?</b>,"5 x 10-11",,'-,1.0638298,'-,[1.04-1.09],'-,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,"Mapping not available"
rs41563-<b>A</b>,"5 x 10-11",,'-,1.07,'-,[1.05-1.09],SRPK2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,7:105212207
rs1498232-<b>T</b>,"5 x 10-10",,'-,1.07,'-,[1.05-1.09],LINC01648,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,1:29961104
rs8042374-<b>A</b>,"5 x 10-10",,'-,1.07,'-,[1.05-1.10],CHRNA3,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,15:78615690
rs142520578-<b>A</b>,"5 x 10-10",,'-,1.07,'-,[1.05-1.09],EHMT2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31894038
rs114771361-<b>A</b>,"5 x 10-10",,'-,1.07,'-,[1.05-1.10],MTCO3P1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32706552
rs8032315-<b>?</b>,"2 x 10-8",,'-,1.0638298,'-,[1.04-1.09],FURIN,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,15:90875067
rs7184114-<b>?</b>,"2 x 10-8",,'-,1.0638298,'-,[1.04-1.08],CNOT1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,16:58551465
rs115136442-<b>?</b>,"2 x 10-8",,'-,1.0638298,'-,[1.04-1.09],"RNU6-1133P, C6orf15","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31086734
rs2767713-<b>?</b>,"2 x 10-8",,'-,1.0638298,'-,[1.04-1.09],DDX10P2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,9:82184622
rs2828478-<b>A</b>,"2 x 10-8",,'-,1.06,'-,[1.04-1.08],'-,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,21:23732894
rs9879311-<b>T</b>,"2 x 10-8",,'-,1.06,'-,[1.04-1.08],ATP2B2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,3:10373659
rs114142645-<b>T</b>,"2 x 10-8",,'-,1.06,'-,[1.04-1.09],"HCG27, HLA-C","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31245806
rs111977918-<b>A</b>,"2 x 10-8",,'-,1.06,'-,[1.04-1.09],"HLA-C, HCG27","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31268274
rs7819570-<b>T</b>,"2 x 10-8",,'-,1.07,'-,[1.05-1.10],'-,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,8:88576397
rs12522290-<b>C</b>,"2 x 10-8",,'-,1.08,'-,[1.05-1.11],GRIA1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:153418096
rs112209031-<b>T</b>,"2 x 10-8",,'-,1.09,'-,[1.06-1.13],HLA-DRB5,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32524630
rs116137698-<b>A</b>,"3 x 10-26",,'-,1.22,'-,[1.17-1.26],"RPSAP2, LINC00533","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:28699892
rs9467711-<b>A</b>,"3 x 10-19",,'-,1.16,'-,[1.12-1.19],"BTN3A2, H3C9P","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:26332377
rs144762289-<b>?</b>,"3 x 10-17",,'-,1.1627907,'-,[1.12-1.2],"HCG27, HLA-C","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31229085
rs202906-<b>T</b>,"3 x 10-16",,'-,1.13,'-,[1.10-1.17],ZSCAN16-AS1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:28043874
rs13212562-<b>A</b>,"3 x 10-16",,'-,1.14,'-,[1.11-1.18],"VN1R10P, ZNF204P","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:27332531
rs114904464-<b>?</b>,"3 x 10-15",,'-,1.1363636,'-,[1.1-1.16],"ZDHHC20P2, FGFR3P1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31380300
rs145547914-<b>?</b>,"3 x 10-15",,'-,1.1235955,'-,[1.1-1.16],"TSBP1-AS1, NOTCH4","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32238466
rs78110044-<b>?</b>,"3 x 10-14",,'-,1.2195122,'-,[1.15-1.28],HLA-DRB6,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32559333
rs150680405-<b>?</b>,"3 x 10-14",,'-,1.1627907,'-,[1.11-1.2],"HCG27, HLA-C","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31255998
rs115687605-<b>?</b>,"3 x 10-13",,'-,1.1494253,'-,[1.1-1.19],"UBQLN1P1, MICC","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30397852
rs35324223-<b>?</b>,"3 x 10-13",,'-,1.098901,'-,[1.08-1.12],MDK,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,11:46381302
rs3617-<b>?</b>,"3 x 10-12",,'-,1.0752687,'-,[1.05-1.09],ITIH3,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,3:52799789
rs114274203-<b>T</b>,"3 x 10-12",,'-,1.08,'-,[1.06-1.10],LINC02571,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31300843
rs281768-<b>A</b>,"3 x 10-12",,'-,1.09,'-,[1.06-1.11],MAIP1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,2:199960517
rs115937317-<b>C</b>,"3 x 10-12",,'-,1.09,'-,[1.07-1.12],OR5V1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:29387425
rs144018888-<b>T</b>,"3 x 10-12",,'-,1.11,'-,[1.08-1.15],"HLA-V, IFITM4P","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:29783215
rs182908437-<b>?</b>,"3 x 10-11",,'-,1.1494253,'-,[1.1-1.2],"HLA-DRB5, RNU1-61P","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32542425
rs149721896-<b>?</b>,"3 x 10-11",,'-,1.1111112,'-,[1.08-1.14],"HLA-DRA, TSBP1-AS1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32410726
rs6434928-<b>?</b>,"3 x 10-11",,'-,1.0752687,'-,[1.05-1.09],"RNU6-1029P, SF3B1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,2:197439853
rs4713071-<b>A</b>,"3 x 10-11",,'-,1.09,'-,[1.07-1.12],"RPL10P2, PRSS16","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:27220140
rs11753207-<b>A</b>,"3 x 10-11",,'-,1.1,'-,[1.07-1.13],HLA-DRB1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32584671
rs191843781-<b>T</b>,"3 x 10-11",,'-,1.14,'-,[1.09-1.18],HLA-DRB5,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32525190
rs116182620-<b>A</b>,"3 x 10-11",,'-,1.19,'-,[1.13-1.25],"HLA-DRB5, HLA-DRB9","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32511744
rs114812317-<b>?</b>,"3 x 10-10",,'-,1.1363636,'-,[1.09-1.18],"HLA-DRB5, RNU1-61P","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32531497
rs9469174-<b>?</b>,"3 x 10-10",,'-,1.098901,'-,[1.06-1.12],HLA-DRB6,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32557141
rs7801375-<b>?</b>,"3 x 10-10",,'-,1.0869565,'-,[1.06-1.12],CAPZA1P4,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,7:131882504
rs114508985-<b>?</b>,"3 x 10-10",,'-,1.0752687,'-,[1.05-1.11],"HLA-DMB, HLA-Z","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32932241
rs6704768-<b>?</b>,"3 x 10-10",,'-,1.0638298,'-,[1.04-1.09],GIGYF2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,2:232727791
rs4580973-<b>A</b>,"3 x 10-10",,'-,1.06,'-,[1.04-1.09],SRPK2,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,7:105263212
rs147875011-<b>T</b>,"3 x 10-10",,'-,1.08,'-,[1.05-1.10],"HLA-DQB1, MTCO3P1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32668836
rs7893279-<b>T</b>,"3 x 10-10",,'-,1.1,'-,[1.07-1.14],'-,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,"Mapping not available"
rs56223946-<b>?</b>,"3 x 10-9",,'-,1.098901,'-,[1.06-1.14],"EPHX2, GULOP","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,8:27556469
rs2434529-<b>?</b>,"3 x 10-9",,'-,1.0752687,'-,[1.05-1.1],GALNT10,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:154260486
rs115641444-<b>C</b>,"3 x 10-9",,'-,1.1,'-,[1.06-1.13],"HLA-DRB9, HLA-DRB5","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32517285
rs149998036-<b>A</b>,"3 x 10-9",,'-,1.12,'-,[1.08-1.16],HLA-DRB9,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32470272
rs184123737-<b>T</b>,"3 x 10-9",,'-,1.13,'-,[1.08-1.17],"HLA-DRB6, HLA-DRB1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32569865
rs188190243-<b>?</b>,"3 x 10-8",,'-,1.1111112,'-,[1.08-1.15],"HLA-DRB9, HLA-DRB5","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32510807
rs41294271-<b>?</b>,"3 x 10-8",,'-,1.1111112,'-,[1.06-1.15],"HLA-DRB6, HLA-DRB1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32575798
rs114830752-<b>?</b>,"3 x 10-8",,'-,1.0869565,'-,[1.06-1.12],"HLA-DQB3, MTCO3P1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32715035
rs369637-<b>?</b>,"2 x 10-10",,'-,1.098901,'-,[1.06-1.12],TNXB,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32058086
rs114291394-<b>?</b>,"2 x 10-10",,'-,1.0752687,'-,[1.05-1.1],"MICA, HLA-S","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31383745
rs11740474-<b>?</b>,"2 x 10-10",,'-,1.0638298,'-,[1.04-1.09],GALNT10,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:154301187
rs12925872-<b>T</b>,"2 x 10-10",,'-,1.08,'-,[1.05-1.10],'-,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,16:13658499
rs116460775-<b>T</b>,"2 x 10-10",,'-,1.08,'-,[1.06-1.11],"NOTCH4, TSBP1-AS1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32243308
rs114838832-<b>A</b>,"2 x 10-10",,'-,1.09,'-,[1.06-1.11],"SFTA2, MUCL3","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30937536
rs115915654-<b>?</b>,"2 x 10-9",,'-,1.098901,'-,[1.06-1.12],LINC00243,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30801949
rs11223651-<b>?</b>,"2 x 10-9",,'-,1.0752687,'-,[1.05-1.1],"IGSF9B, LINC02730","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,11:133971139
rs62378245-<b>?</b>,"2 x 10-9",,'-,1.0752687,'-,[1.05-1.1],MEF2C-AS1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:89448145
rs8009147-<b>?</b>,"2 x 10-9",,'-,1.0638298,'-,[1.04-1.09],PPP1R13B,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,14:103798325
rs7191183-<b>?</b>,"2 x 10-9",,'-,1.0638298,'-,[1.04-1.09],GRIN2A,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,16:9806200
rs4391122-<b>?</b>,"2 x 10-9",,'-,1.0638298,'-,[1.04-1.08],LINC02057,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:61302716
rs77502336-<b>C</b>,"2 x 10-9",,'-,1.06,'-,[1.04-1.09],GRAMD1B,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,11:123523928
rs3849046-<b>T</b>,"2 x 10-9",,'-,1.06,'-,[1.04-1.08],ETF1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,5:138515503
rs2332700-<b>C</b>,"2 x 10-9",,'-,1.07,'-,[1.05-1.09],RGS6,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,14:71950609
rs1131275-<b>C</b>,"2 x 10-9",,'-,1.07,'-,[1.05-1.09],HLA-B,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31356183
rs61747867-<b>T</b>,"2 x 10-9",,'-,1.08,'-,[1.05-1.11],H2AC10P,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:26272320
rs116047537-<b>T</b>,"2 x 10-9",,'-,1.08,'-,[1.05-1.11],"HLA-DRA, TSBP1-AS1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32413695
rs41293330-<b>T</b>,"2 x 10-9",,'-,1.09,'-,[1.06-1.12],"HLA-DRB1, HLA-DRB6","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32574236
rs61789073-<b>T</b>,"2 x 10-9",,'-,1.12,'-,[1.08-1.17],"DPYD, MIR137HG","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,1:97938540
rs12443170-<b>?</b>,"2 x 10-8",,'-,1.098901,'-,[1.06-1.12],CHRNA3,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,15:78615394
rs116663187-<b>A</b>,"2 x 10-15",,'-,1.11,'-,[1.08-1.14],ZBED9,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:28610509
rs9274390-<b>T</b>,"2 x 10-14",,'-,1.13,'-,[1.09-1.16],HLA-DQB1,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32664882
rs184981897-<b>?</b>,"2 x 10-8",,'-,1.0869565,'-,[1.05-1.11],HLA-DRB5,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32519189
rs115558405-<b>A</b>,"2 x 10-13",,'-,1.12,'-,[1.09-1.15],"TSBP1-AS1, TSBP1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32368989
rs114882497-<b>T</b>,"2 x 10-16",,'-,1.13,'-,[1.10-1.17],"HLA-DRA, TSBP1-AS1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32423415
rs114867672-<b>T</b>,"2 x 10-16",,'-,1.15,'-,[1.11-1.18],"MUC21, NAPGP2","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30964067
rs114964506-<b>?</b>,"2 x 10-15",,'-,1.1494253,'-,[1.11-1.18],LINC00243,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30814428
rs111639056-<b>?</b>,"2 x 10-15",,'-,1.1494253,'-,[1.11-1.19],"HLA-DRB6, HLA-DRB1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32570699
rs6939532-<b>?</b>,"2 x 10-15",,'-,1.1235955,'-,[1.09-1.15],"HMGN4, HCG11","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:26533796
rs6940116-<b>A</b>,"2 x 10-15",,'-,1.11,'-,[1.08-1.14],"RSL24D1P1, GPR89P","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:27740953
rs114441450-<b>?</b>,"2 x 10-8",,'-,1.0869565,'-,[1.05-1.11],TUBB,"Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:30719037
rs146201420-<b>?</b>,"2 x 10-8",,'-,1.0869565,'-,[1.05-1.11],"HLA-S, MICA","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:31390620
rs184153866-<b>A</b>,"2 x 10-13",,'-,1.1,'-,[1.08-1.13],"HLA-DRB5, HLA-DRB9","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32514520
rs138850297-<b>?</b>,"2 x 10-8",,'-,1.0752687,'-,[1.04-1.1],"PSMB9, PPP1R2P1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:32875944
rs35225200-<b>?</b>,"2 x 10-12",,'-,1.1363636,'-,[1.1-1.18],"SLC39A8, BANK1","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,4:102225731
rs114950038-<b>?</b>,"2 x 10-12",,'-,1.098901,'-,[1.08-1.12],"DDX39BP2, HCG9","Autism spectrum disorder or schizophrenia","autism spectrum disorder, schizophrenia",'-,GCST004521,6:29983056
rs4785741-<b>T</b>,"7 x 10-7",,NR,'-,"70.9925 unit increase",[42.97-99.02],"DEF8, TUBB3","Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,16:89939045
rs72722664-<b>A</b>,"2 x 10-6",,NR,'-,"30.6385 unit increase",[17.99-43.29],"BCL10, DDAH1","Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,1:85313923
rs2075824-<b>T</b>,"4 x 10-6",,NR,'-,"56.9756 unit increase",[32.75-81.2],IMPA2,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,18:11981209
rs11735612-<b>A</b>,"4 x 10-6",,NR,'-,"66.5774 unit increase",[38.14-95.02],LINC02172,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,4:137582680
rs75216060-<b>A</b>,"7 x 10-6",,NR,'-,"61.3145 unit decrease",[34.62-88.01],'-,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,8:13943870
rs17080138-<b>T</b>,"7 x 10-6",,NR,'-,"22 unit increase",[12.41-31.59],FBXW12,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,3:48372784
rs59093387-<b>A</b>,"7 x 10-6",,NR,'-,"52.5822 unit increase",[29.65-75.52],RHOJ,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,14:63217357
rs12045323-<b>T</b>,"7 x 10-6",,NR,'-,"57.5469 unit increase",[32.42-82.68],DRAXIN,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,1:11704224
rs9731813-<b>A</b>,"7 x 10-6",,NR,'-,"27.618 unit decrease",[15.56-39.68],LRRC20,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,10:70368301
rs8032150-<b>C</b>,"7 x 10-6",,NR,'-,"59.4319 unit decrease",[33.47-85.39],FOXB1,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,15:60080022
rs6034559-<b>T</b>,"8 x 10-6",,NR,'-,"66.7955 unit decrease",[37.45-96.14],"RPLP0P1, Y_RNA","Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,20:16640453
rs78907274-<b>A</b>,"9 x 10-6",,NR,'-,"33.5591 unit decrease",[18.75-48.37],PTH2R,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,2:208389154
rs767619-<b>T</b>,"9 x 10-6",,NR,'-,"45.9769 unit decrease",[25.63-66.32],UFL1-AS1,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,6:96391163
