"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs6812849-<b>?</b>,"1 x 10-7","(Whole cohort; EA)",NR,'-,'-,'-,TLL1,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,4:165951384
rs16907840-<b>?</b>,"8 x 10-6","(Whole cohort; EA)",NR,'-,'-,'-,'-,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,10:55789536
rs406001-<b>?</b>,"3 x 10-8","(Trauma exposed controls; EA)",NR,'-,'-,'-,'-,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,7:51938719
rs6812849-<b>?</b>,"5 x 10-7","(Trauma exposed controls; EA)",NR,'-,'-,'-,TLL1,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,4:165951384
rs16904179-<b>?</b>,"7 x 10-7","(Whole cohort; AA)",NR,'-,'-,'-,CYRIB,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,8:129946705
rs7014900-<b>?</b>,"4 x 10-6","(Trauma exposed controls; AA)",NR,'-,'-,'-,'-,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,8:114566078
rs4430311-<b>?</b>,"6 x 10-6","(Trauma exposed controls; EA)",NR,'-,'-,'-,"LINC02774, AKT3","Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,1:243852691
rs1425392-<b>?</b>,"7 x 10-6","(Trauma exposed controls; EA)",NR,'-,'-,'-,"MTCO3P27, DPP3P1","Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,4:64526494
rs7014900-<b>?</b>,"2 x 10-6","(Whole cohort; AA)",NR,'-,'-,'-,'-,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,8:114566078
rs13006863-<b>?</b>,"3 x 10-6","(Whole cohort; AA)",NR,'-,'-,'-,SLC4A5,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,2:74236439
rs7158872-<b>?</b>,"2 x 10-6","(Whole cohort; AA)",NR,'-,'-,'-,'-,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,14:48957639
rs4955793-<b>?</b>,"2 x 10-6","(Whole cohort; AA)",NR,'-,'-,'-,ZMAT3,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,3:179064233
rs7207499-<b>?</b>,"5 x 10-6","(Whole cohort; AA)",NR,'-,'-,'-,PRKCA,"Post-traumatic stress disorder (asjusted for relatedness)","post-traumatic stress disorder",'-,GCST002037,17:66451047
rs1033962-<b>A</b>,"2 x 10-9",,0.22,1.43,'-,[1.31-1.55],PRTFDC1,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,10:24927877
rs2312236-<b>T</b>,"3 x 10-6",(Hispanic),0.056,3.31,'-,[2.81-3.81],"POGK, CNN2P10","Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,1:166824980
rs4511180-<b>A</b>,"8 x 10-7","(African American)",0.268,4.178,'-,[3.62-4.74],PTPRVP,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,1:202180311
rs3100127-<b>A</b>,"1 x 10-6","(African American)",0.25,4.31,'-,[3.73-4.89],"PTPRVP, LGR6","Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,1:202191842
rs10457838-<b>C</b>,"2 x 10-6","(African American)",0.724,6.702,'-,[5.93-7.48],UST,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,6:149036411
rs2616978-<b>T</b>,"3 x 10-6",(Hispanic),0.607,2.004,'-,[1.71-2.29],CSMD1,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,8:4620822
rs58649573-<b>T</b>,"9 x 10-7","(African American)",0.441,5.277,'-,[4.62-5.93],LHX2,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST002681,9:124005148
rs2315551-<b>?</b>,"2 x 10-7",,NR,'-,"0.2941 unit increase",'-,PRKN,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,6:161713962
rs9458519-<b>?</b>,"3 x 10-7",,NR,'-,"0.3013 unit decrease",'-,PRKN,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,6:162318277
rs58910976-<b>?</b>,"1 x 10-6",,NR,'-,"0.3129 unit increase",'-,CSMD1,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,8:3695151
rs2084346-<b>?</b>,"2 x 10-6",,NR,'-,"0.2957 unit decrease",'-,"MIR7154, LINC02690","Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,11:45729530
rs1419748-<b>?</b>,"3 x 10-6",,NR,'-,"0.2636 unit increase",'-,DOCK4,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,7:111734005
rs6791269-<b>?</b>,"4 x 10-6",,NR,'-,"0.3628 unit decrease",'-,"IFT80, C3orf80","Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,3:160236844
rs77235638-<b>?</b>,"4 x 10-7",,NR,'-,"0.567 unit decrease",'-,ABCA9-AS1,"Post-traumatic stress disorder","post-traumatic stress disorder",'-,GCST90020063,17:68961182
rs1755715-<b>?</b>,"9 x 10-7",(female),'-,'-,"0.235 unit decrease",[0.14-0.33],GPR135,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,14:59440374
rs12769537-<b>?</b>,"2 x 10-6",(female),'-,'-,"0.458 unit increase",[0.27-0.65],"NHLRC2, ADRB1","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,10:113985179
rs76983293-<b>?</b>,"2 x 10-6",(female),'-,'-,"0.549 unit increase",[0.32-0.78],LINC00702,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,10:4174671
rs75502311-<b>?</b>,"3 x 10-6",(female),'-,'-,"0.397 unit increase",[0.23-0.56],LMO7,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,13:75856884
rs13110899-<b>?</b>,"3 x 10-6",(female),'-,'-,"0.225 unit decrease",[0.13-0.32],GRID2,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,4:92380531
rs352766-<b>?</b>,"4 x 10-6",(female),'-,'-,"0.296 unit decrease",[0.17-0.42],"PPM1AP1, TUSC3","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,8:15787050
rs1017722-<b>?</b>,"5 x 10-6",(female),'-,'-,"0.401 unit increase",[0.23-0.57],'-,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,12:84644357
rs1840717-<b>?</b>,"6 x 10-6",(female),'-,'-,"0.205 unit decrease",[0.12-0.29],GRID2,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,4:93035284
rs12635725-<b>?</b>,"6 x 10-8",(male),'-,'-,"0.291 unit decrease",[0.19-0.4],RPL21P17,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,3:1895465
rs28696717-<b>?</b>,"1 x 10-6",(male),'-,'-,"0.436 unit decrease",[0.26-0.61],"RN7SL44P, S100A7","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,1:153493087
rs2927709-<b>?</b>,"3 x 10-6",(male),'-,'-,"0.262 unit decrease",[0.15-0.37],CD320,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,19:8304859
rs11502414-<b>?</b>,"3 x 10-6",(male),'-,'-,"0.546 unit decrease",[0.32-0.77],"SLCO1B3, SLCO1C1","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,12:20773248
rs73001203-<b>?</b>,"3 x 10-6",(male),'-,'-,"0.403 unit decrease",[0.23-0.57],Y_RNA,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,18:78450570
rs7183340-<b>?</b>,"3 x 10-6",(male),'-,'-,"0.415 unit increase",[0.24-0.59],TUBGCP5,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,15:22987562
rs118110667-<b>?</b>,"3 x 10-6",(male),'-,'-,"0.54 unit decrease",[0.31-0.77],"HCAR3, HCAR2","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,12:122703817
rs11768490-<b>?</b>,"4 x 10-6",(male),'-,'-,"0.239 unit decrease",[0.14-0.34],"SEC61G, RPL31P35","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,7:54719568
rs6450514-<b>?</b>,"4 x 10-6",(male),'-,'-,"0.244 unit decrease",[0.14-0.35],PDE4D,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,5:59254713
rs1260555-<b>?</b>,"5 x 10-6",(male),'-,'-,"0.245 unit decrease",[0.14-0.35],"LSM14A, CHCHD2P3","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,19:34149686
rs12536521-<b>?</b>,"3 x 10-7",(female),'-,'-,"1.378 unit increase",[0.85-1.9],"FLNC, ZNF804B","Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,7:89349373
rs2364841-<b>?</b>,"8 x 10-7",(female),'-,'-,"0.322 unit increase",[0.19-0.45],ADCK1,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST007208,14:77817693
rs4401971-<b>?</b>,"4 x 10-7",,NR,'-,'-,'-,'-,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST002451,9:11890045
rs6876547-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,'-,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST002451,5:25572192
rs1844437-<b>C</b>,"2 x 10-6",,0.22,'-,"0.62 unit decrease",[NR],LINC02101,Hoarding,"obsessive-compulsive disorder",'-,GCST000932,5:58025127
rs2388436-<b>G</b>,"6 x 10-6",,0.42,'-,"0.51 unit increase",[NR],"LINC01581, H3P40",Hoarding,"obsessive-compulsive disorder",'-,GCST000932,15:94146424
rs3747767-<b>A</b>,"7 x 10-7",,0.03,'-,"1.81 unit increase",[NR],"SH3BGRL2, LCA5",Hoarding,"obsessive-compulsive disorder",'-,GCST000932,6:79547564
rs297941-<b>?</b>,"5 x 10-7",,NR,1.23,'-,NR,LINC02395,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST001636,12:49925303
rs9499708-<b>?</b>,"3 x 10-6",,NR,1.2,'-,NR,R3HDM2P2,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST001636,6:103997492
rs9652236-<b>?</b>,"5 x 10-6",,NR,1.4,'-,NR,'-,"Obsessive-compulsive disorder","obsessive-compulsive disorder",'-,GCST001636,13:72114636
rs1709393-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,LINC02085,"Asthma and anxiety disorder","asthma, anxiety disorder",'-,GCST008920,3:101980310
rs113209956-<b>C</b>,"6 x 10-8",,NR,1.2077295,'-,[1.13-1.29],'-,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,9:25211195
rs79928194-<b>C</b>,"1 x 10-6",,NR,1.1600928,'-,[1.09-1.23],GIGYF2,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,2:232784580
rs7528604-<b>G</b>,"5 x 10-11",,NR,1.1235955,'-,[1.09-1.16],PDE4B,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,1:65941669
rs1458103-<b>C</b>,"6 x 10-8",,NR,1.1135857,'-,[1.07-1.16],'-,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,11:81336231
rs6462203-<b>C</b>,"1 x 10-7",,NR,1.1098778,'-,[1.07-1.15],SDK1,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,7:3636370
rs16916239-<b>G</b>,"9 x 10-7",,NR,1.1074197,'-,[1.06-1.15],CNGB3,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,8:86631513
rs342422-<b>G</b>,"1 x 10-6",,NR,1.0869565,'-,[1.05-1.14],EDIL3,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,5:84175168
rs11855560-<b>T</b>,"7 x 10-7",,NR,1.089,'-,[1.053-1.126],RAD51,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,15:40732105
rs6030245-<b>T</b>,"5 x 10-7",,NR,1.12,'-,[1.072-1.170],PTPRT,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,20:42441919
rs2451828-<b>T</b>,"7 x 10-7",,NR,1.34,'-,[1.193-1.505],ADCY2,"Anxiety and stress-related disorders","anxiety disorder, stress-related disorder",'-,GCST008559,5:7448683
rs7528604-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,PDE4B,"Anxiety and stress-related disorders (excluding adjustment disorder)","anxiety disorder, stress-related disorder",'-,GCST008565,1:65941669
rs7528604-<b>?</b>,"4 x 10-10",,NR,1.12,'-,[1.10-1.16],PDE4B,"Anxiety and stress-related disorders (excluding co-morbid schizophrenia)","anxiety disorder, stress-related disorder",'-,GCST008564,1:65941669
rs7528604-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,PDE4B,"Anxiety and stress-related disorders (including obsessive-compulsive disorder)","anxiety disorder, stress-related disorder",'-,GCST008563,1:65941669
rs7528604-<b>?</b>,"1 x 10-11",,NR,1.14,'-,[1.10-1.18],PDE4B,"Anxiety and stress-related disorders (psychiatric co-morbidity weighting design)","anxiety disorder, stress-related disorder",'-,GCST008562,1:65941669
rs7528604-<b>?</b>,"2 x 10-8",,NR,1.11,'-,[1.08-1.15],PDE4B,"Anxiety and stress-related disorders (psychiatric co-morbidity covariate model)","anxiety disorder, stress-related disorder",'-,GCST008561,1:65941669
rs9561329-<b>?</b>,"1 x 10-7",,0.09,'-,"0.17 unit decrease",[0.11-0.23],GPC6,"Neuroticism (age interaction)","neurotic disorder, age at assessment",'-,GCST000724,13:93358916
rs7524258-<b>T</b>,"8 x 10-6",,0.40,1.16,'-,[NR],CAMTA1,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,1:7232169
rs35881094-<b>G</b>,"7 x 10-6",,0.43,1.16,'-,[NR],LINC01122,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,2:58695786
rs73070160-<b>T</b>,"3 x 10-6",,0.14,1.24,'-,[NR],FECHP1,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,3:34883533
rs4988462-<b>T</b>,"4 x 10-7",,0.42,1.18,'-,[NR],POU1F1,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,3:87264203
rs149183310-<b>T</b>,"2 x 10-6",,0.044,1.52,'-,[NR],LSAMP,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,3:116214742
rs61792199-<b>G</b>,"9 x 10-6",,0.15,1.23,'-,[NR],DMP1,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,4:22921626
rs859980-<b>C</b>,"7 x 10-6",,0.53,1.15,'-,[NR],NPM1P10,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,6:104053323
rs10973956-<b>A</b>,"7 x 10-6",,0.16,1.23,'-,[NR],"YWHABP1, RNU6-765P","Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,9:38645058
rs7848024-<b>A</b>,"5 x 10-6",,0.27,1.19,'-,[NR],'-,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,9:102810755
rs11021169-<b>G</b>,"8 x 10-6",,0.92,1.3,'-,[NR],'-,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,11:95467263
rs4271390-<b>T</b>,"1 x 10-6",,0.25,1.2,'-,[NR],NECTIN1,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,11:119655426
rs6563569-<b>C</b>,"6 x 10-6",,0.44,1.16,'-,[NR],TRPC4,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,13:37686271
rs11149058-<b>T</b>,"1 x 10-6",,0.78,1.22,'-,[NR],"RPL7P44, ACOD1","Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,13:76978136
rs12959570-<b>G</b>,"4 x 10-6",,0.23,1.2,'-,[NR],WDR7,"Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,18:56666353
rs55797066-<b>C</b>,"8 x 10-6",,0.06,1.33,'-,[NR],"ATP9A, NFATC2","Tourette's syndrome or obsessive-compulsive disorder","obsessive-compulsive disorder, Tourette syndrome",'-,GCST002682,20:51593381
rs4785741-<b>T</b>,"7 x 10-7",,NR,'-,"70.9925 unit increase",[42.97-99.02],"DEF8, TUBB3","Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,16:89939045
rs72722664-<b>A</b>,"2 x 10-6",,NR,'-,"30.6385 unit increase",[17.99-43.29],"BCL10, DDAH1","Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,1:85313923
rs2075824-<b>T</b>,"4 x 10-6",,NR,'-,"56.9756 unit increase",[32.75-81.2],IMPA2,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,18:11981209
rs11735612-<b>A</b>,"4 x 10-6",,NR,'-,"66.5774 unit increase",[38.14-95.02],LINC02172,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,4:137582680
rs75216060-<b>A</b>,"7 x 10-6",,NR,'-,"61.3145 unit decrease",[34.62-88.01],'-,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,8:13943870
rs17080138-<b>T</b>,"7 x 10-6",,NR,'-,"22 unit increase",[12.41-31.59],FBXW12,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,3:48372784
rs59093387-<b>A</b>,"7 x 10-6",,NR,'-,"52.5822 unit increase",[29.65-75.52],RHOJ,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,14:63217357
rs12045323-<b>T</b>,"7 x 10-6",,NR,'-,"57.5469 unit increase",[32.42-82.68],DRAXIN,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,1:11704224
rs9731813-<b>A</b>,"7 x 10-6",,NR,'-,"27.618 unit decrease",[15.56-39.68],LRRC20,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,10:70368301
rs8032150-<b>C</b>,"7 x 10-6",,NR,'-,"59.4319 unit decrease",[33.47-85.39],FOXB1,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,15:60080022
rs6034559-<b>T</b>,"8 x 10-6",,NR,'-,"66.7955 unit decrease",[37.45-96.14],"RPLP0P1, Y_RNA","Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,20:16640453
rs78907274-<b>A</b>,"9 x 10-6",,NR,'-,"33.5591 unit decrease",[18.75-48.37],PTH2R,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,2:208389154
rs767619-<b>T</b>,"9 x 10-6",,NR,'-,"45.9769 unit decrease",[25.63-66.32],UFL1-AS1,"Obsessive-compulsive disorder or autism spectrum disorder","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST004703,6:96391163
rs2077613-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,LINC01987,"Obsessive-compulsive disorder x sex interaction","obsessive-compulsive disorder, sex interaction measurement",'-,GCST007207,17:77643885
rs79886445-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"LINC01526, SNORA70","Obsessive-compulsive disorder x sex interaction","obsessive-compulsive disorder, sex interaction measurement",'-,GCST007207,6:81808083
rs7578149-<b>?</b>,"2 x 10-6",,NR,'-,"1.917254 unit increase",NR,"RPS16P2, LAPTM4A-DT","Obsessive compulsive disorder severity","obsessive-compulsive disorder, obsessive-compulsive symptom measurement",'-,GCST009818,2:20112677
rs6436908-<b>?</b>,"8 x 10-6",,NR,'-,"1.754016 unit decrease",NR,"SLC16A14, SP110","Obsessive compulsive disorder severity","obsessive-compulsive disorder, obsessive-compulsive symptom measurement",'-,GCST009818,2:230130731
rs11924650-<b>?</b>,"6 x 10-6",,NR,'-,"1.979962 unit increase",NR,CACNA2D3,"Obsessive compulsive disorder severity","obsessive-compulsive disorder, obsessive-compulsive symptom measurement",'-,GCST009818,3:54224911
rs229836-<b>?</b>,"8 x 10-6",,NR,'-,"1.950295 unit increase",NR,'-,"Obsessive compulsive disorder severity","obsessive-compulsive disorder, obsessive-compulsive symptom measurement",'-,GCST009818,14:83401191
rs9615637-<b>?</b>,"2 x 10-6",,NR,'-,"2.343338 unit decrease",NR,'-,"Obsessive compulsive disorder severity","obsessive-compulsive disorder, obsessive-compulsive symptom measurement",'-,GCST009818,22:47789133
rs12504244-<b>?</b>,"4 x 10-7",,NR,'-,'-,'-,"KIT, LINC02260","Anorexia nervosa or obsessive-compulsive disorder","anorexia nervosa, obsessive-compulsive disorder",'-,GCST006576,4:54619021
rs75063949-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,CARMIL1,"Anorexia nervosa or obsessive-compulsive disorder","anorexia nervosa, obsessive-compulsive disorder",'-,GCST006576,6:25590813
rs11174202-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,TAFA2,"Anorexia nervosa or obsessive-compulsive disorder","anorexia nervosa, obsessive-compulsive disorder",'-,GCST006576,12:61858476
rs28754845-<b>?</b>,"1 x 10-8",,NR,'-,"0.0131 unit increase",NR,NUBPL,"Obsessive compulsive disorder vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","obsessive-compulsive disorder, Tourette syndrome",'-,GCST90016617,14:31560176
rs227378-<b>?</b>,"2 x 10-8",,NR,'-,"0.0235 unit decrease",NR,MANBA,"ADHD vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, attention deficit hyperactivity disorder",'-,GCST90016597,4:102699228
rs9961367-<b>?</b>,"2 x 10-8",,NR,'-,"0.0237 unit increase",NR,KC6,"ADHD vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, attention deficit hyperactivity disorder",'-,GCST90016597,18:41672373
rs6675366-<b>?</b>,"4 x 10-8",,NR,'-,"0.018 unit increase",NR,"PTPRC, ATP6V1G3","Bipolar disorder vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, bipolar disorder",'-,GCST90016608,1:198548178
rs12568997-<b>?</b>,"3 x 10-8",,NR,'-,"0.018 unit increase",NR,PKN2-AS1,"Autism spectrum disorder vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, autism spectrum disorder",'-,GCST90016602,1:88401502
rs11688767-<b>?</b>,"2 x 10-14",,'-,'-,'-,'-,ACTG1P22,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,2:57761059
rs11693528-<b>?</b>,"1 x 10-12",,'-,'-,'-,'-,"FTCDNL1, RN7SL717P","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,2:199871784
rs11866581-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,'-,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,16:66130620
rs11874716-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,LINC01929,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,18:55083457
rs11887562-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,LINC01830,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,2:22400520
rs12129573-<b>?</b>,"5 x 10-17",,'-,'-,'-,'-,"RN7SKP19, LINC01360","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,1:73302683
rs12474906-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,'-,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,"Mapping not available"
rs12658451-<b>?</b>,"2 x 10-16",,'-,'-,'-,'-,"RNU6-334P, LINC02163","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, autism spectrum disorder, schizophrenia, bipolar disorder",'-,GCST009600,5:104568336
