"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs10815798-<b>A</b>,"6 x 10-6",,0.48,'-,'-,'-,PTPRD,"Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,9:8235633
rs10831284-<b>G</b>,"2 x 10-6",,0.13,'-,'-,'-,"ST13P11, CWC15","Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,11:94934799
rs789560-<b>G</b>,"7 x 10-6",,0.87,'-,'-,'-,"PRANCR, MYRFL","Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,12:69938047
rs1557488-<b>T</b>,"5 x 10-6",,0.18,'-,'-,'-,KIRREL3,"Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,11:126749295
rs4533251-<b>T</b>,"4 x 10-6",,0.15,'-,'-,'-,FAM149B1P1,"Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,15:96719197
rs7297018-<b>A</b>,"4 x 10-6",,0.19,'-,'-,'-,PAWR,"Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,12:79668450
rs931812-<b>C</b>,"5 x 10-6",,0.74,'-,'-,'-,"YWHAZ, Metazoa_SRP","Attention deficit hyperactivity disorder and conduct disorder","attention deficit hyperactivity disorder, conduct disorder",'-,GCST000253,8:100907093
rs12410444-<b>?</b>,"2 x 10-10",,NR,'-,"0.0145 unit increase",NR,"ST3GAL3, ST3GAL3-AS1","Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,1:43723048
rs227378-<b>?</b>,"5 x 10-8",,NR,'-,"0.0124 unit decrease",NR,MANBA,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,4:102699228
rs226488-<b>?</b>,"2 x 10-10",,NR,'-,"0.0146 unit decrease",NR,LINC00461,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,5:88600512
rs304132-<b>?</b>,"2 x 10-9",,NR,'-,"0.0137 unit decrease",NR,MEF2C-AS1,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,5:88919777
rs74760947-<b>?</b>,"2 x 10-8",,NR,'-,"0.0128 unit decrease",NR,'-,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,8:34495092
rs704061-<b>?</b>,"5 x 10-8",,NR,'-,"0.0124 unit decrease",NR,"DUSP6, POC1B","Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,12:89378126
rs8039398-<b>?</b>,"1 x 10-8",,NR,'-,"0.013 unit decrease",NR,SEMA6D,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,15:47438673
rs8058677-<b>?</b>,"4 x 10-8",,NR,'-,"0.0125 unit decrease",NR,CDH8,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,16:61934401
rs212178-<b>?</b>,"3 x 10-8",,NR,'-,"0.0126 unit increase",NR,LINC01572,"Major depressive disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, unipolar depression",'-,GCST90016612,16:72544232
rs12025137-<b>?</b>,"8 x 10-10",,NR,'-,"0.0211 unit decrease",NR,"UBE2WP1, LINC01787","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,1:96417671
rs9659624-<b>?</b>,"8 x 10-14",,NR,'-,"0.0257 unit increase",NR,MIR137HG,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,1:98021777
rs79366331-<b>?</b>,"3 x 10-8",,NR,'-,"0.0191 unit decrease",NR,MINDY1,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,1:150998719
rs10802742-<b>?</b>,"3 x 10-8",,NR,'-,"0.019 unit increase",NR,'-,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,1:239038351
rs12058508-<b>?</b>,"3 x 10-8",,NR,'-,"0.0191 unit decrease",NR,SDCCAG8,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,1:243324559
rs57159364-<b>?</b>,"2 x 10-9",,NR,'-,"0.0207 unit decrease",NR,ZNF804A,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,2:184643769
rs1451488-<b>?</b>,"2 x 10-11",,NR,'-,"0.023 unit increase",NR,RNU7-147P,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,2:199125384
rs796364-<b>?</b>,"5 x 10-10",,NR,'-,"0.0213 unit decrease",NR,"RN7SL717P, FTCDNL1","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,2:199851396
rs6704768-<b>?</b>,"3 x 10-17",,NR,'-,"0.029 unit decrease",NR,GIGYF2,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,2:232727791
rs9882879-<b>?</b>,"1 x 10-9",,NR,'-,"0.0208 unit increase",NR,"HSPD1P6, LINC02033","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,3:36802580
rs1080500-<b>?</b>,"2 x 10-8",,NR,'-,"0.0193 unit decrease",NR,"PRKCD, RFT1","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,3:53141001
rs9845457-<b>?</b>,"2 x 10-8",,NR,'-,"0.0193 unit decrease",NR,MSL2,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,3:136195634
rs13135092-<b>?</b>,"4 x 10-8",,NR,'-,"0.0189 unit increase",NR,SLC39A8,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,4:102276925
rs223346-<b>?</b>,"8 x 10-10",,NR,'-,"0.0211 unit increase",NR,UBE2D3,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,4:102859339
rs62367473-<b>?</b>,"2 x 10-8",,NR,'-,"0.0193 unit increase",NR,HCN1,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,5:45216147
rs34635-<b>?</b>,"2 x 10-8",,NR,'-,"0.0194 unit increase",NR,"SMIM15-AS1, LINC02057","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,5:61217674
rs13361438-<b>?</b>,"1 x 10-8",,NR,'-,"0.0196 unit decrease",NR,LINC01470,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,5:152627515
rs12668848-<b>?</b>,"8 x 10-11",,NR,'-,"0.0223 unit decrease",NR,MAD1L1,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,7:1981360
rs42694-<b>?</b>,"8 x 10-9",,NR,'-,"0.0198 unit increase",NR,CREB5,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,7:28389624
rs56150095-<b>?</b>,"5 x 10-12",,NR,'-,"0.0238 unit decrease",NR,CALN1,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,7:72294084
rs12704290-<b>?</b>,"2 x 10-10",,NR,'-,"0.0219 unit decrease",NR,"GRM3-AS1, GRM3","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,7:86798310
rs12539177-<b>?</b>,"3 x 10-10",,NR,'-,"0.0216 unit decrease",NR,IMMP2L,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,7:111337645
rs10954580-<b>?</b>,"1 x 10-8",,NR,'-,"0.0196 unit decrease",NR,DGKI,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,7:137391966
rs1473594-<b>?</b>,"1 x 10-8",,NR,'-,"0.0195 unit decrease",NR,'-,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,8:59783967
rs4129585-<b>?</b>,"4 x 10-12",,NR,'-,"0.0239 unit decrease",NR,'-,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,"Mapping not available"
rs295268-<b>?</b>,"6 x 10-10",,NR,'-,"0.0212 unit increase",NR,GKAP1,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,9:83814390
rs713240-<b>?</b>,"5 x 10-9",,NR,'-,"0.0201 unit decrease",NR,ARID5B,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,10:62050693
rs12244388-<b>?</b>,"4 x 10-8",,NR,'-,"0.0189 unit decrease",NR,"AS3MT, BORCS7-ASMT","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,10:102880295
rs4298967-<b>?</b>,"1 x 10-11",,NR,'-,"0.0234 unit decrease",NR,'-,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,"Mapping not available"
rs324017-<b>?</b>,"3 x 10-9",,NR,'-,"0.0205 unit increase",NR,NAB2,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,12:57094031
rs704061-<b>?</b>,"2 x 10-8",,NR,'-,"0.0194 unit decrease",NR,"DUSP6, POC1B","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,12:89378126
rs3764002-<b>?</b>,"3 x 10-10",,NR,'-,"0.0217 unit increase",NR,WSCD2,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,12:108224853
rs2102949-<b>?</b>,"2 x 10-13",,NR,'-,"0.0252 unit decrease",NR,MPHOSPH9,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,12:123192216
rs11844846-<b>?</b>,"4 x 10-8",,NR,'-,"0.0188 unit increase",NR,LINC02326,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,14:29018462
rs8009147-<b>?</b>,"5 x 10-9",,NR,'-,"0.02 unit increase",NR,PPP1R13B,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,14:103798325
rs12592235-<b>?</b>,"1 x 10-8",,NR,'-,"0.0197 unit decrease",NR,SEMA6D,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,15:47495773
rs12898315-<b>?</b>,"1 x 10-10",,NR,'-,"0.0221 unit increase",NR,'-,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,15:61561804
rs4925114-<b>?</b>,"3 x 10-9",,NR,'-,"0.0204 unit decrease",NR,RAI1,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,17:17807956
rs17594665-<b>?</b>,"6 x 10-9",,NR,'-,"0.02 unit increase",NR,TCF4,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,18:55396488
rs2053079-<b>?</b>,"3 x 10-8",,NR,'-,"0.019 unit increase",NR,ZNF536,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,19:30496516
rs603985-<b>?</b>,"3 x 10-8",,NR,'-,"0.019 unit increase",NR,FUT2,"Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,19:48704000
rs2263655-<b>?</b>,"8 x 10-10",,NR,'-,"0.0211 unit increase",NR,"SIRPB2, RNU6-917P","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,20:1527453
rs6071524-<b>?</b>,"3 x 10-11",,NR,'-,"0.0229 unit increase",NR,"ACTR5, PPP1R16B","Schizophrenia vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, schizophrenia",'-,GCST90016618,20:38797937
rs62176532-<b>?</b>,"1 x 10-8",,NR,'-,"0.0203 unit increase",NR,'-,"ADHD vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, attention deficit hyperactivity disorder",'-,GCST90016595,2:184138194
rs147831713-<b>?</b>,"3 x 10-10",,NR,'-,"0.0225 unit increase",NR,LINC02163,"ADHD vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, attention deficit hyperactivity disorder",'-,GCST90016595,5:104451467
rs35999374-<b>?</b>,"3 x 10-9",,NR,'-,"0.0211 unit increase",NR,LINC01572,"ADHD vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, attention deficit hyperactivity disorder",'-,GCST90016595,16:72475596
rs3791033-<b>?</b>,"4 x 10-9",,NR,'-,"0.0151 unit decrease",NR,KDM4A,"ADHD vs autism spectrum disorder (ordinary least squares (OLS))","attention deficit hyperactivity disorder, autism spectrum disorder",'-,GCST90016596,1:43668406
rs227378-<b>?</b>,"2 x 10-8",,NR,'-,"0.0235 unit decrease",NR,MANBA,"ADHD vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, attention deficit hyperactivity disorder",'-,GCST90016597,4:102699228
rs9961367-<b>?</b>,"2 x 10-8",,NR,'-,"0.0237 unit increase",NR,KC6,"ADHD vs obsessive compulsive disorder (ordinary least squares (OLS))","obsessive-compulsive disorder, attention deficit hyperactivity disorder",'-,GCST90016597,18:41672373
rs1222064-<b>?</b>,"4 x 10-8",,NR,'-,"0.0186 unit increase",NR,RNU1-130P,"ADHD vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","attention deficit hyperactivity disorder, Tourette syndrome",'-,GCST90016598,1:96136829
rs933738-<b>?</b>,"3 x 10-8",,NR,'-,"0.0187 unit decrease",NR,KCNH3,"ADHD vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))","attention deficit hyperactivity disorder, Tourette syndrome",'-,GCST90016598,12:49549339
rs12755914-<b>?</b>,"7 x 10-9",,NR,'-,"0.0206 unit increase",NR,EEF1A1P11,"ADHD vs anorexia nervosa (ordinary least squares (OLS))","anorexia nervosa, attention deficit hyperactivity disorder",'-,GCST90016595,1:96469305
rs571017-<b>?</b>,"4 x 10-9",,NR,'-,"0.0207 unit increase",NR,LINC01748,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,1:60638487
rs17183814-<b>?</b>,"7 x 10-11",,NR,'-,"0.0229 unit decrease",NR,SCN2A,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,2:165295879
rs9834970-<b>?</b>,"6 x 10-12",,NR,'-,"0.0242 unit increase",NR,"LINC02033, HSPD1P6","Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,3:36814539
rs6829845-<b>?</b>,"1 x 10-8",,NR,'-,"0.0199 unit decrease",NR,IL21,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,4:122589611
rs79360559-<b>?</b>,"2 x 10-9",,NR,'-,"0.0212 unit decrease",NR,FSTL5,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,4:161378979
rs7707252-<b>?</b>,"2 x 10-8",,NR,'-,"0.0198 unit increase",NR,Y_RNA,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,5:79544787
rs7969091-<b>?</b>,"2 x 10-9",,NR,'-,"0.0212 unit increase",NR,"DHH, RHEBL1","Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,12:49070666
rs12898460-<b>?</b>,"2 x 10-9",,NR,'-,"0.0211 unit decrease",NR,LINC02694,"Bipolar disorder vs ADHD (ordinary least squares (OLS))","attention deficit hyperactivity disorder, bipolar disorder",'-,GCST90016604,15:38694612
rs10922977-<b>T</b>,"3 x 10-8",,0.635,'-,"0.007 unit increase",[0.005-0.009],PKN2-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:88011051
rs12089815-<b>G</b>,"2 x 10-29",,0.453,'-,"0.014 unit increase",[0.012-0.016],"BARHL2, LINC02609","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:90724376
rs11165471-<b>G</b>,"3 x 10-9",,0.513,'-,"0.007 unit decrease",[0.005-0.009],LINC02607,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:95719282
rs505066-<b>C</b>,"3 x 10-9",,0.714,'-,"0.008 unit decrease",[0.006-0.01],"LINC01787, UBE2WP1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:96417115
rs333078-<b>C</b>,"4 x 10-9",,0.644,'-,"0.007 unit decrease",[0.005-0.009],AHCYL1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:109992292
rs1419079-<b>G</b>,"4 x 10-8",,0.252,'-,"0.007 unit increase",[0.005-0.009],"LINC01765, NGF-AS1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:115103534
rs4845556-<b>G</b>,"3 x 10-10",,0.521,'-,"0.007 unit increase",[0.005-0.009],TDRKH,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:151772382
rs3790613-<b>C</b>,"3 x 10-9",,0.876,'-,"0.01 unit increase",[0.0061-0.0139],UBAP2L,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:154238195
rs41264285-<b>C</b>,"7 x 10-10",,0.791,'-,"0.009 unit decrease",[0.007-0.011],ADAM15,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:155061442
rs9660091-<b>G</b>,"7 x 10-9",,0.612,'-,"0.007 unit decrease",[0.005-0.009],PBX1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:164763490
rs2901785-<b>G</b>,"1 x 10-10",,0.557,'-,"0.007 unit increase",[0.005-0.009],RABGAP1L-DT,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:174135605
rs12140293-<b>G</b>,"4 x 10-10",,0.811,'-,"0.009 unit increase",[0.0051-0.0129],"C1orf53, DENND1B","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:197840949
rs6660370-<b>C</b>,"1 x 10-8",,0.796,'-,"0.008 unit decrease",[0.006-0.01],LINC02789,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:199359802
rs11801229-<b>A</b>,"2 x 10-10",,0.857,'-,"0.01 unit increase",[0.0061-0.0139],LRRN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:204645347
rs35068223-<b>A</b>,"2 x 10-8",,0.794,'-,"0.008 unit decrease",[0.006-0.01],NFASC,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:204998058
rs823099-<b>C</b>,"1 x 10-10",,0.562,'-,"0.008 unit decrease",[0.006-0.01],"NUCKS1, Metazoa_SRP","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:205700194
rs1564879-<b>G</b>,"2 x 10-8",,0.528,'-,"0.007 unit increase",[0.005-0.009],PFKFB2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:207078173
rs12735671-<b>C</b>,"4 x 10-8",,0.666,'-,"0.007 unit increase",[0.005-0.009],"PLXNA2, LINC01735","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:208273841
rs7545279-<b>T</b>,"3 x 10-10",,0.791,'-,"0.008 unit increase",[0.006-0.01],SYT14,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:210002825
rs10157166-<b>C</b>,"8 x 10-9",,0.593,'-,"0.007 unit decrease",[0.005-0.009],SMYD2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:214311607
rs616523-<b>C</b>,"6 x 10-9",,0.501,'-,"0.007 unit decrease",[0.005-0.009],USH2A,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:216122856
rs12757183-<b>T</b>,"1 x 10-9",,0.802,'-,"0.009 unit increase",[0.007-0.011],ESRRG,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:216747031
rs12025326-<b>G</b>,"2 x 10-8",,0.964,'-,"0.017 unit decrease",[0.011-0.023],RAB3GAP2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:220188455
rs12736932-<b>G</b>,"1 x 10-8",,0.772,'-,"0.008 unit increase",[0.006-0.01],SIPA1L2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:232436292
rs4659704-<b>C</b>,"4 x 10-14",,0.442,'-,"0.009 unit decrease",[0.007-0.011],ACTN2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:236712957
rs4659805-<b>G</b>,"2 x 10-12",,0.391,'-,"0.008 unit decrease",[0.006-0.01],RYR2,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:237696455
rs3008657-<b>G</b>,"3 x 10-12",,0.338,'-,"0.009 unit decrease",[0.007-0.011],"AKT3, LINC02774","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,1:243860365
rs6711254-<b>G</b>,"2 x 10-22",,0.173,'-,"0.015 unit decrease",[0.011-0.019],"TMEM18, LINC01875","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:624210
rs1117894-<b>G</b>,"5 x 10-8",,0.273,'-,"0.007 unit increase",[0.005-0.009],"LINC00298, LINC01871","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:7856230
rs1022376-<b>T</b>,"6 x 10-12",,0.473,'-,"0.008 unit increase",[0.006-0.01],"RN7SL117P, LINC01822","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:21844341
rs4074442-<b>G</b>,"1 x 10-22",,0.603,'-,"0.012 unit decrease",[0.01-0.014],"RN7SL117P, RNA5SP87","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:22331242
rs13418451-<b>C</b>,"8 x 10-11",,0.479,'-,"0.008 unit increase",[0.006-0.01],LINC01830,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:22427316
rs1653771-<b>G</b>,"4 x 10-9",,0.467,'-,"0.007 unit increase",[0.005-0.009],KLHL29,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:23511104
rs176413-<b>G</b>,"4 x 10-18",,0.445,'-,"0.01 unit decrease",[0.008-0.012],BIRC6,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:32421779
rs4280439-<b>C</b>,"2 x 10-8",,0.395,'-,"0.007 unit decrease",[0.005-0.009],"MIR548AD, SMIM7P1","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:35432825
rs759362-<b>T</b>,"2 x 10-8",,0.476,'-,"0.007 unit decrease",[0.005-0.009],SLC8A1-AS1,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:40061447
rs62137124-<b>T</b>,"3 x 10-18",,0.882,'-,"0.016 unit increase",[0.012-0.02],"RNU6-566P, LRPPRC","Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:44021425
rs1004787-<b>G</b>,"1 x 10-32",,0.467,'-,"0.014 unit decrease",[0.012-0.016],LINC01833,"Externalizing behaviour (multivariate analysis)","attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement",'-,GCST90061435,2:44931952
