"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11848070-<b>C</b>,"6 x 10-6",,0.25,'-,'-,'-,PCNX1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,14:71040884
rs6085820-<b>A</b>,"9 x 10-6",,0.09,'-,'-,'-,'-,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,20:6999988
rs4145462-<b>T</b>,"1 x 10-6",,0.05,'-,'-,'-,MPZL1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,1:167749262
rs41458646-<b>G</b>,"8 x 10-6",,0.17,'-,'-,'-,'-,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,2:23016071
rs6738181-<b>A</b>,"5 x 10-6",,0.19,'-,'-,'-,DSTNP5,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,2:204263298
rs7638995-<b>A</b>,"2 x 10-6",,0.11,'-,'-,'-,"FRMD4B, LMOD3","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,3:69124224
rs11983798-<b>T</b>,"1 x 10-6",,0.08,'-,'-,'-,ATXN7L1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,7:105640741
rs6468852-<b>G</b>,"1 x 10-6",,0.13,'-,'-,'-,MAILR,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,8:102963761
rs9969729-<b>A</b>,"2 x 10-6",,0.08,'-,'-,'-,SLC25A6P5,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,9:105869669
rs12361953-<b>C</b>,"8 x 10-7",,0.15,'-,'-,'-,LUZP2,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,11:24589584
rs472926-<b>C</b>,"3 x 10-6",,0.15,'-,'-,'-,CDON,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,11:126035363
rs17767225-<b>T</b>,"8 x 10-6",,0.2,'-,'-,'-,"FOXN3, PCNX1","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001658,14:71199580
rs2075650-<b>G</b>,"9 x 10-116",,'-,4.48,'-,[NR],TOMM40,"Alzheimer's disease","Alzheimer disease",'-,GCST002422,19:44892362
rs249153-<b>C</b>,"4 x 10-7",,'-,1.41,'-,[NR],NDUFA12,"Alzheimer's disease","Alzheimer disease",'-,GCST002422,12:94930613
rs13178362-<b>T</b>,"7 x 10-7",,'-,1.3333,'-,[NR],HPRT1P2,"Alzheimer's disease","Alzheimer disease",'-,GCST002422,5:30178906
rs474951-<b>T</b>,"1 x 10-6",,'-,1.2658,'-,[NR],"MS4A2, MS4A3","Alzheimer's disease","Alzheimer disease",'-,GCST002422,11:60071148
rs1552244-<b>A</b>,"2 x 10-6",,'-,1.32,'-,[NR],"FANCD2OS, FANCD2","Alzheimer's disease","Alzheimer disease",'-,GCST002422,3:10093893
rs1992269-<b>A</b>,"1 x 10-6",,0.076,1.66,'-,[1.35-2.03],AIDAP3,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002954,18:1872316
rs802571-<b>T</b>,"1 x 10-6",(noncarrier),0.916,1.923077,'-,[1.47-2.50],CNTNAP2,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002954,7:146265094
rs11613092-<b>G</b>,"7 x 10-6",(noncarrier),0.093,1.64,'-,[1.32-2.04],SUDS3,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002954,12:118455443
rs75002042-<b>T</b>,"5 x 10-8","(adjusted for APOE)",0.92,1.59,'-,[1.33-1.85],FBXL7,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002983,5:15669858
rs7431992-<b>A</b>,"2 x 10-6","(adjusted for APOE)",0.1,1.46,'-,[1.25-1.71],CACNA2D3,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002983,3:54319213
rs394819-<b>T</b>,"8 x 10-11",,0.07,1.89,'-,[1.55-2.3],TOMM40,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002983,19:44901322
rs429358-<b>C</b>,"3 x 10-7",,0.2968,2.256,'-,[1.6552-3.0749],APOE,"Alzheimer's disease","Alzheimer disease",'-,GCST90013665,19:44908684
rs4509693-<b>?</b>,"6 x 10-6",,0.18,'-,'-,'-,PAX2,"Alzheimer's disease","Alzheimer disease",'-,GCST000484,10:100741814
rs7539409-<b>?</b>,"1 x 10-6",,0.18,'-,'-,'-,LINC01725,"Alzheimer's disease","Alzheimer disease",'-,GCST000484,1:83789052
rs9390537-<b>?</b>,"8 x 10-6",,0.22,'-,'-,'-,'-,"Alzheimer's disease","Alzheimer disease",'-,GCST000484,6:148102235
rs690705-<b>?</b>,"6 x 10-7",,0.25,'-,'-,'-,VDAC1P12,"Alzheimer's disease","Alzheimer disease",'-,GCST000484,13:34080781
rs2075650-<b>?</b>,"3 x 10-11",,0.15,'-,'-,'-,TOMM40,"Alzheimer's disease","Alzheimer disease",'-,GCST000484,19:44892362
rs4420638-<b>?</b>,"1 x 10-39",,NR,'-,'-,'-,"APOC1P1, APOC1","Alzheimer's disease","Alzheimer disease",'-,GCST000121,19:44919689
rs4420638-<b>?</b>,"1 x 10-39",,NR,4.01,'-,[NR],"APOC1P1, APOC1","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000018,19:44919689
rs4676049-<b>A</b>,"4 x 10-8",,0.08,1.76,'-,[1.44-2.15],EDAR,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000808,2:109018801
rs2075650-<b>G</b>,"5 x 10-36",,0.20,2.94,'-,[2.48-3.47],TOMM40,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000808,19:44892362
rs6859-<b>A</b>,"1 x 10-7",,0.46,1.41,'-,[1.24-1.60],NECTIN2,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000808,19:44878777
rs11754661-<b>A</b>,"2 x 10-10",,0.07,2.1,'-,[1.67-2.64],MTHFD1L,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000808,6:150885942
rs17006206-<b>G</b>,"2 x 10-6",,0.10,2.05,'-,[1.52-2.76],SLC4A1AP,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,2:27684606
rs956225-<b>A</b>,"9 x 10-6",,NR,3.33,'-,[1.96-5.56],HAS2-AS1,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,8:121897448
rs340849-<b>?</b>,"8 x 10-6",,NR,1.69,'-,[1.33-2.13],PROX1-AS1,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,1:213944747
rs11889338-<b>A</b>,"9 x 10-6",,0.26,1.55,'-,[1.28-1.88],ZFYVE9P2,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,2:17246318
rs2221154-<b>?</b>,"3 x 10-6",,NR,1.75,'-,[1.39-2.22],RBMS3,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,3:28887369
rs1923775-<b>T</b>,"6 x 10-6",,0.25,1.6,'-,[1.30-1.95],"POLN, HAUS3","Alzheimer's disease","Alzheimer disease",'-,GCST001342,4:2101369
rs10273775-<b>G</b>,"9 x 10-6",,0.42,1.52,'-,[1.27-1.84],CNTNAP2,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,7:147200311
rs10850408-<b>?</b>,"9 x 10-7",,NR,1.59,'-,[1.32-1.92],'-,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,12:114942588
rs912330-<b>?</b>,"4 x 10-6",,NR,1.85,'-,[1.43-2.44],STK24,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,13:98479040
rs6859-<b>A</b>,"5 x 10-7",,NR,1.58,'-,[NR],NECTIN2,"Alzheimer's disease","Alzheimer disease",'-,GCST001342,19:44878777
rs17511627-<b>C</b>,"5 x 10-6",,0.17,1.75,'-,[1.37-2.22],"ATP8A2P3, RNF6","Alzheimer's disease","Alzheimer disease",'-,GCST001342,13:26150190
rs1562990-<b>?</b>,"4 x 10-11",,0.58,1.14,'-,[1.10-1.18],MS4A4A,"Alzheimer's disease","Alzheimer disease",'-,GCST001087,11:60255614
rs157580-<b>?</b>,"8 x 10-89",,NR,1.69,'-,[NR],TOMM40,"Alzheimer's disease","Alzheimer disease",'-,GCST001087,19:44892009
rs536841-<b>?</b>,"3 x 10-9",,NR,1.16,'-,[NR],"PICALM, RNU6-560P","Alzheimer's disease","Alzheimer disease",'-,GCST001087,11:86076782
rs569214-<b>?</b>,"4 x 10-8",,NR,1.14,'-,[NR],"CLU, SCARA3","Alzheimer's disease","Alzheimer disease",'-,GCST001087,8:27630273
rs744373-<b>?</b>,"2 x 10-9",,NR,1.18,'-,[NR],"BIN1, NIFKP9","Alzheimer's disease","Alzheimer disease",'-,GCST001087,2:127137039
"rs9331888-<b>G</b>, rs2279590-<b>C</b>, rs11136000-<b>C</b>","6 x 10-10",,0.26,1.22,'-,[1.14-1.29],"CLU; CLU; No mapped genes","Alzheimer's disease","Alzheimer disease",'-,GCST000480,8:27611345|8:27598736
"rs6656401-<b>A</b>, rs3818361-<b>A</b>","3 x 10-10",(AA),0.18,1.22,'-,[1.15-1.30],"CR1; CR1","Alzheimer's disease","Alzheimer disease",'-,GCST000480,1:207518704|1:207611623
rs2075650-<b>?</b>,"2 x 10-16",,0.90,'-,'-,'-,TOMM40,"Alzheimer's disease","Alzheimer disease",'-,GCST000480,19:44892362
rs4420638-<b>?</b>,"8 x 10-149",,NR,3.45,'-,[NR],"APOC1P1, APOC1","Alzheimer's disease","Alzheimer disease",'-,GCST001529,19:44919689
rs11738335-<b>?</b>,"5 x 10-6",,NR,1.2,'-,[NR],C5orf64,"Alzheimer's disease","Alzheimer disease",'-,GCST001529,5:61654384
rs12808148-<b>?</b>,"1 x 10-6",,NR,1.23,'-,[NR],"MMP12, MMP3","Alzheimer's disease","Alzheimer disease",'-,GCST001529,11:102862432
rs1357692-<b>?</b>,"9 x 10-6",,NR,1.16,'-,[NR],DHFRP3,"Alzheimer's disease","Alzheimer disease",'-,GCST001529,2:107062032
rs7561528-<b>?</b>,"6 x 10-11",,NR,1.25,'-,[NR],"BIN1, NIFKP9","Alzheimer's disease","Alzheimer disease",'-,GCST001529,2:127132061
rs17817600-<b>?</b>,"2 x 10-8",,NR,1.33,'-,[NR],PICALM,"Alzheimer's disease","Alzheimer disease",'-,GCST001529,11:85966428
rs3748140-<b>?</b>,"3 x 10-7",,NR,2.43,'-,[NR],PPP1R3B,"Alzheimer's disease","Alzheimer disease",'-,GCST001529,8:9141509
rs6856768-<b>?</b>,"5 x 10-6",,NR,1.18,'-,[NR],RN7SKP199,"Alzheimer's disease","Alzheimer disease",'-,GCST001529,4:30466544
rs12989701-<b>?</b>,"3 x 10-10",,NR,1.23,'-,[NR],"BIN1, NIFKP9","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000986,2:127130409
rs744373-<b>?</b>,"1 x 10-10",,NR,1.19,'-,[NR],"BIN1, NIFKP9","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000986,2:127137039
rs4420638-<b>?</b>,"2 x 10-44",,NR,'-,'-,'-,"APOC1P1, APOC1","Alzheimer's disease","Alzheimer disease",'-,GCST000124,19:44919689
rs9832461-<b>A</b>,"4 x 10-6",,0.24,'-,"3785.6 unit increase",[NR],NFU1P1,"Brain structure (temporal lobe volume)","Alzheimer disease",'-,GCST000614,3:39708102
rs1448284-<b>T</b>,"2 x 10-6",,0.03,'-,"9939.9 unit increase",[NR],MAPRE1P2,"Brain structure (temporal lobe volume)","Alzheimer disease",'-,GCST000614,4:33078033
rs11055612-<b>C</b>,"3 x 10-6",,0.5,'-,"3371.6 unit decrease",[NR],GRIN2B,"Brain structure (temporal lobe volume)","Alzheimer disease",'-,GCST000614,12:13770394
rs7155434-<b>A</b>,"8 x 10-6",,0.27,'-,"3643 unit increase",[NR],NRXN3,"Brain structure (temporal lobe volume)","Alzheimer disease",'-,GCST000614,14:78308963
rs2456930-<b>G</b>,"3 x 10-7",,0.38,'-,"3843.9 unit increase",[NR],TLN2,"Brain structure (temporal lobe volume)","Alzheimer disease",'-,GCST000614,15:62395140
rs11218343-<b>?</b>,"2 x 10-9",,0.96,1.23,'-,[1.15-1.33],SORL1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001947,11:121564878
rs519113-<b>G</b>,"5 x 10-39",(Japanese),0.29,2.09,'-,[1.87-2.34],NECTIN2,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001947,19:44873027
rs115550680-<b>G</b>,"2 x 10-9",,0.07,1.79,'-,[1.47-2.12],ABCA7,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001963,19:1050421
rs145848414-<b>A</b>,"7 x 10-8",,0.04,2.29,'-,[1.69-3.09],"HIGD1AP3, SUMO2P6","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST001963,5:174587111
rs3764650-<b>?</b>,"5 x 10-17",,0.10,1.23,'-,[1.18-1.30],ABCA7,"Alzheimer's disease","Alzheimer disease",'-,GCST001025,19:1046521
rs610932-<b>?</b>,"2 x 10-14",,0.58,1.11,'-,[1.09-1.15],"MS4A6A, LINC02705","Alzheimer's disease","Alzheimer disease",'-,GCST001025,11:60171834
rs3818361-<b>?</b>,"4 x 10-14",,0.19,1.18,'-,[1.13-1.24],CR1,"Alzheimer's disease","Alzheimer disease",'-,GCST001025,1:207611623
rs744373-<b>?</b>,"3 x 10-14",,0.29,1.17,'-,[1.12-1.21],"BIN1, NIFKP9","Alzheimer's disease","Alzheimer disease",'-,GCST001025,2:127137039
rs2061333-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,"ZNF225, ZNF224","Alzheimer's disease","Alzheimer disease",'-,GCST000310,19:44110055
rs11610206-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,"PCED1B, PPIAP45","Alzheimer's disease","Alzheimer disease",'-,GCST000310,12:47245743
rs12044355-<b>?</b>,"9 x 10-6",,NR,'-,'-,'-,"TSNAX-DISC1, DISC1","Alzheimer's disease","Alzheimer disease",'-,GCST000310,1:231708601
rs2573905-<b>?</b>,"2 x 10-7",,0.46,1.29,'-,[1.17-1.42],PCDH11X,"Alzheimer's disease","Alzheimer disease",'-,GCST000315,X:92147221
rs11136000-<b>?</b>,"9 x 10-10",,0.60,1.16,'-,[1.11-1.22],'-,"Alzheimer's disease","Alzheimer disease",'-,GCST000479,"Mapping not available"
rs3851179-<b>?</b>,"1 x 10-9",,0.63,1.16,'-,[1.11-1.22],"RNU6-560P, LINC02695","Alzheimer's disease","Alzheimer disease",'-,GCST000479,11:86157598
rs2075650-<b>?</b>,"2 x 10-157",,0.15,2.53,'-,[2.37-2.71],TOMM40,"Alzheimer's disease","Alzheimer disease",'-,GCST000479,19:44892362
rs6859-<b>A</b>,"6 x 10-14",,NR,'-,'-,'-,NECTIN2,"Alzheimer's disease","Alzheimer disease",'-,GCST000237,19:44878777
rs727153-<b>C</b>,"3 x 10-6",,0.52,1.63,'-,[1.37-1.95],LRAT,"Alzheimer's disease","Alzheimer disease",'-,GCST000237,4:154733269
rs2373115-<b>G</b>,"1 x 10-10",,0.70,4.06,'-,[2.81-14.69],GAB2,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST000046,11:78380104
"rs7081208-<b>A</b>, rs17314229-<b>C</b>, rs2446581-<b>A</b>","1 x 10-10",,0.028,1.68,'-,[1.43-1.96],"FRMD4A; No mapped genes; No mapped genes","Alzheimer's disease","Alzheimer disease",'-,GCST001449,10:13949865
rs2421847-<b>?</b>,"9 x 10-7",,0.04,'-,"0.26 unit decrease",'-,PRRC2C,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,1:171588461
rs12091371-<b>?</b>,"7 x 10-8",,0.07,'-,"0.17 unit decrease",'-,FMN2,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,1:240441752
rs6738962-<b>?</b>,"1 x 10-8",,0.04,'-,"0.18 unit decrease",'-,CTNNA2,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,2:80054047
rs78022502-<b>?</b>,"2 x 10-6",,0.06,'-,"0.23 unit decrease",'-,LIMS2,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,2:127638592
rs538867-<b>?</b>,"1 x 10-7",,0.03,'-,"0.26 unit decrease",'-,MOBP,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,3:39471787
rs78647349-<b>?</b>,"5 x 10-7",,0.04,'-,"0.3 unit decrease",'-,STK32B,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,4:5235426
rs340635-<b>?</b>,"2 x 10-7",,0.03,'-,"0.23 unit decrease",'-,AFF1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,4:87010252
rs4700060-<b>?</b>,"1 x 10-8",,0.1,'-,"0.21 unit decrease",'-,ANKRD55,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:56214829
rs112724034-<b>?</b>,"9 x 10-13",,0.03,'-,"0.31 unit decrease",'-,PGAM5P1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:109885325
rs77636885-<b>?</b>,"2 x 10-6",,0.03,'-,"0.3 unit decrease",'-,CAMK4,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:111383489
rs116348108-<b>?</b>,"9 x 10-7",,0.04,'-,"0.28 unit decrease",'-,DMXL1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:119099432
rs143954261-<b>?</b>,"8 x 10-7",,0.04,'-,"0.29 unit decrease",'-,MEGF10,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:127393758
rs146579248-<b>?</b>,"4 x 10-7",,0.04,'-,"0.21 unit decrease",'-,LINC01184,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:128046610
rs148763909-<b>?</b>,"1 x 10-8",,0.03,'-,"0.15 unit decrease",'-,SAP30L,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,5:154457546
rs117780815-<b>?</b>,"6 x 10-7",,0.03,'-,"0.31 unit decrease",'-,NKAIN2,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,6:124005082
rs11154851-<b>?</b>,"1 x 10-8",,0.04,'-,"0.25 unit decrease",'-,PDE7B,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,6:136046867
rs75253868-<b>?</b>,"2 x 10-6",,0.03,'-,"0.26 unit decrease",'-,PLEKHG1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,6:150781694
rs58370486-<b>?</b>,"6 x 10-11",,0.03,'-,"0.36 unit decrease",'-,BZW2,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,7:16668236
rs1861525-<b>?</b>,"2 x 10-7",,0.03,'-,"0.25 unit decrease",'-,CYCS,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,7:25121983
rs2392492-<b>?</b>,"1 x 10-6",,0.04,'-,"0.32 unit decrease",'-,ELMO1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,7:37325592
rs11770757-<b>?</b>,"5 x 10-7",,0.04,'-,"0.16 unit decrease",'-,EXOC4,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,7:134063193
rs73660619-<b>?</b>,"8 x 10-7",,0.06,'-,"0.26 unit decrease",'-,CSMD1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,8:3230651
rs7009219-<b>?</b>,"5 x 10-7",,0.06,'-,"0.16 unit decrease",'-,ST18,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,8:52301705
rs4836694-<b>?</b>,"7 x 10-7",,0.11,'-,"0.21 unit decrease",'-,NCS1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,9:130177513
rs118048115-<b>?</b>,"6 x 10-7",,0.04,'-,"0.34 unit decrease",'-,PLPP4,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,10:120519964
rs11023139-<b>?</b>,"7 x 10-11",,0.05,'-,"0.31 unit decrease",'-,SPON1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,11:14202800
rs326946-<b>?</b>,"7 x 10-7",,0.17,'-,"0.16 unit decrease",'-,ARHGAP20,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,11:110628530
rs147845115-<b>?</b>,"3 x 10-7",,0.03,'-,"0.29 unit decrease",'-,SLC4A8,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,12:51484976
rs61144803-<b>?</b>,"5 x 10-8",,0.04,'-,"0.16 unit decrease",'-,CRADD,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,12:93841389
rs1399439-<b>?</b>,"4 x 10-7",,0.04,'-,"0.2 unit decrease",'-,ANO4,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,12:100827461
rs143258881-<b>?</b>,"7 x 10-8",,0.03,'-,"0.29 unit decrease",'-,GPC6,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,13:93293605
rs17393344-<b>?</b>,"2 x 10-8",,0.06,'-,"0.26 unit decrease",'-,MYO16,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,13:108821598
rs115102486-<b>?</b>,"2 x 10-8",,0.03,'-,"0.31 unit decrease",'-,CLMN,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,14:95298227
rs74006954-<b>?</b>,"3 x 10-7",,0.03,'-,"0.28 unit decrease",'-,GABRG3,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,15:27467498
rs17301739-<b>?</b>,"2 x 10-6",,0.07,'-,"0.28 unit decrease",'-,"LIPC-AS1, LIPC, ALDH1A2","Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,15:58438440
rs8045064-<b>?</b>,"4 x 10-8",,0.05,'-,"0.21 unit decrease",'-,"LINC01567, TNRC6A","Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,16:24664268
rs9934540-<b>?</b>,"4 x 10-7",,0.03,'-,"0.25 unit decrease",'-,VAT1L,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,16:77842866
rs4794202-<b>?</b>,"8 x 10-8",,0.08,'-,"0.19 unit decrease",'-,SP6,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,17:47853173
rs117964204-<b>?</b>,"1 x 10-9",,0.04,'-,"0.28 unit decrease",'-,CACNA1G,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,17:50614721
rs72832584-<b>?</b>,"1 x 10-11",,0.05,'-,"0.3 unit decrease",'-,BCAS3,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,17:61215075
rs7245858-<b>?</b>,"2 x 10-6",,0.04,'-,"0.28 unit decrease",'-,PPIAP59,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,19:50927340
rs34972666-<b>?</b>,"3 x 10-8",,0.11,'-,"0.23 unit decrease",'-,TGM6,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,20:2404326
rs75617873-<b>?</b>,"5 x 10-7",,0.03,'-,"0.17 unit decrease",'-,PARVB,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,22:44130225
rs17172199-<b>?</b>,"1 x 10-6",,0.08,'-,"0.28 unit decrease",'-,HECW1,"Alzheimer's disease (cognitive decline)","Alzheimer disease",'-,GCST001915,7:43337677
rs3865444-<b>C</b>,"3 x 10-6",,0.693,1.06,'-,[1.04-1.1],"SIGLEC22P, CD33","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,19:51224706
rs2718058-<b>A</b>,"5 x 10-9",,0.627,1.0753,'-,[1.05-1.11],"GPR141, EPDR1","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,7:37801932
rs7274581-<b>T</b>,"3 x 10-8",,0.917,1.1364,'-,[1.09-1.19],CASS4,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,20:56443204
rs11218343-<b>T</b>,"1 x 10-14",,0.961,1.2987,'-,[1.22-1.39],SORL1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,11:121564878
rs6656401-<b>A</b>,"6 x 10-24",,0.197,1.18,'-,[1.14-1.22],CR1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,1:207518704
rs6733839-<b>T</b>,"7 x 10-44",,0.409,1.22,'-,[1.18-1.25],"BIN1, NIFKP9","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,2:127135234
rs10948363-<b>G</b>,"5 x 10-11",,0.266,1.1,'-,[1.07-1.13],CD2AP,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,6:47520026
rs11771145-<b>G</b>,"1 x 10-13",,0.662,1.1111,'-,[1.08-1.14],EPHA1-AS1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,7:143413669
rs9331896-<b>T</b>,"3 x 10-25",,0.621,1.1628,'-,[1.12-1.19],CLU,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,8:27610169
rs983392-<b>A</b>,"6 x 10-16",,0.597,1.1111,'-,[1.09-1.15],"LINC02705, MS4A2","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,11:60156035
rs10792832-<b>G</b>,"9 x 10-26",,0.642,1.1494,'-,[1.12-1.18],"RNU6-560P, LINC02695","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,11:86156833
rs4147929-<b>A</b>,"1 x 10-15",,0.19,1.15,'-,[1.11-1.19],ABCA7,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,19:1063444
rs35349669-<b>T</b>,"3 x 10-8",,0.488,1.08,'-,[1.05-1.11],INPP5D,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,2:233159830
rs190982-<b>A</b>,"3 x 10-8",,0.592,1.0753,'-,[1.05-1.11],MEF2C-AS1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,5:88927603
rs1476679-<b>T</b>,"6 x 10-10",,0.713,1.0989,'-,[1.06-1.12],ZCWPW1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,7:100406823
rs10838725-<b>C</b>,"1 x 10-8",,0.316,1.08,'-,[1.05-1.11],CELF1,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,11:47536319
rs17125944-<b>C</b>,"8 x 10-9",,0.092,1.14,'-,[1.09-1.19],FERMT2,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,14:52933911
rs9271192-<b>C</b>,"3 x 10-12",,0.276,1.11,'-,[1.08-1.18],"HLA-DRB1, HLA-DQA1","Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,6:32610753
rs28834970-<b>C</b>,"7 x 10-14",,0.366,1.1,'-,[1.08-1.13],PTK2B,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,8:27337604
rs10498633-<b>G</b>,"6 x 10-9",,0.783,1.0989,'-,[1.06-1.14],SLC24A4,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,14:92460608
rs6678275-<b>C</b>,"3 x 10-7",,0.169,1.09,'-,[1.05-1.13],'-,"Alzheimer's disease (late onset)","Alzheimer disease",'-,GCST002245,1:193656103
