"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs6818069-<b>G</b>,"4 x 10-7",,0.2526,'-,"0.0069 unit increase",[0.0042-0.0096],'-,"Depression (broad)","unipolar depression",'-,GCST005902,4:130232015
rs4475190-<b>C</b>,"5 x 10-7",,0.2681,'-,"0.0068 unit decrease",[0.0043-0.0093],LINC00499,"Depression (broad)","unipolar depression",'-,GCST005902,4:138715045
rs2028526-<b>C</b>,"5 x 10-7",,0.349,'-,"0.0062 unit increase",[0.0038-0.0086],"RNU6-334P, LINC02163","Depression (broad)","unipolar depression",'-,GCST005902,5:104430453
rs40465-<b>G</b>,"4 x 10-10",,0.3319,'-,"0.0078 unit increase",[0.0053-0.0103],'-,"Depression (broad)","unipolar depression",'-,GCST005902,5:104646025
rs323509-<b>C</b>,"3 x 10-9",,0.6771,'-,"0.0074 unit decrease",[0.0049-0.0099],RNU6-334P,"Depression (broad)","unipolar depression",'-,GCST005902,5:104746478
rs10035449-<b>C</b>,"2 x 10-7",,0.5358,'-,"0.0061 unit increase",[0.0037-0.0085],'-,"Depression (broad)","unipolar depression",'-,GCST005902,5:165059061
rs564483817-<b>C</b>,"3 x 10-7",,0.3761,'-,"0.0062 unit decrease",[0.0038-0.0086],LINC01938,"Depression (broad)","unipolar depression",'-,GCST005902,5:165239475
rs62383381-<b>C</b>,"9 x 10-7",,0.1644,'-,"0.0078 unit increase",[0.0047-0.0109],TENM2,"Depression (broad)","unipolar depression",'-,GCST005902,5:168029174
rs12189861-<b>A</b>,"7 x 10-7",,0.1053,'-,"0.0095 unit increase",[0.0058-0.0132],DCDC2,"Depression (broad)","unipolar depression",'-,GCST005902,6:24274224
rs68006638-<b>A</b>,"6 x 10-7",,0.0938,'-,"0.0102 unit decrease",[0.0063-0.0141],"H2AC1, SCGN","Depression (broad)","unipolar depression",'-,GCST005902,6:25710343
rs75782365-<b>G</b>,"6 x 10-9",,0.1045,'-,"0.0112 unit decrease",[0.0075-0.0149],BTN3A1,"Depression (broad)","unipolar depression",'-,GCST005902,6:26408323
rs45527431-<b>G</b>,"2 x 10-9",,0.1052,'-,"0.0115 unit decrease",[0.0078-0.0152],ABT1,"Depression (broad)","unipolar depression",'-,GCST005902,6:26599281
rs35144506-<b>G</b>,"5 x 10-9",,0.1183,'-,"0.0114 unit decrease",[0.0077-0.0151],'-,"Depression (broad)","unipolar depression",'-,GCST005902,6:26762393
rs66975207-<b>C</b>,"7 x 10-9",,0.1059,'-,"0.0111 unit decrease",[0.0074-0.0148],LINC00240,"Depression (broad)","unipolar depression",'-,GCST005902,6:26974367
rs55834529-<b>G</b>,"3 x 10-9",,0.1059,'-,"0.0114 unit decrease",[0.0077-0.0151],'-,"Depression (broad)","unipolar depression",'-,GCST005902,"Mapping not available"
rs7749305-<b>C</b>,"4 x 10-11",,0.1209,'-,"0.0119 unit decrease",[0.0084-0.0154],"ZNF184, HNRNPA1P1","Depression (broad)","unipolar depression",'-,GCST005902,6:27478787
rs35715914-<b>T</b>,"8 x 10-11",,0.1076,'-,"0.0125 unit decrease",[0.0088-0.0162],"RPL8P1, RNU6-471P","Depression (broad)","unipolar depression",'-,GCST005902,6:27624224
rs483143-<b>C</b>,"8 x 10-12",,0.1277,'-,"0.0121 unit decrease",[0.0086-0.0156],"H4C13, H3C12","Depression (broad)","unipolar depression",'-,GCST005902,6:27878966
rs13197574-<b>C</b>,"1 x 10-11",,0.1103,'-,"0.0128 unit decrease",[0.0091-0.0165],"ZSCAN12P1, ZSCAN16-AS1","Depression (broad)","unipolar depression",'-,GCST005902,6:28092461
rs35017208-<b>T</b>,"1 x 10-12",,0.1109,'-,"0.0133 unit decrease",[0.0096-0.017],"ZSCAN12, ZKSCAN3","Depression (broad)","unipolar depression",'-,GCST005902,6:28377505
rs13191038-<b>C</b>,"4 x 10-12",,0.1101,'-,"0.0131 unit decrease",[0.0094-0.0168],GPX6,"Depression (broad)","unipolar depression",'-,GCST005902,6:28515140
rs13194504-<b>A</b>,"1 x 10-11",,0.1122,'-,"0.0127 unit decrease",[0.009-0.0164],"LINC00533, RPSAP2","Depression (broad)","unipolar depression",'-,GCST005902,6:28662914
rs9257248-<b>T</b>,"4 x 10-11",,0.114,'-,"0.0123 unit decrease",[0.0086-0.016],"LINC01623, NOP56P1","Depression (broad)","unipolar depression",'-,GCST005902,6:28835514
rs3129791-<b>A</b>,"2 x 10-11",,0.1148,'-,"0.0125 unit decrease",[0.0088-0.0162],HCG15,"Depression (broad)","unipolar depression",'-,GCST005902,6:28986516
rs4947263-<b>T</b>,"3 x 10-12",,0.1178,'-,"0.0127 unit decrease",[0.0092-0.0162],"OR2J2, OR2J3","Depression (broad)","unipolar depression",'-,GCST005902,6:29165865
rs9257681-<b>G</b>,"2 x 10-12",,0.1151,'-,"0.0131 unit decrease",[0.0094-0.0168],"OR2U2P, OR14J1","Depression (broad)","unipolar depression",'-,GCST005902,6:29287205
rs2523443-<b>A</b>,"1 x 10-12",,0.1188,'-,"0.013 unit decrease",[0.0095-0.0165],OR11A1,"Depression (broad)","unipolar depression",'-,GCST005902,6:29447687
rs1233393-<b>G</b>,"8 x 10-13",,0.1223,'-,"0.0129 unit decrease",[0.0094-0.0164],GABBR1,"Depression (broad)","unipolar depression",'-,GCST005902,6:29581876
rs9258375-<b>G</b>,"1 x 10-12",,0.122,'-,"0.0131 unit decrease",[0.0094-0.0168],"HLA-V, IFITM4P","Depression (broad)","unipolar depression",'-,GCST005902,6:29785031
rs3132685-<b>A</b>,"2 x 10-13",,0.1302,'-,"0.0131 unit decrease",[0.0096-0.0166],HCG9,"Depression (broad)","unipolar depression",'-,GCST005902,6:29978172
rs2517601-<b>C</b>,"5 x 10-13",,0.1326,'-,"0.0126 unit decrease",[0.0093-0.0159],"TRIM31-AS1, TRIM31","Depression (broad)","unipolar depression",'-,GCST005902,6:30106295
rs3130116-<b>C</b>,"6 x 10-13",,0.1391,'-,"0.0124 unit decrease",[0.0091-0.0157],"UBQLN1P1, MICC","Depression (broad)","unipolar depression",'-,GCST005902,6:30397671
rs28894081-<b>A</b>,"1 x 10-7",,0.0655,'-,"0.0126 unit increase",[0.0079-0.0173],"HLA-E, LINC02569","Depression (broad)","unipolar depression",'-,GCST005902,6:30514699
rs2284174-<b>C</b>,"1 x 10-12",,0.2189,'-,"0.0102 unit decrease",[0.0075-0.0129],HCG20,"Depression (broad)","unipolar depression",'-,GCST005902,6:30745803
rs3131781-<b>G</b>,"9 x 10-9",,0.1445,'-,"0.0097 unit decrease",[0.0064-0.013],"NAPGP2, MUC21","Depression (broad)","unipolar depression",'-,GCST005902,6:30969955
rs28732092-<b>T</b>,"5 x 10-7",,0.0787,'-,"0.011 unit increase",[0.0067-0.0153],"RNU6-1133P, C6orf15","Depression (broad)","unipolar depression",'-,GCST005902,6:31084855
rs2596505-<b>T</b>,"1 x 10-8",,0.1681,'-,"0.009 unit decrease",[0.0059-0.0121],"HLA-B, LINC02571","Depression (broad)","unipolar depression",'-,GCST005902,6:31351008
rs2736155-<b>C</b>,"6 x 10-7",,0.478,'-,"0.0059 unit increase",[0.0035-0.0083],PRRC2A,"Depression (broad)","unipolar depression",'-,GCST005902,6:31637422
rs537160-<b>G</b>,"3 x 10-7",,0.6394,'-,"0.0063 unit increase",[0.0039-0.0087],CFB,"Depression (broad)","unipolar depression",'-,GCST005902,6:31948623
rs56366527-<b>A</b>,"2 x 10-7",,0.3855,'-,"0.0062 unit decrease",[0.0038-0.0086],"LINC01016, MLN","Depression (broad)","unipolar depression",'-,GCST005902,6:33838164
rs76736233-<b>C</b>,"3 x 10-7",,0.1338,'-,"0.009 unit increase",[0.0055-0.0125],ADH5P4,"Depression (broad)","unipolar depression",'-,GCST005902,6:65936845
rs112348907-<b>G</b>,"2 x 10-8",,0.2959,'-,"0.0073 unit increase",[0.0048-0.0098],KCNQ5,"Depression (broad)","unipolar depression",'-,GCST005902,6:72878230
rs10447426-<b>A</b>,"3 x 10-7",,0.0428,'-,"0.0153 unit decrease",[0.0094-0.0212],DDO,"Depression (broad)","unipolar depression",'-,GCST005902,6:110400547
rs2876520-<b>G</b>,"2 x 10-7",,0.4665,'-,"0.0062 unit increase",[0.0038-0.0086],HIVEP2,"Depression (broad)","unipolar depression",'-,GCST005902,6:142675481
rs3807865-<b>A</b>,"7 x 10-12",,0.4117,'-,"0.0082 unit increase",[0.0058-0.0106],"THSD7A, TMEM106B","Depression (broad)","unipolar depression",'-,GCST005902,7:12210776
rs6466512-<b>A</b>,"8 x 10-7",,0.4172,'-,"0.0059 unit decrease",[0.0035-0.0083],LINC01392,"Depression (broad)","unipolar depression",'-,GCST005902,7:115202520
rs2402273-<b>C</b>,"2 x 10-9",,0.4094,'-,"0.0072 unit increase",[0.0048-0.0096],CTTNBP2,"Depression (broad)","unipolar depression",'-,GCST005902,7:117960370
rs144369419-<b>T</b>,"5 x 10-7",,0.0114,'-,"0.0301 unit decrease",[0.018-0.042],'-,"Depression (broad)","unipolar depression",'-,GCST005902,7:153124547
rs10809385-<b>A</b>,"6 x 10-8",,0.4042,'-,"0.0065 unit decrease",[0.0041-0.0089],'-,"Depression (broad)","unipolar depression",'-,GCST005902,9:11208995
rs56116032-<b>G</b>,"8 x 10-8",,0.2215,'-,"0.0076 unit decrease",[0.0049-0.0103],'-,"Depression (broad)","unipolar depression",'-,GCST005902,9:11453149
rs10959926-<b>C</b>,"6 x 10-8",,0.2175,'-,"0.0078 unit decrease",[0.0051-0.0105],'-,"Depression (broad)","unipolar depression",'-,GCST005902,9:11553382
rs10960103-<b>G</b>,"5 x 10-8",,0.2273,'-,"0.0076 unit decrease",[0.0049-0.0103],"JKAMPP1, AKAP8P1","Depression (broad)","unipolar depression",'-,GCST005902,9:11699270
rs263575-<b>A</b>,"2 x 10-8",,0.4601,'-,"0.0066 unit decrease",[0.0042-0.009],RN7SL720P,"Depression (broad)","unipolar depression",'-,GCST005902,9:17033842
rs73474148-<b>C</b>,"7 x 10-8",,0.1095,'-,"0.0102 unit decrease",[0.0065-0.0139],'-,"Depression (broad)","unipolar depression",'-,GCST005902,9:25236861
rs7030813-<b>T</b>,"4 x 10-7",,0.3739,'-,"0.0062 unit increase",[0.0038-0.0086],PAX5,"Depression (broad)","unipolar depression",'-,GCST005902,9:36999372
rs6131010-<b>G</b>,"7 x 10-8",,0.7402,'-,"0.0073 unit decrease",[0.0048-0.0098],"NCOA5, RPL13P2","Depression (broad)","unipolar depression",'-,GCST005902,20:46095666
rs143502921-<b>C</b>,"1 x 10-7",,0.1807,'-,"0.009 unit increase",[0.0057-0.0123],CDH4,"Depression (broad)","unipolar depression",'-,GCST005902,20:61252175
rs10762080-<b>G</b>,"6 x 10-7",,0.5858,'-,"0.006 unit decrease",[0.0036-0.0084],CTNNA3,"Depression (broad)","unipolar depression",'-,GCST005902,10:66637687
rs11599236-<b>C</b>,"8 x 10-8",,0.4091,'-,"0.0065 unit decrease",[0.0041-0.0089],SORCS3,"Depression (broad)","unipolar depression",'-,GCST005902,10:104694914
rs1021363-<b>G</b>,"1 x 10-8",,0.6422,'-,"0.007 unit decrease",[0.0046-0.0094],SORCS3,"Depression (broad)","unipolar depression",'-,GCST005902,10:104851081
rs12049330-<b>G</b>,"6 x 10-6",,0.14,1.44,'-,'-,ATXN7L2,"Major depressive disorder","unipolar depression",'-,GCST000578,1:109488566
rs2828520-<b>G</b>,"4 x 10-7",,0.31,1.35,'-,'-,'-,"Major depressive disorder","unipolar depression",'-,GCST000578,21:23770802
rs6537837-<b>T</b>,"1 x 10-6",,0.17,1.43,'-,'-,GNAI3,"Major depressive disorder","unipolar depression",'-,GCST000578,1:109577110
rs882632-<b>T</b>,"2 x 10-6",,0.29,1.34,'-,'-,"PCARE, TOGARAM2","Major depressive disorder","unipolar depression",'-,GCST000578,2:29057895
rs10514718-<b>C</b>,"4 x 10-6",,0.94,2.12,'-,'-,'-,"Major depressive disorder","unipolar depression",'-,GCST000578,3:61428140
rs9572423-<b>G</b>,"9 x 10-6",,0.88,1.54,'-,'-,LINC00540,"Major depressive disorder","unipolar depression",'-,GCST000578,13:70272071
rs270545-<b>G</b>,"1 x 10-6",,0.69,1.37,'-,'-,LINC02119,"Major depressive disorder","unipolar depression",'-,GCST000578,5:38051491
rs17077540-<b>G</b>,"2 x 10-7",,0.11,1.61,'-,'-,DSEL-AS1,"Major depressive disorder","unipolar depression",'-,GCST000578,18:67618042
rs17144465-<b>G</b>,"6 x 10-6",,0.04,1.82,'-,'-,SP4,"Major depressive disorder","unipolar depression",'-,GCST000578,7:21464809
rs11515172-<b>T</b>,"4 x 10-8",,0.784243,1.0869565,'-,[1.06-1.12],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,9:11256041
rs144213213-<b>C</b>,"2 x 10-7",,0.9809848,1.0857763,'-,[1.05-1.12],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,14:84015812
rs3131115-<b>C</b>,"1 x 10-7",,0.671942,1.0845987,'-,[1.05-1.12],"LINC02569, HLA-E","Major depressive disorder","unipolar depression",'-,GCST009979,6:30501014
rs112904378-<b>A</b>,"9 x 10-6",,0.0353645,1.067,'-,[1.04-1.1],GRIK2,"Major depressive disorder","unipolar depression",'-,GCST009979,6:101595927
rs79696139-<b>A</b>,"9 x 10-6",,0.0514137,1.067,'-,[1.04-1.1],CATSPERD,"Major depressive disorder","unipolar depression",'-,GCST009979,19:5756634
rs116215823-<b>T</b>,"7 x 10-6",,0.0105559,1.068,'-,[1.04-1.1],KCNH8,"Major depressive disorder","unipolar depression",'-,GCST009979,3:19322024
rs188386326-<b>G</b>,"8 x 10-6",,0.0137242,1.068,'-,[1.04-1.1],TRPM3,"Major depressive disorder","unipolar depression",'-,GCST009979,9:70634117
rs111796550-<b>A</b>,"8 x 10-6",,0.0373333,1.068,'-,[1.04-1.1],"Y_RNA, ZMYM4","Major depressive disorder","unipolar depression",'-,GCST009979,1:35200179
rs140992857-<b>A</b>,"8 x 10-6",,0.0306898,1.068,'-,[1.04-1.1],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,6:67951517
rs10947863-<b>T</b>,"2 x 10-6",,0.746556,1.0764263,'-,[1.05-1.11],TDRG1,"Major depressive disorder","unipolar depression",'-,GCST009979,6:40244840
rs186555608-<b>C</b>,"1 x 10-6",,0.984715,1.0752687,'-,[1.04-1.11],KCNQ3,"Major depressive disorder","unipolar depression",'-,GCST009979,8:132216505
rs60225398-<b>T</b>,"2 x 10-6",,0.761321,1.0752687,'-,[1.04-1.11],EGLN3,"Major depressive disorder","unipolar depression",'-,GCST009979,14:34024218
rs61909191-<b>A</b>,"3 x 10-6",,0.9342475,1.0752687,'-,[1.04-1.11],CCND2-AS1,"Major depressive disorder","unipolar depression",'-,GCST009979,12:4241124
rs6995581-<b>G</b>,"3 x 10-6",,0.209451,1.0741138,'-,[1.04-1.11],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,8:137616924
rs4903685-<b>G</b>,"8 x 10-6",,0.274613,1.069,'-,[1.04-1.1],"ADCK1, FXNP1","Major depressive disorder","unipolar depression",'-,GCST009979,14:78009678
rs2414116-<b>A</b>,"3 x 10-6",,0.461564,1.0729614,'-,[1.04-1.1],LYSMD2,"Major depressive disorder","unipolar depression",'-,GCST009979,15:51725148
rs2977608-<b>A</b>,"8 x 10-6",,0.259029,1.0729614,'-,[1.04-1.1],LINC01128,"Major depressive disorder","unipolar depression",'-,GCST009979,1:832873
rs78825642-<b>C</b>,"4 x 10-6",,0.8699,1.0718113,'-,[1.04-1.1],"MTCO3P27, MTCYBP16","Major depressive disorder","unipolar depression",'-,GCST009979,4:64607622
rs139340185-<b>A</b>,"7 x 10-6",,0.0102598,1.07,'-,[1.04-1.1],LINC01288,"Major depressive disorder","unipolar depression",'-,GCST009979,8:34718769
rs7222143-<b>A</b>,"7 x 10-6",,0.444808,1.07,'-,[1.04-1.1],"SUPT4H1, TSPOAP1-AS1","Major depressive disorder","unipolar depression",'-,GCST009979,17:58349957
rs10460050-<b>T</b>,"9 x 10-6",,0.420586,1.07,'-,[1.04-1.1],"NOL4, ASXL3","Major depressive disorder","unipolar depression",'-,GCST009979,18:33833707
rs1841556-<b>T</b>,"9 x 10-6",,0.634608,1.07,'-,[1.04-1.1],"MIR7515HG, LINC00487","Major depressive disorder","unipolar depression",'-,GCST009979,2:6674345
rs1496089-<b>T</b>,"9 x 10-6",,0.736326,1.07,'-,[1.04-1.1],LINC01036,"Major depressive disorder","unipolar depression",'-,GCST009979,1:187322087
rs111747875-<b>T</b>,"3 x 10-6",,0.0192821,1.071,'-,[1.04-1.1],"SEMA3C, CD36","Major depressive disorder","unipolar depression",'-,GCST009979,7:80708697
rs116071213-<b>G</b>,"4 x 10-6",,0.0403872,1.071,'-,[1.04-1.1],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,1:102234129
rs2342343-<b>A</b>,"6 x 10-6",,0.305863,1.071,'-,[1.04-1.1],MON1B,"Major depressive disorder","unipolar depression",'-,GCST009979,16:77134353
rs34534607-<b>T</b>,"6 x 10-6",,0.201176,1.071,'-,[1.04-1.1],TSPAN33,"Major depressive disorder","unipolar depression",'-,GCST009979,7:129150350
rs2781093-<b>G</b>,"9 x 10-6",,0.723417,1.0695187,'-,[1.04-1.1],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,9:119806336
rs117183159-<b>T</b>,"9 x 10-6",,0.9493536,1.0695187,'-,[1.04-1.1],RN7SL601P,"Major depressive disorder","unipolar depression",'-,GCST009979,17:11149061
rs71560357-<b>T</b>,"8 x 10-6",,0.0102767,1.066,'-,[1.04-1.1],KRT18P50,"Major depressive disorder","unipolar depression",'-,GCST009979,6:95893891
rs138879850-<b>T</b>,"2 x 10-7",,0.99147537,1.0822511,'-,[1.05-1.11],TMEM229A,"Major depressive disorder","unipolar depression",'-,GCST009979,7:124043151
rs3788338-<b>G</b>,"3 x 10-7",,0.746028,1.081081,'-,[1.05-1.11],RSPH14,"Major depressive disorder","unipolar depression",'-,GCST009979,22:23069879
rs10070411-<b>A</b>,"7 x 10-7",,0.778321,1.0787487,'-,[1.05-1.11],FER,"Major depressive disorder","unipolar depression",'-,GCST009979,5:109111647
rs1343607-<b>A</b>,"1 x 10-6",,0.374666,1.0764263,'-,[1.05-1.11],"OLFM4, LINC01065","Major depressive disorder","unipolar depression",'-,GCST009979,13:53071313
rs143864773-<b>T</b>,"1 x 10-6",,0.9307518,1.0764263,'-,[1.05-1.11],CCDC73,"Major depressive disorder","unipolar depression",'-,GCST009979,11:32744320
rs1811320-<b>A</b>,"1 x 10-6",,0.581533,1.0764263,'-,[1.05-1.11],RBFOX1,"Major depressive disorder","unipolar depression",'-,GCST009979,16:6074205
rs78643921-<b>C</b>,"1 x 10-6",,0.896425,1.0764263,'-,[1.05-1.11],PCDH9,"Major depressive disorder","unipolar depression",'-,GCST009979,13:66647244
rs139146062-<b>T</b>,"9 x 10-6",,0.0241839,1.068,'-,[1.04-1.1],"STK17B, DNAH7","Major depressive disorder","unipolar depression",'-,GCST009979,2:196094898
rs144356690-<b>A</b>,"5 x 10-6",,0.00834446,1.069,'-,[1.04-1.1],LINC00276,"Major depressive disorder","unipolar depression",'-,GCST009979,2:13707862
rs11223270-<b>A</b>,"8 x 10-6",,0.3137,1.069,'-,[1.04-1.1],OPCML,"Major depressive disorder","unipolar depression",'-,GCST009979,11:132898896
rs113416614-<b>T</b>,"8 x 10-6",,0.0678518,1.069,'-,[1.04-1.1],MCMBP,"Major depressive disorder","unipolar depression",'-,GCST009979,10:119869536
rs4565433-<b>G</b>,"2 x 10-6",,0.159273,1.0729614,'-,[1.04-1.1],ZFPM2,"Major depressive disorder","unipolar depression",'-,GCST009979,8:105485315
rs8008104-<b>G</b>,"6 x 10-6",,0.0948978,1.07,'-,[1.04-1.1],PRIMA1,"Major depressive disorder","unipolar depression",'-,GCST009979,14:93720026
rs1575671-<b>G</b>,"7 x 10-6",,0.138985,1.07,'-,[1.04-1.1],FTH1P5,"Major depressive disorder","unipolar depression",'-,GCST009979,6:51007388
rs114098943-<b>G</b>,"4 x 10-6",,0.9582778,1.0718113,'-,[1.04-1.1],"TRIM63, SLC30A2","Major depressive disorder","unipolar depression",'-,GCST009979,1:26049538
rs147643734-<b>A</b>,"6 x 10-6",,0.9601256,1.0706638,'-,[1.04-1.1],EPHA7,"Major depressive disorder","unipolar depression",'-,GCST009979,6:93481026
rs6922076-<b>C</b>,"7 x 10-6",,0.545976,1.0706638,'-,[1.04-1.1],"LINC01016, MLN","Major depressive disorder","unipolar depression",'-,GCST009979,6:33839788
rs143445914-<b>C</b>,"8 x 10-6",,0.9717484,1.0706638,'-,[1.04-1.1],"ZNF80, TIGIT","Major depressive disorder","unipolar depression",'-,GCST009979,3:114265592
rs972697-<b>G</b>,"8 x 10-6",,0.205631,1.0695187,'-,[1.04-1.1],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,18:30530053
rs13186198-<b>G</b>,"9 x 10-6",,0.536186,1.0695187,'-,[1.04-1.1],"CYSTM1, PFDN1","Major depressive disorder","unipolar depression",'-,GCST009979,5:140272472
rs6976860-<b>T</b>,"7 x 10-6",,0.666711,1.1235955,'-,[1.07-1.18],PHTF2,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,7:77822829
rs612711-<b>T</b>,"9 x 10-6",,0.414926,1.1223345,'-,[1.07-1.17],MRPL37,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,1:54220701
rs325502-<b>G</b>,"8 x 10-6",,0.422234,1.1223345,'-,[1.07-1.18],"RNU6-334P, LINC02163","Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,5:104672432
rs73133999-<b>G</b>,"7 x 10-6",,0.9644714,1.1210762,'-,[1.07-1.17],ST3GAL6-AS1,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,3:98715123
rs145189127-<b>G</b>,"7 x 10-6",,0.0228545,1.117,'-,[1.07-1.17],"MIR557, QRSL1P1","Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,1:168405362
rs78994374-<b>A</b>,"9 x 10-6",,0.0200533,1.118,'-,[1.07-1.17],MAP3K5,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,6:136623641
rs17526879-<b>G</b>,"9 x 10-6",,0.019323,1.121,'-,[1.07-1.17],LINC01742,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,20:57976061
rs142592479-<b>A</b>,"4 x 10-6",,0.0226635,1.122,'-,[1.07-1.17],'-,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,2:49555287
rs111629393-<b>G</b>,"8 x 10-6",,0.329171,1.123,'-,[1.07-1.18],NELL1,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,11:21292600
rs1390496-<b>G</b>,"5 x 10-6",,0.743567,1.126,'-,[1.07-1.18],LINC01036,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,1:187307421
rs17676433-<b>T</b>,"2 x 10-6",,0.031546,1.127,'-,[1.08-1.18],GRK5,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,10:119348012
rs147542932-<b>C</b>,"3 x 10-6",,0.0605838,1.128,'-,[1.08-1.18],KCNT2,"Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,1:196204734
rs4312987-<b>T</b>,"2 x 10-6",,0.592484,1.13,'-,[1.08-1.18],"KLHL31, LRRC1","Major depressive disorder in trauma exposed individuals","unipolar depression","trauma exposure measurement",GCST009980,6:53720234
rs535355-<b>G</b>,"7 x 10-7",,0.377677,1.1547344,'-,[1.1-1.21],MAGI2,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,7:78841329
rs11708664-<b>A</b>,"1 x 10-6",,0.711729,1.1520737,'-,[1.09-1.21],TBC1D5,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,3:17749535
rs55940619-<b>C</b>,"4 x 10-6",,0.9228412,1.150748,'-,[1.09-1.21],GRID1,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,10:86126629
rs6497642-<b>A</b>,"4 x 10-6",,0.679059,1.1454753,'-,[1.09-1.21],USP31,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,16:23047129
rs5766499-<b>A</b>,"8 x 10-6",,0.661674,1.1402508,'-,[1.08-1.2],LINC01656,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,22:44427215
rs17534846-<b>A</b>,"8 x 10-6",,0.655753,1.1389521,'-,[1.08-1.2],FER,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,5:109115513
rs4973321-<b>G</b>,"6 x 10-6",,0.013128,1.1325028,'-,[1.08-1.19],SP140L,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,2:230387764
rs111275535-<b>A</b>,"5 x 10-6",,0.060316,1.133,'-,[1.08-1.19],LINC02366,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,12:10760728
rs116200762-<b>C</b>,"9 x 10-6",,0.0673603,1.129,'-,[1.07-1.18],"OR9S24P, OR6B3","Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,2:240079088
rs117225626-<b>T</b>,"5 x 10-7",,0.0148587,1.148,'-,[1.09-1.2],NPAP1L,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,16:60321124
rs138272922-<b>C</b>,"5 x 10-8",,0.0107319,1.16,'-,[1.11-1.21],THRB,"Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,3:24256536
rs139146062-<b>T</b>,"7 x 10-7",,0.0241839,1.147,'-,[1.09-1.2],"STK17B, DNAH7","Major depressive disorder in trauma-unexposed individuals","unipolar depression",'-,GCST009981,2:196094898
rs6666516-<b>A</b>,"6 x 10-6",,0.492379,1.071,'-,[1.04-1.1],RN7SL299P,"Major depressive disorder","unipolar depression",'-,GCST009979,1:232192655
rs4501813-<b>G</b>,"8 x 10-6",,0.939503,1.071,'-,[1.04-1.1],"KLHDC7A, DYNLL1P3","Major depressive disorder","unipolar depression",'-,GCST009979,1:18490385
rs10247376-<b>C</b>,"8 x 10-6",,0.0276479,1.071,'-,[1.04-1.1],RAPGEF5,"Major depressive disorder","unipolar depression",'-,GCST009979,7:22085200
rs141208948-<b>G</b>,"3 x 10-6",,0.0205973,1.072,'-,[1.04-1.1],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,11:103612982
rs1504721-<b>C</b>,"4 x 10-6",,0.397784,1.072,'-,[1.04-1.1],CNTN5,"Major depressive disorder","unipolar depression",'-,GCST009979,11:99397886
rs35864932-<b>C</b>,"4 x 10-6",,0.474933,1.072,'-,[1.04-1.1],RNF213,"Major depressive disorder","unipolar depression",'-,GCST009979,17:80308082
rs10476497-<b>A</b>,"5 x 10-6",,0.534226,1.072,'-,[1.04-1.1],LINC01938,"Major depressive disorder","unipolar depression",'-,GCST009979,5:165161811
rs116100277-<b>T</b>,"1 x 10-6",,0.0144628,1.073,'-,[1.04-1.1],'-,"Major depressive disorder","unipolar depression",'-,GCST009979,6:51300739
rs1676905-<b>G</b>,"3 x 10-6",,0.92639,1.073,'-,[1.04-1.1],"RNY4, RNY3","Major depressive disorder","unipolar depression",'-,GCST009979,7:148974185
