"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs7372960-<b>T</b>,"4 x 10-7",,NR,1.065,'-,[1.04-1.09],FOXP1,Schizophrenia,schizophrenia,'-,GCST007201,3:71205600
rs1838472-<b>C</b>,"4 x 10-7",,NR,1.0526316,'-,[1.03-1.07],KALRN,Schizophrenia,schizophrenia,'-,GCST007201,3:124332814
rs6804239-<b>C</b>,"9 x 10-10",,NR,1.0604454,'-,[1.04-1.08],'-,Schizophrenia,schizophrenia,'-,GCST007201,3:162062700
rs66691851-<b>C</b>,"2 x 10-13",,NR,1.0752687,'-,[1.06-1.09],STAG1,Schizophrenia,schizophrenia,'-,GCST007201,3:136435986
rs192812-<b>C</b>,"3 x 10-8",,NR,1.0570824,'-,[1.04-1.08],'-,Schizophrenia,schizophrenia,'-,GCST007201,3:161774043
rs4391122-<b>A</b>,"9 x 10-13",(EA),NR,1.0811,'-,[1.06-1.1],LINC02057,Schizophrenia,schizophrenia,'-,GCST007201,5:61302716
rs1150754-<b>C</b>,"3 x 10-12",(EA),NR,1.117,'-,[1.09-1.15],TNXB,Schizophrenia,schizophrenia,'-,GCST007201,6:32082981
rs9607782-<b>A</b>,"4 x 10-12",(EA),NR,1.0928,'-,[1.07-1.12],EP300-AS1,Schizophrenia,schizophrenia,'-,GCST007201,22:41191552
rs114377514-<b>C</b>,"4 x 10-12",(EA),NR,1.112,'-,[1.08-1.14],"HLA-DOB, HLA-DQB2",Schizophrenia,schizophrenia,'-,GCST007201,6:32793729
rs111312615-<b>T</b>,"4 x 10-12",(EA),NR,1.137,'-,[1.1-1.17],"HLA-A, HLA-W",Schizophrenia,schizophrenia,'-,GCST007201,6:29955302
rs214467-<b>A</b>,"5 x 10-12",(EA),NR,1.0833,'-,[1.06-1.11],IMMP2L,Schizophrenia,schizophrenia,'-,GCST007201,7:111218212
rs114508985-<b>G</b>,"5 x 10-12",(EA),NR,1.101,'-,[1.07-1.13],"HLA-DMB, HLA-Z",Schizophrenia,schizophrenia,'-,GCST007201,6:32932241
rs55661361-<b>G</b>,"1 x 10-11",(EA),NR,1.082,'-,[1.06-1.1],NRGN,Schizophrenia,schizophrenia,'-,GCST007201,11:124744061
rs75059851-<b>A</b>,"2 x 10-11",(EA),NR,1.0956,'-,[1.07-1.12],IGSF9B,Schizophrenia,schizophrenia,'-,GCST007201,11:133952674
rs7907645-<b>T</b>,"2 x 10-11",(EA),NR,1.155,'-,[1.11-1.2],"TRIM8, ARL3",Schizophrenia,schizophrenia,'-,GCST007201,10:102664043
rs5995756-<b>T</b>,"3 x 10-11",(EA),NR,1.075,'-,[1.05-1.1],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs17514846-<b>C</b>,"6 x 10-11",(EA),NR,1.076,'-,[1.05-1.1],FURIN,Schizophrenia,schizophrenia,'-,GCST007201,15:90873320
rs12902973-<b>G</b>,"9 x 10-11",(EA),NR,1.082,'-,[1.06-1.11],UBE2Q2P1,Schizophrenia,schizophrenia,'-,GCST007201,15:84562751
rs28758902-<b>T</b>,"1 x 10-10",(EA),NR,1.073,'-,[1.05-1.09],"LINC01415, TCF4",Schizophrenia,schizophrenia,'-,GCST007201,18:55740956
rs2103655-<b>A</b>,"1 x 10-10",(EA),NR,1.0796,'-,[1.06-1.1],"PPP1R16B, ACTR5",Schizophrenia,schizophrenia,'-,GCST007201,20:38797315
rs7893279-<b>T</b>,"1 x 10-10",(EA),NR,1.119,'-,[1.08-1.15],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs760648-<b>A</b>,"1 x 10-10",(EA),NR,1.079,'-,[1.06-1.1],TCF20,Schizophrenia,schizophrenia,'-,GCST007201,22:42175022
rs3617-<b>C</b>,"1 x 10-10",(EA),NR,1.073,'-,[1.05-1.09],ITIH3,Schizophrenia,schizophrenia,'-,GCST007201,3:52799789
rs2414718-<b>A</b>,"2 x 10-10",(EA),NR,1.072,'-,[1.05-1.09],'-,Schizophrenia,schizophrenia,'-,GCST007201,15:61570934
rs28437878-<b>C</b>,"2 x 10-10",(EA),NR,1.087,'-,[1.06-1.11],HYKK,Schizophrenia,schizophrenia,'-,GCST007201,15:78515530
rs12691307-<b>A</b>,"2 x 10-10",(EA),NR,1.075,'-,[1.05-1.1],"TMEM219, KCTD13",Schizophrenia,schizophrenia,'-,GCST007201,16:29928556
rs12704290-<b>G</b>,"3 x 10-10",(EA),NR,1.112,'-,[1.08-1.14],"GRM3-AS1, GRM3",Schizophrenia,schizophrenia,'-,GCST007201,7:86798310
rs4271249-<b>T</b>,"3 x 10-10",(EA),NR,1.074,'-,[1.05-1.1],DPYD,Schizophrenia,schizophrenia,'-,GCST007201,1:97933063
rs6918354-<b>T</b>,"4 x 10-10",(EA),NR,1.081,'-,[1.06-1.11],"CARMIL1, CMAHP",Schizophrenia,schizophrenia,'-,GCST007201,6:25444386
rs758117-<b>C</b>,"8 x 10-10",,NR,1.0695187,'-,[1.05-1.09],CACNA1C,Schizophrenia,schizophrenia,'-,GCST007201,12:2404143
rs302321-<b>C</b>,"7 x 10-10",,NR,1.0626993,'-,[1.04-1.08],TMTC1,Schizophrenia,schizophrenia,'-,GCST007201,12:29775455
rs10878577-<b>A</b>,"2 x 10-7",,NR,1.063,'-,[1.04-1.09],"GGTA2P, RAB11AP2",Schizophrenia,schizophrenia,'-,GCST007201,12:67200061
rs4240748-<b>G</b>,"1 x 10-9",,NR,1.0626993,'-,[1.04-1.08],LINC02404,Schizophrenia,schizophrenia,'-,GCST007201,12:91853010
rs4766428-<b>T</b>,"3 x 10-10",,NR,1.07,'-,[1.05-1.09],ATP2A2,Schizophrenia,schizophrenia,'-,GCST007201,12:110285440
rs28607014-<b>C</b>,"1 x 10-7",,NR,1.0537407,'-,[1.03-1.07],NOS1,Schizophrenia,schizophrenia,'-,GCST007201,12:117270806
rs1615350-<b>C</b>,"1 x 10-17",,NR,1.0928961,'-,[1.07-1.11],MPHOSPH9,Schizophrenia,schizophrenia,'-,GCST007201,12:123165788
rs34102591-<b>G</b>,"1 x 10-6",,NR,1.0626993,'-,[1.04-1.09],"ZNF664, RFLNA",Schizophrenia,schizophrenia,'-,GCST007201,12:123996254
rs1411740-<b>A</b>,"8 x 10-7",,NR,1.051,'-,[1.03-1.07],LINC00571,Schizophrenia,schizophrenia,'-,GCST007201,13:38256005
rs10148671-<b>C</b>,"3 x 10-7",,NR,1.0526316,'-,[1.03-1.07],LINC02326,Schizophrenia,schizophrenia,'-,GCST007201,14:29000167
rs2383377-<b>A</b>,"1 x 10-9",,NR,1.09,'-,[1.06-1.12],AKAP6,Schizophrenia,schizophrenia,'-,GCST007201,14:32788708
rs12431410-<b>C</b>,"8 x 10-8",,NR,1.0548522,'-,[1.04-1.07],RTN1,Schizophrenia,schizophrenia,'-,GCST007201,14:59699304
rs11625793-<b>G</b>,"2 x 10-6",,NR,1.0504202,'-,[1.03-1.07],NCOA4P1,Schizophrenia,schizophrenia,'-,GCST007201,14:65849165
rs2526882-<b>G</b>,"2 x 10-7",,NR,1.0537407,'-,[1.03-1.07],PCNX1,Schizophrenia,schizophrenia,'-,GCST007201,14:70907985
rs35607894-<b>A</b>,"6 x 10-10",,NR,1.09,'-,[1.06-1.12],RGS6,Schizophrenia,schizophrenia,'-,GCST007201,14:71941921
rs8012642-<b>C</b>,"7 x 10-8",,NR,1.056,'-,[1.04-1.08],MTCYBP27,Schizophrenia,schizophrenia,'-,GCST007201,14:84203137
rs2693698-<b>G</b>,"5 x 10-8",,NR,1.0615711,'-,[1.04-1.08],BCL11B,Schizophrenia,schizophrenia,'-,GCST007201,14:99252882
rs12887734-<b>T</b>,"1 x 10-12",,NR,1.078,'-,[1.06-1.1],"KLC1, COA8",Schizophrenia,schizophrenia,'-,GCST007201,14:103580497
rs12911832-<b>A</b>,"4 x 10-8",,NR,1.061,'-,[1.04-1.08],ADAM10,Schizophrenia,schizophrenia,'-,GCST007201,15:58693705
rs35225048-<b>C</b>,"4 x 10-13",,NR,1.0706638,'-,[1.05-1.09],'-,Schizophrenia,schizophrenia,'-,GCST007201,15:61564064
rs12148337-<b>T</b>,"6 x 10-10",,NR,1.059,'-,[1.04-1.08],'-,Schizophrenia,schizophrenia,'-,GCST007201,15:70296933
rs3825845-<b>C</b>,"4 x 10-10",,NR,1.0729614,'-,[1.05-1.1],CHRNA3,Schizophrenia,schizophrenia,'-,GCST007201,15:78617916
rs783540-<b>G</b>,"9 x 10-9",,NR,1.0548522,'-,[1.04-1.07],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs950169-<b>C</b>,"2 x 10-11",,NR,1.0822511,'-,[1.06-1.11],ADAMTSL3,Schizophrenia,schizophrenia,'-,GCST007201,15:84037709
rs758129-<b>G</b>,"3 x 10-7",,NR,1.0537407,'-,[1.03-1.07],"POLG-DT, MIR9-3HG",Schizophrenia,schizophrenia,'-,GCST007201,15:89357656
rs11539637-<b>T</b>,"4 x 10-9",,NR,1.063,'-,[1.04-1.08],FES,Schizophrenia,schizophrenia,'-,GCST007201,15:90885060
rs6500596-<b>G</b>,"2 x 10-7",,NR,1.0582011,'-,[1.04-1.08],"CORO7-PAM16, CORO7",Schizophrenia,schizophrenia,'-,GCST007201,16:4420026
rs9922678-<b>A</b>,"2 x 10-8",,NR,1.062,'-,[1.04-1.08],GRIN2A,Schizophrenia,schizophrenia,'-,GCST007201,16:9852462
rs7405404-<b>T</b>,"7 x 10-9",,NR,1.07,'-,[1.05-1.09],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs3814881-<b>G</b>,"4 x 10-12",,NR,1.0672358,'-,[1.05-1.09],TAOK2,Schizophrenia,schizophrenia,'-,GCST007201,16:29989580
rs12325245-<b>T</b>,"2 x 10-7",,NR,1.0729614,'-,[1.05-1.1],"CNOT1, SLC38A7",Schizophrenia,schizophrenia,'-,GCST007201,16:58647489
rs7193419-<b>T</b>,"2 x 10-7",,NR,1.05,'-,[1.03-1.07],"LINC02858, LINC02165",Schizophrenia,schizophrenia,'-,GCST007201,16:63663230
rs8058130-<b>G</b>,"5 x 10-8",,NR,1.0559661,'-,[1.04-1.08],'-,Schizophrenia,schizophrenia,'-,GCST007201,16:64337259
rs55757091-<b>A</b>,"3 x 10-7",,NR,1.07,'-,[1.04-1.1],"SLC7A6, SLC7A6OS",Schizophrenia,schizophrenia,'-,GCST007201,16:68289751
rs2514218-<b>C</b>,"5 x 10-10",(EA),NR,1.075,'-,[1.05-1.1],DRD2,Schizophrenia,schizophrenia,'-,GCST007201,11:113522272
rs832190-<b>C</b>,"6 x 10-10",(EA),NR,1.072,'-,[1.05-1.09],THOC7,Schizophrenia,schizophrenia,'-,GCST007201,3:63856953
rs4766428-<b>T</b>,"6 x 10-10",(EA),NR,1.0719,'-,[1.05-1.09],ATP2A2,Schizophrenia,schizophrenia,'-,GCST007201,12:110285440
rs2577831-<b>A</b>,"9 x 10-10",(EA),NR,1.0689,'-,[1.05-1.09],PBRM1,Schizophrenia,schizophrenia,'-,GCST007201,3:52594040
rs210152-<b>A</b>,"9 x 10-10",(EA),NR,1.094,'-,[1.07-1.12],GGNBP1,Schizophrenia,schizophrenia,'-,GCST007201,6:33547743
rs202904-<b>C</b>,"1 x 10-9",(EA),NR,1.08,'-,[1.06-1.1],ZSCAN16-AS1,Schizophrenia,schizophrenia,'-,GCST007201,6:28050847
rs3798869-<b>G</b>,"1 x 10-9",(EA),NR,1.069,'-,[1.05-1.09],SNAP91,Schizophrenia,schizophrenia,'-,GCST007201,6:83618941
rs34796896-<b>G</b>,"1 x 10-9",(EA),NR,1.086,'-,[1.06-1.11],FXR1,Schizophrenia,schizophrenia,'-,GCST007201,3:180905467
rs7719676-<b>G</b>,"1 x 10-9",(EA),NR,1.077,'-,[1.05-1.1],ZSWIM6,Schizophrenia,schizophrenia,'-,GCST007201,5:61441122
rs4523957-<b>T</b>,"1 x 10-9",(EA),NR,1.0722,'-,[1.05-1.09],SRR,Schizophrenia,schizophrenia,'-,GCST007201,17:2305605
rs215411-<b>A</b>,"2 x 10-9",(EA),NR,1.0717,'-,[1.05-1.09],RFPL4AP3,Schizophrenia,schizophrenia,'-,GCST007201,4:23421980
rs2057884-<b>T</b>,"2 x 10-9",(EA),NR,1.0709,'-,[1.05-1.09],SRPK2,Schizophrenia,schizophrenia,'-,GCST007201,7:105289803
rs67575965-<b>A</b>,"2 x 10-9",(EA),NR,1.083,'-,[1.06-1.11],H1-12P,Schizophrenia,schizophrenia,'-,GCST007201,6:26196365
rs59979824-<b>C</b>,"3 x 10-9",(EA),NR,1.074,'-,[1.05-1.1],'-,Schizophrenia,schizophrenia,'-,GCST007201,2:192983614
rs2970610-<b>T</b>,"4 x 10-9",(EA),NR,1.0703,'-,[1.05-1.09],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs67981189-<b>G</b>,"4 x 10-9",(EA),NR,1.072,'-,[1.05-1.1],PCNX1,Schizophrenia,schizophrenia,'-,GCST007201,14:71005509
rs113897692-<b>A</b>,"5 x 10-9",(EA),NR,1.075,'-,[1.05-1.1],LINC01470,Schizophrenia,schizophrenia,'-,GCST007201,5:152797226
rs72804786-<b>G</b>,"5 x 10-9",(EA),NR,1.073,'-,[1.05-1.1],LINC01470,Schizophrenia,schizophrenia,'-,GCST007201,5:152938239
rs1509378-<b>A</b>,"5 x 10-9",(EA),NR,1.072,'-,[1.05-1.1],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs9922678-<b>A</b>,"6 x 10-9",(EA),NR,1.0708,'-,[1.05-1.09],GRIN2A,Schizophrenia,schizophrenia,'-,GCST007201,16:9852462
rs1837495-<b>G</b>,"6 x 10-9",(EA),NR,1.07,'-,[1.05-1.09],PLCL1,Schizophrenia,schizophrenia,'-,GCST007201,2:198056477
rs60005721-<b>A</b>,"8 x 10-9",(EA),NR,1.116,'-,[1.08-1.15],CMAHP,Schizophrenia,schizophrenia,'-,GCST007201,6:25262991
rs11658257-<b>G</b>,"8 x 10-9",(EA),NR,1.068,'-,[1.05-1.09],GID4,Schizophrenia,schizophrenia,'-,GCST007201,17:18053145
rs9859557-<b>A</b>,"9 x 10-9",(EA),NR,1.0805,'-,[1.05-1.11],SOX2-OT,Schizophrenia,schizophrenia,'-,GCST007201,3:181113122
rs10803138-<b>G</b>,"1 x 10-8",(EA),NR,1.075,'-,[1.05-1.1],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs9859557-<b>A</b>,"2 x 10-11",,NR,1.085,'-,[1.06-1.11],SOX2-OT,Schizophrenia,schizophrenia,'-,GCST007201,3:181113122
rs10786736-<b>G</b>,"5 x 10-11",(EA),NR,1.1234692,'-,[1.09-1.16],"CNNM2, NT5C2",Schizophrenia,schizophrenia,'-,GCST007201,10:103089359
rs2163548-<b>G</b>,"9 x 10-11",(EA),NR,1.1098778,'-,[1.08-1.14],SPATS2L,Schizophrenia,schizophrenia,'-,GCST007201,2:200362139
rs950169-<b>C</b>,"1 x 10-10",(EA),NR,1.0818998,'-,[1.06-1.11],ADAMTSL3,Schizophrenia,schizophrenia,'-,GCST007201,15:84037709
rs66691851-<b>C</b>,"2 x 10-10",(EA),NR,1.0729614,'-,[1.05-1.09],STAG1,Schizophrenia,schizophrenia,'-,GCST007201,3:136435986
rs7427564-<b>G</b>,"2 x 10-10",(EA),NR,1.0729614,'-,[1.05-1.09],STAG1,Schizophrenia,schizophrenia,'-,GCST007201,3:136555593
rs35324223-<b>G</b>,"2 x 10-10",(EA),NR,1.0964912,'-,[1.07-1.12],MDK,Schizophrenia,schizophrenia,'-,GCST007201,11:46381302
rs61882743-<b>G</b>,"3 x 10-10",(EA),NR,1.0944512,'-,[1.07-1.12],AMBRA1,Schizophrenia,schizophrenia,'-,GCST007201,11:46527204
rs36068923-<b>G</b>,"4 x 10-10",(EA),NR,1.0869565,'-,[1.06-1.11],SINHCAFP3,Schizophrenia,schizophrenia,'-,GCST007201,8:110473532
rs66492629-<b>A</b>,"4 x 10-10",(EA),NR,1.098901,'-,[1.07-1.13],CNTN4,Schizophrenia,schizophrenia,'-,GCST007201,3:2496596
rs35998080-<b>T</b>,"7 x 10-10",(EA),NR,1.0718113,'-,[1.05-1.09],LINC02797,Schizophrenia,schizophrenia,'-,GCST007201,1:72812932
rs2332700-<b>C</b>,"7 x 10-10",(EA),NR,1.0799136,'-,[1.06-1.1],RGS6,Schizophrenia,schizophrenia,'-,GCST007201,14:71950609
rs11874716-<b>T</b>,"1 x 10-9",(EA),NR,1.0695187,'-,[1.05-1.09],LINC01929,Schizophrenia,schizophrenia,'-,GCST007201,18:55083457
rs10890032-<b>T</b>,"1 x 10-9",(EA),NR,1.0706638,'-,[1.05-1.09],LINC01360,Schizophrenia,schizophrenia,'-,GCST007201,1:73323641
rs2015244-<b>A</b>,"1 x 10-9",(EA),NR,1.0741138,'-,[1.05-1.1],LINC01648,Schizophrenia,schizophrenia,'-,GCST007201,1:29956096
rs13176930-<b>T</b>,"1 x 10-9",(EA),NR,1.0718113,'-,[1.05-1.09],LINC01470,Schizophrenia,schizophrenia,'-,GCST007201,5:153285161
rs8055219-<b>A</b>,"1 x 10-9",(EA),NR,1.0799136,'-,[1.06-1.1],MIR4719,Schizophrenia,schizophrenia,'-,GCST007201,16:13659527
rs7596038-<b>C</b>,"2 x 10-9",(EA),NR,1.068262,'-,[1.05-1.09],VRK2,Schizophrenia,schizophrenia,'-,GCST007201,2:58156685
rs56007784-<b>C</b>,"1 x 10-7",,NR,1.052,'-,[1.03-1.07],YWHAE,Schizophrenia,schizophrenia,'-,GCST007201,17:1387656
rs4523957-<b>T</b>,"4 x 10-9",,NR,1.063,'-,[1.04-1.08],SRR,Schizophrenia,schizophrenia,'-,GCST007201,17:2305605
rs8082590-<b>G</b>,"9 x 10-10",,NR,1.0695187,'-,[1.05-1.09],GID4,Schizophrenia,schizophrenia,'-,GCST007201,17:18055088
rs72843506-<b>A</b>,"1 x 10-8",,NR,1.073,'-,[1.05-1.1],SPECC1,Schizophrenia,schizophrenia,'-,GCST007201,17:20042974
rs35065479-<b>A</b>,"5 x 10-6",,NR,1.054,'-,[1.03-1.08],MSI2,Schizophrenia,schizophrenia,'-,GCST007201,17:57659374
rs12327082-<b>T</b>,"3 x 10-7",,NR,1.0548522,'-,[1.03-1.08],NOL4,Schizophrenia,schizophrenia,'-,GCST007201,18:34011495
rs4632195-<b>T</b>,"7 x 10-7",,NR,1.053,'-,[1.03-1.07],DCC,Schizophrenia,schizophrenia,'-,GCST007201,18:53220378
rs7233277-<b>A</b>,"3 x 10-7",,NR,1.049,'-,[1.03-1.07],LINC01929,Schizophrenia,schizophrenia,'-,GCST007201,18:55074287
rs17598729-<b>C</b>,"9 x 10-11",,NR,1.0893246,'-,[1.06-1.12],TCF4,Schizophrenia,schizophrenia,'-,GCST007201,18:55584331
rs715170-<b>C</b>,"1 x 10-11",,NR,1.0775862,'-,[1.06-1.1],"LINC01539, LINC01905",Schizophrenia,schizophrenia,'-,GCST007201,18:56128283
rs28735056-<b>G</b>,"5 x 10-9",,NR,1.059322,'-,[1.04-1.08],KCNG2,Schizophrenia,schizophrenia,'-,GCST007201,18:79862879
rs3764567-<b>T</b>,"4 x 10-8",,NR,1.045,'-,[1.03-1.06],MAU2,Schizophrenia,schizophrenia,'-,GCST007201,19:19329257
rs2053079-<b>G</b>,"5 x 10-9",,NR,1.066098,'-,[1.04-1.09],ZNF536,Schizophrenia,schizophrenia,'-,GCST007201,19:30496516
rs56873913-<b>T</b>,"2 x 10-8",,NR,1.069,'-,[1.05-1.09],"NOSIP, PRRG2",Schizophrenia,schizophrenia,'-,GCST007201,19:49587942
rs2103655-<b>A</b>,"6 x 10-11",,NR,1.068,'-,[1.05-1.09],"PPP1R16B, ACTR5",Schizophrenia,schizophrenia,'-,GCST007201,20:38797315
rs7267348-<b>C</b>,"8 x 10-9",,NR,1.0638298,'-,[1.04-1.08],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs7273691-<b>T</b>,"3 x 10-6",,NR,1.061,'-,[1.04-1.09],PHACTR3,Schizophrenia,schizophrenia,'-,GCST007201,20:59678449
rs5757730-<b>G</b>,"2 x 10-10",,NR,1.0729614,'-,[1.05-1.09],CACNA1I,Schizophrenia,schizophrenia,'-,GCST007201,22:39571425
rs714031-<b>C</b>,"3 x 10-7",,NR,1.0559661,'-,[1.03-1.08],CACNA1I,Schizophrenia,schizophrenia,'-,GCST007201,22:39674229
rs17002069-<b>C</b>,"1 x 10-8",,NR,1.07,'-,[1.05-1.09],"MRTFA, GAPDHP37",Schizophrenia,schizophrenia,'-,GCST007201,22:40654982
rs9607782-<b>A</b>,"4 x 10-13",,NR,1.093,'-,[1.07-1.12],EP300-AS1,Schizophrenia,schizophrenia,'-,GCST007201,22:41191552
rs6002655-<b>T</b>,"1 x 10-8",,NR,1.059,'-,[1.04-1.08],TCF20,Schizophrenia,schizophrenia,'-,GCST007201,22:42207808
rs1024582-<b>A</b>,"6 x 10-18",(EA),NR,1.1037527,'-,[1.08-1.13],CACNA1C,Schizophrenia,schizophrenia,'-,GCST007201,12:2293080
rs7085104-<b>A</b>,"1 x 10-17",(EA),NR,1.1025358,'-,[1.08-1.12],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs796364-<b>C</b>,"5 x 10-14",(EA),NR,1.1088934,'-,[1.08-1.14],"RN7SL717P, FTCDNL1",Schizophrenia,schizophrenia,'-,GCST007201,2:199851396
rs12668848-<b>G</b>,"1 x 10-13",(EA),NR,1.0855407,'-,[1.06-1.11],MAD1L1,Schizophrenia,schizophrenia,'-,GCST007201,7:1981360
rs4129585-<b>A</b>,"4 x 10-13",(EA),NR,1.0822511,'-,[1.06-1.1],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs10791098-<b>T</b>,"2 x 10-12",(EA),NR,1.0799136,'-,[1.06-1.1],LINC02551,Schizophrenia,schizophrenia,'-,GCST007201,11:130848816
rs75968099-<b>T</b>,"2 x 10-12",(EA),NR,1.0834236,'-,[1.06-1.11],"LINC02033, HSPD1P6",Schizophrenia,schizophrenia,'-,GCST007201,3:36817092
rs1615350-<b>C</b>,"4 x 10-12",(EA),NR,1.0888501,'-,[1.06-1.11],MPHOSPH9,Schizophrenia,schizophrenia,'-,GCST007201,12:123165788
rs38752-<b>T</b>,"5 x 10-12",(EA),NR,1.0822511,'-,[1.06-1.1],IMMP2L,Schizophrenia,schizophrenia,'-,GCST007201,7:111438856
rs9461856-<b>A</b>,"7 x 10-12",(EA),NR,1.0775862,'-,[1.06-1.1],SYNGAP1,Schizophrenia,schizophrenia,'-,GCST007201,6:33427422
rs778371-<b>G</b>,"8 x 10-12",(EA),NR,1.0854228,'-,[1.06-1.11],SNORC,Schizophrenia,schizophrenia,'-,GCST007201,2:232878399
rs2905426-<b>G</b>,"4 x 10-9",(EA),NR,1.0695187,'-,[1.05-1.09],"MAU2, GATAD2A",Schizophrenia,schizophrenia,'-,GCST007201,19:19367213
rs2910032-<b>C</b>,"5 x 10-9",(EA),NR,1.0650761,'-,[1.04-1.09],LINC01470,Schizophrenia,schizophrenia,'-,GCST007201,5:153160794
rs6738529-<b>G</b>,"6 x 10-9",(EA),NR,1.0706638,'-,[1.05-1.09],"EFHD1, GIGYF2",Schizophrenia,schizophrenia,'-,GCST007201,2:232686251
rs73191547-<b>T</b>,"6 x 10-9",(EA),NR,1.0695187,'-,[1.05-1.09],MSRA,Schizophrenia,schizophrenia,'-,GCST007201,8:10175915
rs75575209-<b>T</b>,"9 x 10-9",(EA),NR,1.118068,'-,[1.08-1.16],VRK2,Schizophrenia,schizophrenia,'-,GCST007201,2:57911057
rs17439799-<b>C</b>,"1 x 10-8",(EA),NR,1.0672358,'-,[1.05-1.09],"IMMP2L, LRRN3",Schizophrenia,schizophrenia,'-,GCST007201,7:111101521
rs3849046-<b>T</b>,"1 x 10-8",(EA),NR,1.0649627,'-,[1.04-1.09],ETF1,Schizophrenia,schizophrenia,'-,GCST007201,5:138515503
rs11685299-<b>C</b>,"1 x 10-8",(EA),NR,1.0684903,'-,[1.05-1.09],CUL3,Schizophrenia,schizophrenia,'-,GCST007201,2:224526579
rs10894308-<b>G</b>,"2 x 10-8",(EA),NR,1.064396,'-,[1.04-1.09],RN7SL167P,Schizophrenia,schizophrenia,'-,GCST007201,11:131022000
rs13261481-<b>T</b>,"2 x 10-8",(EA),NR,1.0638298,'-,[1.04-1.09],'-,Schizophrenia,schizophrenia,'-,GCST007201,8:59789242
rs2053079-<b>G</b>,"2 x 10-8",(EA),NR,1.07446,'-,[1.05-1.1],ZNF536,Schizophrenia,schizophrenia,'-,GCST007201,19:30496516
rs11027827-<b>C</b>,"2 x 10-8",(EA),NR,1.0638298,'-,[1.04-1.09],LINC02686,Schizophrenia,schizophrenia,'-,GCST007201,11:24353633
rs11740474-<b>T</b>,"2 x 10-8",(EA),NR,1.0647359,'-,[1.04-1.09],GALNT10,Schizophrenia,schizophrenia,'-,GCST007201,5:154301187
rs12421382-<b>C</b>,"2 x 10-8",(EA),NR,1.0672358,'-,[1.04-1.09],C11orf87,Schizophrenia,schizophrenia,'-,GCST007201,11:109507345
rs172531-<b>G</b>,"3 x 10-8",(EA),NR,1.0663254,'-,[1.04-1.09],RERE,Schizophrenia,schizophrenia,'-,GCST007201,1:8435530
rs2693698-<b>G</b>,"3 x 10-8",(EA),NR,1.0636035,'-,[1.04-1.09],BCL11B,Schizophrenia,schizophrenia,'-,GCST007201,14:99252882
rs6716963-<b>A</b>,"3 x 10-8",(EA),NR,1.0649627,'-,[1.04-1.09],NAB1,Schizophrenia,schizophrenia,'-,GCST007201,2:193502815
rs1065861-<b>T</b>,"4 x 10-8",(EA),NR,1.1380448,'-,[1.09-1.18],MEF2C,Schizophrenia,schizophrenia,'-,GCST007201,5:88796133
rs67082009-<b>A</b>,"4 x 10-8",(EA),NR,1.0834236,'-,[1.06-1.11],'-,Schizophrenia,schizophrenia,'-,GCST007201,2:145662536
rs35751669-<b>G</b>,"4 x 10-8",(EA),NR,1.085305,'-,[1.06-1.11],TENM3,Schizophrenia,schizophrenia,'-,GCST007201,4:182716504
rs17687067-<b>C</b>,"4 x 10-8",(EA),NR,1.0793308,'-,[1.05-1.11],ZDHHC2,Schizophrenia,schizophrenia,'-,GCST007201,8:17178692
rs783540-<b>G</b>,"5 x 10-8",(EA),NR,1.0616838,'-,[1.04-1.08],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs55833108-<b>T</b>,"5 x 10-8",(EA),NR,1.0764263,'-,[1.05-1.1],CNNM2,Schizophrenia,schizophrenia,'-,GCST007201,10:102981826
rs2068012-<b>C</b>,"6 x 10-8",(EA),NR,1.0729614,'-,[1.05-1.1],PRKD1,Schizophrenia,schizophrenia,'-,GCST007201,14:29721110
rs7653924-<b>T</b>,"6 x 10-8",(EA),NR,1.0615711,'-,[1.04-1.08],SH3RF1,Schizophrenia,schizophrenia,'-,GCST007201,4:169281711
rs12325245-<b>T</b>,"6 x 10-8",(EA),NR,1.0893246,'-,[1.06-1.12],"CNOT1, SLC38A7",Schizophrenia,schizophrenia,'-,GCST007201,16:58647489
rs9695226-<b>G</b>,"7 x 10-8",(EA),NR,1.0648494,'-,[1.04-1.09],'-,Schizophrenia,schizophrenia,'-,GCST007201,"Mapping not available"
rs302321-<b>C</b>,"8 x 10-8",(EA),NR,1.0629252,'-,[1.04-1.09],TMTC1,Schizophrenia,schizophrenia,'-,GCST007201,12:29775455
